id	iri
ZFA:0009000-BFO:0000050-ZFA:0000008-PATO:0000639-0-0-0	ZP:0007261
0-0-ZFA:0000029-PATO:0000586-0-0-0	ZP:0007262
ZFA:0009000-BFO:0000050-ZFA:0000107-PATO:0000639-0-0-0	ZP:0007263
0-0-GO:0001964-PATO:0001236-0-0-0	ZP:0007264
0-0-GO:0048840-PATO:0001507-0-0-0	ZP:0007265
0-0-ZFA:0001094-PATO:0002000-0-0-ZFA:0000166	ZP:0007266
0-0-ZFA:0001079-PATO:0000937-0-0-0	ZP:0007267
0-0-GO:0003341-PATO:0000912-0-0-0	ZP:0007268
0-0-GO:0003356-PATO:0001507-0-0-0	ZP:0007269
GO:0005929-BFO:0000050-ZFA:0000151-PATO:0000613-0-0-0	ZP:0007270
GO:0005929-BFO:0000050-ZFA:0000151-PATO:0000937-0-0-0	ZP:0007271
GO:0005929-BFO:0000050-ZFA:0000151-PATO:0002364-0-0-0	ZP:0007272
0-0-GO:0001568-PATO:0000297-0-0-0	ZP:0007273
0-0-GO:0001935-PATO:0002052-0-0-0	ZP:0007274
0-0-ZFA:0000113-PATO:0000140-0-0-0	ZP:0007275
0-0-ZFA:0000604-PATO:0002001-0-0-ZFA:0009181	ZP:0007276
0-0-ZFA:0001052-PATO:0001362-0-0-0	ZP:0007277
0-0-ZFA:0001114-PATO:0002270-0-0-ZFA:0000007	ZP:0007278
0-0-ZFA:0001261-PATO:0002105-0-0-0	ZP:0007279
0-0-ZFA:0001261-PATO:0002270-0-0-ZFA:0000007	ZP:0007280
0-0-ZFA:0001267-PATO:0001501-0-0-0	ZP:0007281
ZFA:0009036-BFO:0000050-ZFA:0001267-PATO:0000051-0-0-0	ZP:0007282
ZFA:0009036-BFO:0000050-ZFA:0001267-PATO:0001505-ZFA:0009081-BFO:0000050-ZFA:0000113	ZP:0007283
0-0-ZFA:0005003-PATO:0002001-0-0-ZFA:0009181	ZP:0007284
0-0-ZFA:0005010-PATO:0001362-0-0-0	ZP:0007285
0-0-ZFA:0005017-PATO:0001362-0-0-0	ZP:0007286
0-0-ZFA:0005020-PATO:0000051-0-0-0	ZP:0007287
0-0-ZFA:0005020-PATO:0000330-0-0-0	ZP:0007288
0-0-ZFA:0005020-PATO:0001896-0-0-0	ZP:0007289
GO:0005737-BFO:0000050-ZFA:0009036-PATO:0000592-0-0-0	ZP:0007290
0-0-ZFA:0000107-PATO:0000937-0-0-0	ZP:0007291
ZFA:0009262-BFO:0000050-ZFA:0000143-PATO:0001605-0-0-0	ZP:0007292
GO:0060091-BFO:0000050-ZFA:0000217-PATO:0000574-0-0-0	ZP:0007293
GO:0005634-BFO:0000050-ZFA:0001465-PATO:0001485-0-0-0	ZP:0007294
0-0-ZFA:0001466-PATO:0000646-0-0-0	ZP:0007295
GO:0005634-BFO:0000050-ZFA:0001466-PATO:0001485-0-0-0	ZP:0007296
GO:0042622-BFO:0000050-ZFA:0001466-PATO:0000937-0-0-0	ZP:0007297
ZFA:0009000-BFO:0000050-ZFA:0001466-PATO:0001997-0-0-0	ZP:0007298
0-0-ZFA:0009127-PATO:0002037-0-0-0	ZP:0007299
0-0-GO:0004096-PATO:0002302-0-0-0	ZP:0007300
0-0-GO:0021955-PATO:0001507-0-0-0	ZP:0007301
0-0-GO:0036342-PATO:0000297-0-0-0	ZP:0007302
0-0-GO:0038084-PATO:0001529-0-0-0	ZP:0007303
0-0-GO:0050975-PATO:0000297-0-0-0	ZP:0007304
0-0-GO:0060322-PATO:0000297-0-0-0	ZP:0007305
0-0-GO:1901668-PATO:0001507-0-0-0	ZP:0007306
0-0-GO:1902071-PATO:0001507-0-0-0	ZP:0007307
0-0-GO:2000377-PATO:0001507-0-0-0	ZP:0007308
ZFA:0000098-BFO:0000050-ZFA:0000008-PATO:0000586-0-0-0	ZP:0007309
0-0-ZFA:0000075-PATO:0001469-0-0-0	ZP:0007310
ZFA:0009244-BFO:0000050-ZFA:0000075-PATO:0001997-0-0-0	ZP:0007311
ZFA:0009301-BFO:0000050-ZFA:0000101-PATO:0001566-0-0-0	ZP:0007312
ZFA:0009301-BFO:0000050-ZFA:0000101-PATO:0001920-0-0-0	ZP:0007313
0-0-ZFA:0000318-PATO:0000937-0-0-0	ZP:0007314
ZFA:0009301-BFO:0000050-ZFA:0000418-PATO:0001997-0-0-0	ZP:0007315
0-0-ZFA:0000618-PATO:0001483-0-0-0	ZP:0007316
ZFA:0009301-BFO:0000050-ZFA:0000633-PATO:0001422-0-0-0	ZP:0007317
ZFA:0009301-BFO:0000050-ZFA:0000633-PATO:0001605-0-0-0	ZP:0007318
0-0-ZFA:0001058-PATO:0000052-0-0-0	ZP:0007319
0-0-ZFA:0001114-PATO:0000327-0-0-0	ZP:0007320
0-0-ZFA:0001682-PATO:0000052-0-0-0	ZP:0007321
0-0-ZFA:0009063-PATO:0001997-0-0-0	ZP:0007322
GO:0030424-BFO:0000050-ZFA:0009301-PATO:0000462-0-0-0	ZP:0007323
GO:0030424-BFO:0000050-ZFA:0009301-PATO:0000574-0-0-0	ZP:0007324
GO:0030424-BFO:0000050-ZFA:0009301-PATO:0001444-0-0-0	ZP:0007325
0-0-ZFA:0000013-PATO:0000462-0-0-0	ZP:0007326
ZFA:0009237-BFO:0000050-ZFA:0000013-PATO:0000462-0-0-0	ZP:0007327
ZFA:0009135-BFO:0000050-ZFA:0000034-PATO:0000462-0-0-0	ZP:0007328
0-0-ZFA:0000040-PATO:0001483-0-0-0	ZP:0007329
0-0-ZFA:0000559-PATO:0001997-0-0-0	ZP:0007330
0-0-ZFA:0001094-PATO:0002000-0-0-ZFA:0009091	ZP:0007331
0-0-ZFA:0009150-PATO:0001566-0-0-0	ZP:0007332
0-0-ZFA:0009367-PATO:0000462-0-0-0	ZP:0007333
ZFA:0009014-BFO:0000050-ZFA:0001286-PATO:0001997-0-0-0	ZP:0007334
0-0-ZFA:0005034-PATO:0000937-0-0-0	ZP:0007335
0-0-ZFA:0005034-PATO:0002291-0-0-0	ZP:0007336
GO:0031514-BFO:0000050-ZFA:0000051-PATO:0001997-0-0-0	ZP:0007337
0-0-ZFA:0000114-PATO:0001793-BSPO:0000013-BFO:0000050-ZFA:0001094	ZP:0007338
0-0-ZFA:0000115-PATO:0000618-0-0-0	ZP:0007339
0-0-ZFA:0000115-PATO:0001793-BSPO:0000013-BFO:0000050-ZFA:0001094	ZP:0007340
0-0-ZFA:0000123-PATO:0001793-BSPO:0000013-BFO:0000050-ZFA:0001094	ZP:0007341
0-0-ZFA:0000155-PATO:0001802-0-0-0	ZP:0007342
GO:0060091-BFO:0000050-ZFA:0009121-PATO:0001997-0-0-0	ZP:0007343
GO:0005929-BFO:0000050-ZFA:0001287-PATO:0000405-0-0-0	ZP:0007344
0-0-ZFA:0001094-PATO:0002001-0-0-ZFA:0001285	ZP:0007345
0-0-GO:0032526-PATO:0002304-0-0-0	ZP:0007346
0-0-ZFA:0000317-PATO:0000141-0-0-0	ZP:0007347
0-0-ZFA:0000538-PATO:0000470-0-0-0	ZP:0007348
0-0-ZFA:0001104-PATO:0000470-0-0-0	ZP:0007349
0-0-ZFA:0001306-PATO:0000470-0-0-0	ZP:0007350
0-0-ZFA:0000001-PATO:0001483-0-0-0	ZP:0007351
0-0-ZFA:0001455-PATO:0000591-0-0-0	ZP:0007352
0-0-ZFA:0009256-PATO:0000587-0-0-0	ZP:0007353
0-0-ZFA:0009256-PATO:0002100-0-0-0	ZP:0007354
GO:0005833-BFO:0000050-ZFA:0009256-PATO:0002050-0-0-0	ZP:0007355
0-0-ZFA:0000101-PATO:0002000-0-0-ZFA:0009301	ZP:0007356
0-0-ZFA:0000101-PATO:0002001-0-0-ZFA:0009301	ZP:0007357
ZFA:0009301-BFO:0000050-ZFA:0000101-PATO:0000937-0-0-0	ZP:0007358
0-0-ZFA:0000119-PATO:0002000-0-0-ZFA:0009255	ZP:0007359
0-0-ZFA:0000119-PATO:0002001-0-0-ZFA:0009255	ZP:0007360
0-0-ZFA:0000418-PATO:0002000-0-0-ZFA:0009301	ZP:0007361
0-0-ZFA:0000418-PATO:0002001-0-0-ZFA:0009301	ZP:0007362
0-0-ZFA:0000539-PATO:0002001-0-0-ZFA:0009301	ZP:0007363
0-0-GO:0060389-PATO:0001507-0-0-0	ZP:0007364
0-0-ZFA:0000038-PATO:0000591-0-0-0	ZP:0007365
0-0-ZFA:0000117-PATO:0002002-0-0-ZFA:0009307	ZP:0007366
ZFA:0009034-BFO:0000050-ZFA:0000108-PATO:0000937-0-0-0	ZP:0007367
ZFA:0009034-BFO:0000050-ZFA:0000135-PATO:0000411-0-0-0	ZP:0007368
ZFA:0009034-BFO:0000050-ZFA:0000135-PATO:0000937-0-0-0	ZP:0007369
0-0-ZFA:0000368-PATO:0000638-0-0-0	ZP:0007370
ZFA:0009034-BFO:0000050-ZFA:0000368-PATO:0000411-0-0-0	ZP:0007371
ZFA:0009034-BFO:0000050-ZFA:0000368-PATO:0000937-0-0-0	ZP:0007372
0-0-ZFA:0001058-PATO:0001478-0-0-0	ZP:0007373
ZFA:0009000-BFO:0000050-ZFA:0001069-PATO:0000411-0-0-0	ZP:0007374
ZFA:0000368-BFO:0000050-ZFA:0001115-PATO:0000700-0-0-0	ZP:0007375
0-0-ZFA:0001161-PATO:0000638-0-0-0	ZP:0007376
0-0-GO:0001964-PATO:0000297-0-0-0	ZP:0007377
0-0-GO:0060080-PATO:0001236-0-0-0	ZP:0007378
0-0-GO:0060092-PATO:0001236-0-0-0	ZP:0007379
0-0-GO:0007605-PATO:0000297-0-0-0	ZP:0007380
0-0-GO:0007635-PATO:0002052-0-0-0	ZP:0007381
0-0-GO:0008347-PATO:0000297-0-0-0	ZP:0007382
0-0-GO:0031101-PATO:0002052-0-0-0	ZP:0007383
0-0-GO:0048066-PATO:0000297-0-0-0	ZP:0007384
0-0-ZFA:0000175-PATO:0002002-0-0-ZFA:0000940	ZP:0007385
0-0-ZFA:0000175-PATO:0002001-0-0-ZFA:0009073	ZP:0007386
0-0-ZFA:0001115-PATO:0002002-0-0-ZFA:0000940	ZP:0007387
ZFA:0001463-BFO:0000050-ZFA:0001115-PATO:0002001-0-0-ZFA:0009091	ZP:0007388
ZFA:0001463-BFO:0000050-ZFA:0001117-PATO:0002251-0-0-0	ZP:0007389
ZFA:0001463-BFO:0000050-ZFA:0001117-PATO:0002001-0-0-ZFA:0009091	ZP:0007390
ZFA:0009091-BFO:0000050-ZFA:0001117-PATO:0002106-0-0-0	ZP:0007391
0-0-ZFA:0001270-PATO:0000587-0-0-0	ZP:0007392
0-0-ZFA:0001556-PATO:0000462-0-0-0	ZP:0007393
0-0-ZFA:0009073-PATO:0001997-0-0-0	ZP:0007394
0-0-GO:0001946-PATO:0002052-0-0-0	ZP:0007395
0-0-ZFA:0005258-PATO:0001483-0-0-0	ZP:0007396
0-0-GO:0030509-PATO:0001236-0-0-0	ZP:0007397
0-0-ZFA:0000277-PATO:0001483-0-0-0	ZP:0007398
0-0-ZFA:0000277-PATO:0001997-0-0-0	ZP:0007399
0-0-ZFA:0000356-PATO:0000587-0-0-0	ZP:0007400
0-0-ZFA:0000356-PATO:0001483-0-0-0	ZP:0007401
0-0-ZFA:0000694-PATO:0001483-0-0-0	ZP:0007402
0-0-ZFA:0000694-PATO:0001997-0-0-0	ZP:0007403
0-0-ZFA:0001094-PATO:0002000-0-0-ZFA:0000108	ZP:0007404
ZFA:0001591-BFO:0000050-ZFA:0001161-PATO:0000117-0-0-0	ZP:0007405
0-0-ZFA:0001421-PATO:0001483-0-0-0	ZP:0007406
0-0-ZFA:0001550-PATO:0001483-0-0-0	ZP:0007407
0-0-ZFA:0001554-PATO:0000051-0-0-0	ZP:0007408
0-0-ZFA:0001554-PATO:0000646-0-0-0	ZP:0007409
0-0-GO:0048592-PATO:0001507-0-0-0	ZP:0007410
ZFA:0009301-BFO:0000050-ZFA:0000008-PATO:0000628-0-0-0	ZP:0007411
ZFA:0009301-BFO:0000050-ZFA:0000101-PATO:0001923-0-0-0	ZP:0007412
BSPO:0000084-BFO:0000050-ZFA:0000107-PATO:0000638-0-0-0	ZP:0007413
BSPO:0000084-BFO:0000050-ZFA:0000107-PATO:0000937-0-0-0	ZP:0007414
0-0-ZFA:0000144-PATO:0000592-0-0-0	ZP:0007415
0-0-ZFA:0000450-PATO:0001483-0-0-0	ZP:0007416
0-0-ZFA:0000553-PATO:0001483-0-0-0	ZP:0007417
0-0-ZFA:0000566-PATO:0000586-0-0-0	ZP:0007418
0-0-ZFA:0000566-PATO:0000937-0-0-0	ZP:0007419
0-0-ZFA:0000619-PATO:0000586-0-0-0	ZP:0007420
0-0-ZFA:0000619-PATO:0000937-0-0-0	ZP:0007421
0-0-ZFA:0005146-PATO:0002001-0-0-ZFA:0009301	ZP:0007422
0-0-ZFA:0005572-PATO:0000638-0-0-0	ZP:0007423
0-0-ZFA:0005572-PATO:0002264-0-0-0	ZP:0007424
0-0-ZFA:0007055-PATO:0000052-0-0-0	ZP:0007425
0-0-ZFA:0000008-PATO:0002224-0-0-0	ZP:0007426
0-0-GO:0004672-PATO:0002051-0-0-0	ZP:0007427
0-0-GO:0006898-PATO:0000297-0-0-0	ZP:0007428
0-0-GO:0019827-PATO:0001507-0-0-0	ZP:0007429
0-0-GO:0070293-PATO:0000297-0-0-0	ZP:0007430
0-0-ZFA:0000024-PATO:0000585-0-0-0	ZP:0007431
ZFA:0009248-BFO:0000050-ZFA:0000024-PATO:0000470-0-0-0	ZP:0007432
ZFA:0009248-BFO:0000050-ZFA:0000024-PATO:0001609-0-0-0	ZP:0007433
0-0-ZFA:0000046-PATO:0000592-0-0-0	ZP:0007434
ZFA:0009000-BFO:0000050-ZFA:0000046-PATO:0001790-0-0-0	ZP:0007435
0-0-ZFA:0000107-PATO:0001372-0-0-0	ZP:0007436
0-0-ZFA:0000107-PATO:0001714-0-0-0	ZP:0007437
0-0-ZFA:0000107-PATO:0001956-0-0-0	ZP:0007438
0-0-ZFA:0000119-PATO:0000585-0-0-0	ZP:0007439
GO:0005768-BFO:0000050-ZFA:0000150-PATO:0000462-0-0-0	ZP:0007440
GO:0055038-BFO:0000050-ZFA:0000150-PATO:0000462-0-0-0	ZP:0007441
0-0-ZFA:0000152-PATO:0002057-0-0-0	ZP:0007442
0-0-ZFA:0001127-PATO:0001624-0-0-0	ZP:0007443
0-0-ZFA:0001203-PATO:0000584-0-0-0	ZP:0007444
ZFA:0009019-BFO:0000050-ZFA:0001289-PATO:0001997-0-0-0	ZP:0007445
0-0-ZFA:0001464-PATO:0000585-0-0-0	ZP:0007446
0-0-ZFA:0001625-PATO:0000586-0-0-0	ZP:0007447
0-0-ZFA:0001625-PATO:0001714-0-0-0	ZP:0007448
0-0-ZFA:0005561-PATO:0000586-0-0-0	ZP:0007449
ZFA:0005564-BFO:0000050-ZFA:0005566-PATO:0001576-0-0-0	ZP:0007450
0-0-ZFA:0005567-PATO:0001596-0-0-0	ZP:0007451
0-0-GO:0035845-PATO:0000502-0-0-0	ZP:0007452
GO:0005930-BFO:0000050-ZFA:0000143-PATO:0000462-0-0-0	ZP:0007453
GO:0005929-BFO:0000050-ZFA:0000166-PATO:0001957-0-0-0	ZP:0007454
GO:0005929-BFO:0000050-ZFA:0000168-PATO:0000462-0-0-0	ZP:0007455
GO:0005929-BFO:0000050-ZFA:0000554-PATO:0000574-0-0-0	ZP:0007456
GO:0005929-BFO:0000050-ZFA:0000554-PATO:0001997-0-0-0	ZP:0007457
GO:0005929-BFO:0000050-ZFA:0000940-PATO:0000462-0-0-0	ZP:0007458
GO:0005929-BFO:0000050-ZFA:0000940-PATO:0000574-0-0-0	ZP:0007459
GO:0005929-BFO:0000050-ZFA:0000940-PATO:0001997-0-0-0	ZP:0007460
GO:0032391-BFO:0000050-ZFA:0001466-PATO:0000574-0-0-0	ZP:0007461
0-0-GO:0061055-PATO:0001507-0-0-0	ZP:0007462
GO:0001501-BFO:0000066-ZFA:0000317-PATO:0001530-0-0-0	ZP:0007463
ZFA:0000092-BFO:0000050-ZFA:0001094-PATO:0000574-0-0-0	ZP:0007464
0-0-ZFA:0005606-PATO:0002053-0-0-0	ZP:0007465
0-0-ZFA:0001216-PATO:0001617-0-0-0	ZP:0007466
0-0-ZFA:0001273-PATO:0000623-0-0-0	ZP:0007467
0-0-ZFA:0005325-PATO:0001997-0-0-0	ZP:0007468
0-0-ZFA:0005579-PATO:0000470-0-0-0	ZP:0007469
0-0-ZFA:0001400-PATO:0002327-0-0-ZFA:0001400	ZP:0007470
GO:0030424-BFO:0000050-ZFA:0000295-PATO:0000574-0-0-0	ZP:0007471
0-0-GO:0021509-PATO:0001507-0-0-0	ZP:0007472
0-0-ZFA:0000355-PATO:0000600-0-0-0	ZP:0007473
GO:0045197-BFO:0000066-ZFA:0000029-PATO:0001236-0-0-0	ZP:0007474
GO:0045197-BFO:0000066-ZFA:0000101-PATO:0001236-0-0-0	ZP:0007475
0-0-ZFA:0009248-PATO:0000644-0-0-0	ZP:0007476
0-0-GO:0051876-PATO:0001507-0-0-0	ZP:0007477
0-0-ZFA:0001100-PATO:0000574-0-0-0	ZP:0007478
0-0-ZFA:0001100-PATO:0000937-0-0-0	ZP:0007479
0-0-ZFA:0001100-PATO:0001997-0-0-0	ZP:0007480
GO:0031580-BFO:0000066-ZFA:0001285-PATO:0001507-0-0-0	ZP:0007481
GO:0031580-BFO:0000066-ZFA:0009303-PATO:0001507-0-0-0	ZP:0007482
0-0-ZFA:0001058-PATO:0000639-0-0-0	ZP:0007483
0-0-GO:0009416-PATO:0001779-0-0-0	ZP:0007484
0-0-ZFA:0000152-PATO:0002251-0-0-0	ZP:0007485
BSPO:0000036-BFO:0000050-ZFA:0000079-PATO:0000936-0-0-0	ZP:0007486
0-0-ZFA:0000095-PATO:0000586-0-0-0	ZP:0007487
0-0-ZFA:0001458-PATO:0000638-0-0-0	ZP:0007488
0-0-ZFA:0001634-PATO:0000591-0-0-0	ZP:0007489
0-0-ZFA:0001634-PATO:0000700-0-0-0	ZP:0007490
ZFA:0009000-BFO:0000050-ZFA:0001634-PATO:0000586-0-0-0	ZP:0007491
0-0-ZFA:0009084-PATO:0000014-0-0-0	ZP:0007492
GO:0005634-BFO:0000050-ZFA:0009084-PATO:0000052-0-0-0	ZP:0007493
GO:0005886-BFO:0000050-ZFA:0009084-PATO:0000967-0-0-0	ZP:0007494
ZFA:0009276-BFO:0000050-ZFA:0001256-PATO:0000462-0-0-0	ZP:0007495
0-0-GO:0008283-PATO:0000057-0-0-0	ZP:0007496
0-0-ZFA:0000008-PATO:0000630-0-0-0	ZP:0007497
0-0-ZFA:0000944-PATO:0000936-0-0-0	ZP:0007498
0-0-ZFA:0001161-PATO:0000645-0-0-0	ZP:0007499
0-0-GO:0003009-PATO:0002302-0-0-0	ZP:0007500
0-0-GO:0031146-PATO:0002052-0-0-0	ZP:0007501
0-0-GO:0060048-PATO:0002302-0-0-0	ZP:0007502
0-0-GO:0007368-PATO:0002302-0-0-0	ZP:0007503
0-0-GO:0044458-PATO:0002302-0-0-0	ZP:0007504
0-0-GO:0061371-PATO:0002302-0-0-0	ZP:0007505
0-0-GO:0071908-PATO:0002302-0-0-0	ZP:0007506
0-0-ZFA:0000112-PATO:0000965-0-0-0	ZP:0007507
0-0-ZFA:0000123-PATO:0000965-0-0-0	ZP:0007508
0-0-ZFA:0005037-PATO:0002285-0-0-0	ZP:0007509
ZFA:0005314-BFO:0000050-ZFA:0005054-PATO:0002285-0-0-0	ZP:0007510
0-0-ZFA:0005297-PATO:0002285-0-0-0	ZP:0007511
0-0-GO:0014010-PATO:0002302-0-0-0	ZP:0007512
0-0-GO:0021755-PATO:0001507-0-0-0	ZP:0007513
0-0-GO:0021778-PATO:0001507-0-0-0	ZP:0007514
0-0-GO:0032290-PATO:0002052-0-0-0	ZP:0007515
0-0-GO:0036135-PATO:0002302-0-0-0	ZP:0007516
0-0-GO:0048896-PATO:0002302-0-0-0	ZP:0007517
0-0-ZFA:0000034-PATO:0002002-0-0-ZFA:0000940	ZP:0007518
ZFA:0009153-BFO:0000050-ZFA:0000100-PATO:0001997-0-0-0	ZP:0007519
0-0-ZFA:0000175-PATO:0002261-0-0-ZFA:0000105	ZP:0007520
0-0-ZFA:0000175-PATO:0001193-GO:0005604-BFO:0000050-ZFA:0000105	ZP:0007521
0-0-ZFA:0000175-PATO:0001999-0-0-ZFA:0009135	ZP:0007522
ZFA:0009248-BFO:0000050-ZFA:0000200-PATO:0000628-0-0-0	ZP:0007523
BSPO:0000071-BFO:0000050-ZFA:0000155-PATO:0001999-0-0-ZFA:0009116	ZP:0007524
GO:0043292-BFO:0000050-ZFA:0000155-PATO:0000462-0-0-0	ZP:0007525
GO:0043292-BFO:0000050-ZFA:0000155-PATO:0001997-0-0-0	ZP:0007526
0-0-GO:0008015-PATO:0000502-0-0-0	ZP:0007527
ZFA:0001086-BFO:0000050-ZFA:0001115-PATO:0001997-0-0-0	ZP:0007528
ZFA:0001086-BFO:0000050-ZFA:0001115-PATO:0002050-0-0-0	ZP:0007529
ZFA:0009117-BFO:0000050-ZFA:0001115-PATO:0001997-0-0-0	ZP:0007530
ZFA:0009117-BFO:0000050-ZFA:0001115-PATO:0002050-0-0-0	ZP:0007531
GO:0043292-BFO:0000050-ZFA:0001117-PATO:0001608-0-0-0	ZP:0007532
ZFA:0009116-BFO:0000050-ZFA:0001117-PATO:0001997-0-0-0	ZP:0007533
0-0-GO:0031103-PATO:0002302-0-0-0	ZP:0007534
0-0-GO:0070654-PATO:0002302-0-0-0	ZP:0007535
0-0-ZFA:0009115-PATO:0000573-0-0-0	ZP:0007536
0-0-ZFA:0009280-PATO:0001397-0-0-0	ZP:0007537
0-0-GO:0032077-PATO:0002302-0-0-0	ZP:0007538
0-0-GO:0070306-PATO:0002302-0-0-0	ZP:0007539
0-0-ZFA:0000035-PATO:0001404-0-0-0	ZP:0007540
GO:0000785-BFO:0000050-ZFA:0000035-PATO:0001167-0-0-0	ZP:0007541
GO:0005623-BFO:0000050-ZFA:0001114-PATO:0000638-0-0-0	ZP:0007542
0-0-ZFA:0001306-PATO:0000645-0-0-0	ZP:0007543
0-0-ZFA:0000339-PATO:0000646-0-0-0	ZP:0007544
0-0-ZFA:0005072-PATO:0000646-0-0-0	ZP:0007545
0-0-GO:0051216-PATO:0002302-0-0-0	ZP:0007546
GO:0006309-BFO:0000066-ZFA:0000075-PATO:0002304-0-0-0	ZP:0007547
GO:0006309-BFO:0000066-ZFA:0000107-PATO:0002304-0-0-0	ZP:0007548
ZFA:0001501-BFO:0000050-ZFA:0001306-PATO:0001501-0-0-0	ZP:0007549
ZFA:0001501-BFO:0000050-ZFA:0001461-PATO:0001501-0-0-0	ZP:0007550
GO:0005783-BFO:0000050-ZFA:0009084-PATO:0000586-0-0-0	ZP:0007551
GO:0005783-BFO:0000050-ZFA:0009084-PATO:0000937-0-0-0	ZP:0007552
GO:0005788-BFO:0000050-ZFA:0009084-PATO:0001602-0-0-0	ZP:0007553
0-0-GO:0022904-PATO:0001507-0-0-0	ZP:0007554
GO:0005634-BFO:0000050-ZFA:0009256-PATO:0000586-0-0-0	ZP:0007555
0-0-ZFA:0001056-PATO:0000599-0-0-0	ZP:0007556
ZFA:0009114-BFO:0000050-ZFA:0001056-PATO:0000573-0-0-0	ZP:0007557
GO:0031674-BFO:0000050-ZFA:0009115-PATO:0000937-0-0-0	ZP:0007558
0-0-GO:0009081-PATO:0001507-0-0-0	ZP:0007559
0-0-ZFA:0000012-PATO:0001509-0-0-0	ZP:0007560
0-0-ZFA:0000075-PATO:0000645-0-0-0	ZP:0007561
ZFA:0009034-BFO:0000050-ZFA:0000151-PATO:0000051-0-0-0	ZP:0007562
0-0-ZFA:0001557-PATO:0000141-0-0-0	ZP:0007563
GO:0005929-BFO:0000050-ZFA:0000001-PATO:0001624-0-0-0	ZP:0007564
GO:0005929-BFO:0000050-ZFA:0000938-PATO:0000574-0-0-0	ZP:0007565
GO:0005929-BFO:0000050-ZFA:0000938-PATO:0001624-0-0-0	ZP:0007566
0-0-GO:0016192-PATO:0001236-0-0-0	ZP:0007567
GO:0005737-BFO:0000050-ZFA:0000036-PATO:0000025-0-0-0	ZP:0007568
ZFA:0009034-BFO:0000050-ZFA:0000036-PATO:0000141-0-0-0	ZP:0007569
GO:0005737-BFO:0000050-ZFA:0009269-PATO:0000025-0-0-0	ZP:0007570
GO:0005795-BFO:0000050-ZFA:0009269-PATO:0001571-0-0-0	ZP:0007571
GO:0032420-BFO:0000050-ZFA:0000678-PATO:0000646-0-0-0	ZP:0007572
GO:0032420-BFO:0000050-ZFA:0000678-PATO:0001997-0-0-0	ZP:0007573
0-0-GO:0035188-PATO:0002052-0-0-0	ZP:0007574
0-0-ZFA:0005277-PATO:0001511-0-0-0	ZP:0007575
GO:0030018-BFO:0000050-ZFA:0005277-PATO:0000462-0-0-0	ZP:0007576
GO:0030315-BFO:0000050-ZFA:0005277-PATO:0000462-0-0-0	ZP:0007577
GO:0030315-BFO:0000050-ZFA:0005277-PATO:0000937-0-0-0	ZP:0007578
GO:0005634-BFO:0000050-ZFA:0009114-PATO:0002168-BSPO:0000075-BFO:0000050-ZFA:0009114	ZP:0007579
0-0-ZFA:0000075-PATO:0002001-0-0-ZFA:0009067	ZP:0007580
0-0-ZFA:0001061-PATO:0000402-0-0-0	ZP:0007581
ZFA:0009303-BFO:0000050-ZFA:0001285-PATO:0000600-0-0-0	ZP:0007582
0-0-ZFA:0005559-PATO:0002002-0-0-ZFA:0009303	ZP:0007583
0-0-ZFA:0005604-PATO:0002009-0-0-0	ZP:0007584
0-0-GO:0060027-PATO:0000502-0-0-0	ZP:0007585
0-0-GO:0061549-PATO:0001507-0-0-0	ZP:0007586
0-0-GO:0035479-PATO:0000502-0-0-0	ZP:0007587
ZFA:0009258-BFO:0000050-ZFA:0005077-PATO:0001923-0-0-0	ZP:0007588
ZFA:0009258-BFO:0000050-ZFA:0005077-PATO:0001997-0-0-0	ZP:0007589
ZFA:0009000-BFO:0000050-ZFA:0000040-PATO:0000411-0-0-0	ZP:0007590
0-0-ZFA:0001069-PATO:0000700-0-0-0	ZP:0007591
0-0-GO:0006120-PATO:0000911-0-0-0	ZP:0007592
GO:0030315-BFO:0000050-ZFA:0009117-PATO:0001896-0-0-0	ZP:0007593
0-0-GO:0048514-PATO:0000502-0-0-0	ZP:0007594
0-0-ZFA:0000604-PATO:0000051-0-0-0	ZP:0007595
0-0-ZFA:0001516-PATO:0000375-0-0-ZFA:0001516	ZP:0007596
0-0-ZFA:0001516-PATO:0001852-0-0-ZFA:0001516	ZP:0007597
0-0-ZFA:0005003-PATO:0000051-0-0-0	ZP:0007598
0-0-ZFA:0005009-PATO:0001896-0-0-0	ZP:0007599
0-0-ZFA:0005016-PATO:0001896-0-0-0	ZP:0007600
0-0-ZFA:0005026-PATO:0000051-0-0-0	ZP:0007601
0-0-ZFA:0000529-PATO:0000587-0-0-0	ZP:0007602
0-0-GO:0021538-PATO:0001236-0-0-0	ZP:0007603
0-0-GO:0021879-PATO:0002302-0-0-0	ZP:0007604
ZFA:0009000-BFO:0000050-ZFA:0000418-PATO:0000628-0-0-0	ZP:0007605
0-0-ZFA:0000509-PATO:0000586-0-0-0	ZP:0007606
0-0-ZFA:0000653-PATO:0000642-0-0-ZFA:0000418	ZP:0007607
ZFA:0009000-BFO:0000050-ZFA:0000653-PATO:0000628-0-0-0	ZP:0007608
ZFA:0009067-BFO:0000050-ZFA:0000653-PATO:0002106-0-0-0	ZP:0007609
ZFA:0009276-BFO:0000050-ZFA:0000653-PATO:0001922-0-0-0	ZP:0007610
0-0-ZFA:0009094-PATO:0001396-0-0-0	ZP:0007611
