affected_entity_1_rel	affected_entity_1_sub	affected_entity_1_super	affected_entity_2_rel	affected_entity_2_sub	affected_entity_2_super	id	iri	pato_id	pattern
		GO:0001525				0-0-GO:0001525-PATO:0002051-0-0-0	ZP:0006926	PATO:0002051	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
BFO:0000050	ZFA:0001079	ZFA:0000029				ZFA:0001079-BFO:0000050-ZFA:0000029-PATO:0000402-0-0-0	ZP:0006927	PATO:0000402	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
		ZFA:0000099				0-0-ZFA:0000099-PATO:0000402-0-0-0	ZP:0006928	PATO:0000402	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0001267				0-0-ZFA:0001267-PATO:0001714-0-0-0	ZP:0006929	PATO:0001714	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0001267				0-0-ZFA:0001267-PATO:0002009-0-0-0	ZP:0006930	PATO:0002009	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
BFO:0000050	ZFA:0009000	ZFA:0001285				ZFA:0009000-BFO:0000050-ZFA:0001285-PATO:0000470-0-0-0	ZP:0006931	PATO:0000470	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
		ZFA:0005004				0-0-ZFA:0005004-PATO:0001571-0-0-0	ZP:0006932	PATO:0001571	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0005004				0-0-ZFA:0005004-PATO:0001714-0-0-0	ZP:0006933	PATO:0001714	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0007626				0-0-GO:0007626-PATO:0002302-0-0-0	ZP:0006934	PATO:0002302	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0048675				0-0-GO:0048675-PATO:0002302-0-0-0	ZP:0006935	PATO:0002302	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0050975				0-0-GO:0050975-PATO:0002302-0-0-0	ZP:0006936	PATO:0002302	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0097150				0-0-GO:0097150-PATO:0002302-0-0-0	ZP:0006937	PATO:0002302	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0000075				0-0-ZFA:0000075-PATO:0000587-0-0-0	ZP:0006938	PATO:0000587	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0000075			ZFA:0009052	0-0-ZFA:0000075-PATO:0002001-0-0-ZFA:0009052	ZP:0006939	PATO:0002001	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThingTowardsThing.yaml
		ZFA:0000075			ZFA:0009247	0-0-ZFA:0000075-PATO:0001999-0-0-ZFA:0009247	ZP:0006940	PATO:0001999	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThingTowardsThing.yaml
BFO:0000050	ZFA:0009019	ZFA:0000075				ZFA:0009019-BFO:0000050-ZFA:0000075-PATO:0000638-0-0-0	ZP:0006941	PATO:0000638	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
		ZFA:0000368				0-0-ZFA:0000368-PATO:0001450-0-0-0	ZP:0006942	PATO:0001450	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0001289				0-0-ZFA:0001289-PATO:0000638-0-0-0	ZP:0006943	PATO:0000638	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0005124				0-0-ZFA:0005124-PATO:0000051-0-0-0	ZP:0006944	PATO:0000051	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
BFO:0000050	GO:0030424	ZFA:0009052				GO:0030424-BFO:0000050-ZFA:0009052-PATO:0000937-0-0-0	ZP:0006945	PATO:0000937	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
		ZFA:0000692				0-0-ZFA:0000692-PATO:0000573-0-0-0	ZP:0006946	PATO:0000573	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0000692			ZFA:0001205	0-0-ZFA:0000692-PATO:0001961-0-0-ZFA:0001205	ZP:0006947	PATO:0001961	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThingTowardsThing.yaml
		ZFA:0001058				0-0-ZFA:0001058-PATO:0001799-0-0-0	ZP:0006948	PATO:0001799	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0001231				0-0-ZFA:0001231-PATO:0000587-0-0-0	ZP:0006949	PATO:0000587	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
BFO:0000050	ZFA:0001596	ZFA:0001306				ZFA:0001596-BFO:0000050-ZFA:0001306-PATO:0000462-0-0-0	ZP:0006950	PATO:0000462	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
		ZFA:0001400			ZFA:0001422	0-0-ZFA:0001400-PATO:0000642-0-0-ZFA:0001422	ZP:0006951	PATO:0000642	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThingTowardsThing.yaml
		ZFA:0001510				0-0-ZFA:0001510-PATO:0000052-0-0-0	ZP:0006952	PATO:0000052	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0001510				0-0-ZFA:0001510-PATO:0000644-0-0-0	ZP:0006953	PATO:0000644	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0055007				0-0-GO:0055007-PATO:0000297-0-0-0	ZP:0006954	PATO:0000297	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0055007				0-0-GO:0055007-PATO:0001236-0-0-0	ZP:0006955	PATO:0001236	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0060914				0-0-GO:0060914-PATO:0000297-0-0-0	ZP:0006956	PATO:0000297	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0000114				0-0-ZFA:0000114-PATO:0001483-0-0-0	ZP:0006957	PATO:0001483	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0000173				0-0-ZFA:0000173-PATO:0000587-0-0-0	ZP:0006958	PATO:0000587	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0000173				0-0-ZFA:0000173-PATO:0001483-0-0-0	ZP:0006959	PATO:0001483	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0000360				0-0-ZFA:0000360-PATO:0002364-0-0-0	ZP:0006960	PATO:0002364	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0000471				0-0-ZFA:0000471-PATO:0001241-0-0-0	ZP:0006961	PATO:0001241	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0001718				0-0-ZFA:0001718-PATO:0000596-0-0-0	ZP:0006962	PATO:0000596	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0001719				0-0-ZFA:0001719-PATO:0000596-0-0-0	ZP:0006963	PATO:0000596	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0009316				0-0-ZFA:0009316-PATO:0002100-0-0-0	ZP:0006964	PATO:0002100	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0000001				0-0-ZFA:0000001-PATO:0001624-0-0-0	ZP:0006965	PATO:0001624	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
BFO:0000050	GO:0005923	ZFA:0000001				GO:0005923-BFO:0000050-ZFA:0000001-PATO:0000937-0-0-0	ZP:0006966	PATO:0000937	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
		GO:0097475				0-0-GO:0097475-PATO:0000460-0-0-0	ZP:0006967	PATO:0000460	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0006096				0-0-GO:0006096-PATO:0000912-0-0-0	ZP:0006968	PATO:0000912	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0007405				0-0-GO:0007405-PATO:0000912-0-0-0	ZP:0006969	PATO:0000912	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0009060				0-0-GO:0009060-PATO:0000911-0-0-0	ZP:0006970	PATO:0000911	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0022904				0-0-GO:0022904-PATO:0001236-0-0-0	ZP:0006971	PATO:0001236	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
BFO:0000050	GO:0005929	ZFA:0000150				GO:0005929-BFO:0000050-ZFA:0000150-PATO:0000646-0-0-0	ZP:0006972	PATO:0000646	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	GO:0005739	ZFA:0009052				GO:0005739-BFO:0000050-ZFA:0009052-PATO:0000628-0-0-0	ZP:0006973	PATO:0000628	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	GO:0030424	ZFA:0009052				GO:0030424-BFO:0000050-ZFA:0009052-PATO:0000414-0-0-0	ZP:0006974	PATO:0000414	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	GO:0043679	ZFA:0009052				GO:0043679-BFO:0000050-ZFA:0009052-PATO:0001997-0-0-0	ZP:0006975	PATO:0001997	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
		ZFA:0009073				0-0-ZFA:0009073-PATO:0000060-0-0-0	ZP:0006976	PATO:0000060	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0009073				0-0-ZFA:0009073-PATO:0000646-0-0-0	ZP:0006977	PATO:0000646	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
BFO:0000050	ZFA:0009327	ZFA:0000094				ZFA:0009327-BFO:0000050-ZFA:0000094-PATO:0000470-0-0-0	ZP:0006978	PATO:0000470	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
		GO:0001570				0-0-GO:0001570-PATO:0002302-0-0-0	ZP:0006979	PATO:0002302	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0043249				0-0-GO:0043249-PATO:0001507-0-0-0	ZP:0006980	PATO:0001507	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0060319				0-0-GO:0060319-PATO:0001507-0-0-0	ZP:0006981	PATO:0001507	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
BFO:0000050	ZFA:0000007	ZFA:0000114				ZFA:0000007-BFO:0000050-ZFA:0000114-PATO:0000462-0-0-0	ZP:0006982	PATO:0000462	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	ZFA:0000007	ZFA:0005314				ZFA:0000007-BFO:0000050-ZFA:0005314-PATO:0000462-0-0-0	ZP:0006983	PATO:0000462	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
		ZFA:0001306				0-0-ZFA:0001306-PATO:0001617-0-0-0	ZP:0006984	PATO:0001617	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0001114				0-0-ZFA:0001114-PATO:0001598-0-0-0	ZP:0006985	PATO:0001598	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
BFO:0000050	GO:0005929	ZFA:0000001				GO:0005929-BFO:0000050-ZFA:0000001-PATO:0000763-0-0-0	ZP:0006986	PATO:0000763	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
		ZFA:0001115				0-0-ZFA:0001115-PATO:0001798-0-0-0	ZP:0006987	PATO:0001798	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
BFO:0000050	GO:0036157	ZFA:0009358				GO:0036157-BFO:0000050-ZFA:0009358-PATO:0000462-0-0-0	ZP:0006988	PATO:0000462	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
		GO:0032525				0-0-GO:0032525-PATO:0001507-0-0-0	ZP:0006989	PATO:0001507	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0000077				0-0-ZFA:0000077-PATO:0000600-0-0-0	ZP:0006990	PATO:0000600	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0000155				0-0-ZFA:0000155-PATO:0002024-0-0-0	ZP:0006991	PATO:0002024	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
BFO:0000050	BSPO:0000013	ZFA:0000155				BSPO:0000013-BFO:0000050-ZFA:0000155-PATO:0001485-0-0-0	ZP:0006992	PATO:0001485	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	BSPO:0001001	ZFA:0000155				BSPO:0001001-BFO:0000050-ZFA:0000155-PATO:0000600-0-0-0	ZP:0006993	PATO:0000600	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	BSPO:0001001	ZFA:0001094				BSPO:0001001-BFO:0000050-ZFA:0001094-PATO:0000600-0-0-0	ZP:0006994	PATO:0000600	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
		GO:0018022				0-0-GO:0018022-PATO:0002052-0-0-0	ZP:0006995	PATO:0002052	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0000154				0-0-ZFA:0000154-PATO:0001450-0-0-0	ZP:0006996	PATO:0001450	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0005277				0-0-ZFA:0005277-PATO:0000051-0-0-0	ZP:0006997	PATO:0000051	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
BFO:0000050	ZFA:0000105	ZFA:0001115				ZFA:0000105-BFO:0000050-ZFA:0001115-PATO:0000051-0-0-0	ZP:0006998	PATO:0000051	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	ZFA:0000105	ZFA:0001117				ZFA:0000105-BFO:0000050-ZFA:0001117-PATO:0000051-0-0-0	ZP:0006999	PATO:0000051	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	BSPO:0000035	ZFA:0005037			ZFA:0009256	BSPO:0000035-BFO:0000050-ZFA:0005037-PATO:0002270-0-0-ZFA:0009256	ZP:0007000	PATO:0002270	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThingTowardsThing.yaml
		ZFA:0005249				0-0-ZFA:0005249-PATO:0000639-0-0-0	ZP:0007001	PATO:0000639	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
BFO:0000050	ZFA:0009084	ZFA:0001273				ZFA:0009084-BFO:0000050-ZFA:0001273-PATO:0001997-0-0-0	ZP:0007002	PATO:0001997	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
		ZFA:0001460				0-0-ZFA:0001460-PATO:0001362-0-0-0	ZP:0007003	PATO:0001362	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0045448				0-0-GO:0045448-PATO:0000297-0-0-0	ZP:0007004	PATO:0000297	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
BFO:0000050	GO:0043005	ZFA:0000445				GO:0043005-BFO:0000050-ZFA:0000445-PATO:0000628-0-0-0	ZP:0007005	PATO:0000628	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	GO:0043005	ZFA:0000445				GO:0043005-BFO:0000050-ZFA:0000445-PATO:0000937-0-0-0	ZP:0007006	PATO:0000937	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
		ZFA:0001329				0-0-ZFA:0001329-PATO:0001617-0-0-0	ZP:0007007	PATO:0001617	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0001347				0-0-ZFA:0001347-PATO:0000600-0-0-0	ZP:0007008	PATO:0000600	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
BFO:0000050	GO:0030424	ZFA:0001347				GO:0030424-BFO:0000050-ZFA:0001347-PATO:0000628-0-0-0	ZP:0007009	PATO:0000628	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	GO:0043005	ZFA:0009255				GO:0043005-BFO:0000050-ZFA:0009255-PATO:0000051-0-0-0	ZP:0007010	PATO:0000051	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	GO:0030425	ZFA:0009310				GO:0030425-BFO:0000050-ZFA:0009310-PATO:0000051-0-0-0	ZP:0007011	PATO:0000051	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	GO:0030424	ZFA:0009318				GO:0030424-BFO:0000050-ZFA:0009318-PATO:0000051-0-0-0	ZP:0007012	PATO:0000051	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
		ZFA:0001114				0-0-ZFA:0001114-PATO:0001167-0-0-0	ZP:0007013	PATO:0001167	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0046716				0-0-GO:0046716-PATO:0001507-0-0-0	ZP:0007014	PATO:0001507	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
BFO:0000050	GO:0016459	ZFA:0001462				GO:0016459-BFO:0000050-ZFA:0001462-PATO:0001629-0-0-0	ZP:0007015	PATO:0001629	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
		ZFA:0009116				0-0-ZFA:0009116-PATO:0000001-0-0-0	ZP:0007016	PATO:0000001	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0009116				0-0-ZFA:0009116-PATO:0001444-0-0-0	ZP:0007017	PATO:0001444	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0009116				0-0-ZFA:0009116-PATO:0001511-0-0-0	ZP:0007018	PATO:0001511	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
BFO:0000050	GO:0005884	ZFA:0009116				GO:0005884-BFO:0000050-ZFA:0009116-PATO:0000330-0-0-0	ZP:0007019	PATO:0000330	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	GO:0032982	ZFA:0009116				GO:0032982-BFO:0000050-ZFA:0009116-PATO:0000330-0-0-0	ZP:0007020	PATO:0000330	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	GO:0045098	ZFA:0009116				GO:0045098-BFO:0000050-ZFA:0009116-PATO:0000330-0-0-0	ZP:0007021	PATO:0000330	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	GO:0043292	ZFA:0009117				GO:0043292-BFO:0000050-ZFA:0009117-PATO:0001445-0-0-0	ZP:0007022	PATO:0001445	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	GO:0030018	ZFA:0005280				GO:0030018-BFO:0000050-ZFA:0005280-PATO:0000600-0-0-0	ZP:0007023	PATO:0000600	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	GO:0030018	ZFA:0005280				GO:0030018-BFO:0000050-ZFA:0005280-PATO:0000937-0-0-0	ZP:0007024	PATO:0000937	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	GO:0030017	ZFA:0009316				GO:0030017-BFO:0000050-ZFA:0009316-PATO:0000592-0-0-0	ZP:0007025	PATO:0000592	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
BFO:0000050	GO:0030017	ZFA:0009316				GO:0030017-BFO:0000050-ZFA:0009316-PATO:0001997-0-0-0	ZP:0007026	PATO:0001997	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityPartOfThing.yaml
		GO:0003146				0-0-GO:0003146-PATO:0001236-0-0-0	ZP:0007027	PATO:0001236	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0060971				0-0-GO:0060971-PATO:0001236-0-0-0	ZP:0007028	PATO:0001236	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0060972				0-0-GO:0060972-PATO:0001236-0-0-0	ZP:0007029	PATO:0001236	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		GO:0071907				0-0-GO:0071907-PATO:0001236-0-0-0	ZP:0007030	PATO:0001236	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
		ZFA:0000001				0-0-ZFA:0000001-PATO:0000599-0-0-0	ZP:0007031	PATO:0000599	https://raw.githubusercontent.com/obophenotype/zebrafish-phenotype-ontology/master/src/patterns/dosdp-patterns/abnormalQualityOfThing.yaml
