affected_entity_1_super	defined_class	pato_id	quality
GO:0060027	ZP:0008458	PATO:0002018	
GO:0009888	ZP:0008459	PATO:0001507	
GO:0048568	ZP:0008460	PATO:0001507	
ZFA:0000548	ZP:0008461	PATO:0000937	
ZFA:0000128	ZP:0008463	PATO:0000586	
ZFA:0000028	ZP:0008464	PATO:0001784	
ZFA:0000060	ZP:0008465	PATO:0000140	
ZFA:0001125	ZP:0008466	PATO:0000600	
GO:0048854	ZP:0008467	PATO:0000297	
GO:0004439	ZP:0008471	PATO:0002052	
GO:0034605	ZP:0008472	PATO:0000498	
GO:0061351	ZP:0008473	PATO:0002052	
GO:0071872	ZP:0008474	PATO:0000502	
GO:0097205	ZP:0008475	PATO:0001507	
ZFA:0000152	ZP:0008479	PATO:0001617	
ZFA:0000243	ZP:0008480	PATO:0001501	
ZFA:0001405	ZP:0008484	PATO:0000462	
ZFA:0001558	ZP:0008485	PATO:0000600	
ZFA:0001682	ZP:0008488	PATO:0001673	
GO:0003419	ZP:0008491	PATO:0001507	
ZFA:0001273	ZP:0008492	PATO:0001617	
ZFA:0001422	ZP:0008493	PATO:0000574	
GO:0040011	ZP:0008494	PATO:0001845	
GO:0048882	ZP:0008496	PATO:0000502	
GO:0048920	ZP:0008497	PATO:0000502	
GO:0050957	ZP:0008498	PATO:0000502	
ZFA:0000243	ZP:0008500	PATO:0001241	
ZFA:0001673	ZP:0008501	PATO:0000141	
ZFA:0001673	ZP:0008502	PATO:0000937	
ZFA:0005313	ZP:0008503	PATO:0000937	
GO:0070308	ZP:0008504	PATO:0001507	
GO:0097166	ZP:0008505	PATO:0002051	
ZFA:0000035	ZP:0008506	PATO:0001241	
ZFA:0000035	ZP:0008507	PATO:0002248	
ZFA:0000640	ZP:0008511	PATO:0000025	
ZFA:0000640	ZP:0008512	PATO:0001404	
ZFA:0001283	ZP:0008513	PATO:0000462	
ZFA:0001326	ZP:0008514	PATO:0000025	
ZFA:0001326	ZP:0008515	PATO:0000141	
GO:0036268	ZP:0008524	PATO:0000057	
GO:0008045	ZP:0008525	PATO:0002302	
ZFA:0001613	ZP:0008528	PATO:0001617	
ZFA:0000610	ZP:0008530	PATO:0000141	
ZFA:0000610	ZP:0008531	PATO:0000574	
ZFA:0001117	ZP:0008532	PATO:0001777	
GO:0030902	ZP:0008533	PATO:0000502	
ZFA:0000086	ZP:0008534	PATO:0001847	
ZFA:0000823	ZP:0008535	PATO:0000592	
ZFA:0000948	ZP:0008536	PATO:0000592	
GO:0007599	ZP:0008538	PATO:0000502	
ZFA:0000084	ZP:0008539	PATO:0002105	
ZFA:0000152	ZP:0008541	PATO:0001450	
ZFA:0001673	ZP:0008543	PATO:0001241	
ZFA:0005044	ZP:0008545	PATO:0001577	
ZFA:0005046	ZP:0008546	PATO:0000402	
ZFA:0005046	ZP:0008547	PATO:0000646	
ZFA:0005094	ZP:0008548	PATO:0000402	
ZFA:0005094	ZP:0008549	PATO:0000646	
ZFA:0005297	ZP:0008550	PATO:0000470	
ZFA:0007057	ZP:0008551	PATO:0000402	
ZFA:0009256	ZP:0008552	PATO:0001300	
GO:0006888	ZP:0008553	PATO:0002302	
GO:0032438	ZP:0008554	PATO:0002302	
GO:0032964	ZP:0008555	PATO:0002302	
GO:0070278	ZP:0008556	PATO:0002302	
ZFA:0009027	ZP:0008562	PATO:0000060	
ZFA:0009323	ZP:0008567	PATO:0001629	
ZFA:0005025	ZP:0008570	PATO:0000628	
ZFA:0001330	ZP:0008571	PATO:0001483	
ZFA:0001464	ZP:0008572	PATO:0001483	
ZFA:0009315	ZP:0008577	PATO:0000462	
ZFA:0000086	ZP:0008579	PATO:0001488	
ZFA:0001473	ZP:0008580	PATO:0000411	
ZFA:0001473	ZP:0008581	PATO:0001531	
ZFA:0000054	ZP:0008584	PATO:0000584	
GO:0006974	ZP:0008585	PATO:0001507	
GO:0060048	ZP:0008586	PATO:0000911	
GO:0060048	ZP:0008587	PATO:0001779	
ZFA:0000008	ZP:0008588	PATO:0001623	
ZFA:0000159	ZP:0008596	PATO:0000599	
ZFA:0000471	ZP:0008597	PATO:0002364	
ZFA:0000778	ZP:0008599	PATO:0000470	
GO:0000226	ZP:0008600	PATO:0001507	
GO:0048929	ZP:0008601	PATO:0001507	
ZFA:0000075	ZP:0008602	PATO:0000141	
ZFA:0000108	ZP:0008610	PATO:0000462	
ZFA:0001058	ZP:0008611	PATO:0000462	
ZFA:0001184	ZP:0008614	PATO:0000462	
ZFA:0000143	ZP:0008618	PATO:0002106	
ZFA:0009154	ZP:0008620	PATO:0000052	
ZFA:0009310	ZP:0008621	PATO:0000470	
ZFA:0009310	ZP:0008622	PATO:0000628	
ZFA:0000135	ZP:0008623	PATO:0001444	
ZFA:0001117	ZP:0008624	PATO:0000470	
ZFA:0001161	ZP:0008625	PATO:0001241	
GO:0060319	ZP:0008626	PATO:0002052	
ZFA:0001120	ZP:0008628	PATO:0000638	
ZFA:0009256	ZP:0008629	PATO:0000645	
GO:0032964	ZP:0008630	PATO:0000912	
ZFA:0009084	ZP:0008636	PATO:0000646	
ZFA:0009084	ZP:0008637	PATO:0002100	
GO:0001755	ZP:0008643	PATO:0000912	
ZFA:0005034	ZP:0008644	PATO:0000462	
GO:0071482	ZP:0008645	PATO:0001782	
ZFA:0009319	ZP:0008646	PATO:0001509	
GO:0043473	ZP:0008648	PATO:0000057	
GO:0051899	ZP:0008649	PATO:0002051	
ZFA:0009091	ZP:0008650	PATO:0001462	
ZFA:0009198	ZP:0008651	PATO:0000060	
ZFA:0000042	ZP:0008652	PATO:0000599	
ZFA:0000160	ZP:0008653	PATO:0000586	
ZFA:0000160	ZP:0008654	PATO:0001617	
ZFA:0000547	ZP:0008655	PATO:0001482	
ZFA:0001064	ZP:0008656	PATO:0001617	
ZFA:0001202	ZP:0008657	PATO:0001482	
GO:0051209	ZP:0008659	PATO:0002052	
GO:0048589	ZP:0008662	PATO:0001491	
ZFA:0001315	ZP:0008663	PATO:0000600	
ZFA:0001383	ZP:0008664	PATO:0000587	
GO:0002040	ZP:0008665	PATO:0000428	
ZFA:0005025	ZP:0008670	PATO:0001511	
ZFA:0005095	ZP:0008672	PATO:0001624	
GO:0030187	ZP:0008674	PATO:0001507	
GO:0050802	ZP:0008675	PATO:0000499	
GO:0050802	ZP:0008676	PATO:0001507	
ZFA:0000436	ZP:0008677	PATO:0000587	
ZFA:0000436	ZP:0008678	PATO:0002291	
ZFA:0001608	ZP:0008679	PATO:0001501	
ZFA:0001719	ZP:0008680	PATO:0000628	
GO:0048371	ZP:0008682	PATO:0001507	
GO:0048392	ZP:0008683	PATO:0001507	
GO:0060217	ZP:0008684	PATO:0001507	
ZFA:0000151	ZP:0008685	PATO:0000051	
ZFA:0000186	ZP:0008686	PATO:0001714	
ZFA:0000416	ZP:0008687	PATO:0000600	
ZFA:0001104	ZP:0008688	PATO:0000600	
ZFA:0001558	ZP:0008689	PATO:0001715	
ZFA:0001620	ZP:0008690	PATO:0000051	
ZFA:0005039	ZP:0008691	PATO:0000051	
ZFA:0000019	ZP:0008692	PATO:0000638	
ZFA:0000079	ZP:0008693	PATO:0000638	
ZFA:0000011	ZP:0008694	PATO:0002106	
ZFA:0000180	ZP:0008695	PATO:0002106	
ZFA:0001094	ZP:0008696	PATO:0002105	
ZFA:0001094	ZP:0008699	PATO:0001851	
ZFA:0001115	ZP:0008700	PATO:0000052	
ZFA:0007057	ZP:0008718	PATO:0001617	
GO:0006486	ZP:0008719	PATO:0001507	
GO:0050882	ZP:0008720	PATO:0001507	
GO:0060323	ZP:0008721	PATO:0001507	
ZFA:0000135	ZP:0008722	PATO:0000937	
ZFA:0000610	ZP:0008723	PATO:0000406	
ZFA:0001056	ZP:0008724	PATO:0001562	
ZFA:0001089	ZP:0008729	PATO:0000937	
ZFA:0001135	ZP:0008733	PATO:0000937	
ZFA:0009114	ZP:0008734	PATO:0000330	
GO:0002063	ZP:0008735	PATO:0001507	
GO:0007528	ZP:0008736	PATO:0000502	
ZFA:0000155	ZP:0008737	PATO:0000406	
ZFA:0001422	ZP:0008739	PATO:0000937	
ZFA:0009091	ZP:0008740	PATO:0000638	
GO:0048664	ZP:0008741	PATO:0001507	
GO:0050882	ZP:0008744	PATO:0000297	
ZFA:0009114	ZP:0008750	PATO:0000638	
GO:0003682	ZP:0008760	PATO:0001507	
ZFA:0000143	ZP:0008763	PATO:0000587	
ZFA:0000144	ZP:0008764	PATO:0000586	
ZFA:0000435	ZP:0008768	PATO:0001715	
ZFA:0001330	ZP:0008771	PATO:0000587	
ZFA:0001338	ZP:0008772	PATO:0000638	
ZFA:0005124	ZP:0008776	PATO:0001925	
ZFA:0005126	ZP:0008781	PATO:0000592	
ZFA:0005126	ZP:0008782	PATO:0001925	
ZFA:0000011	ZP:0008787	PATO:0000646	
ZFA:0000114	ZP:0008788	PATO:0002105	
ZFA:0005025	ZP:0008791	PATO:0000052	
ZFA:0000150	ZP:0008796	PATO:0001602	
ZFA:0000559	ZP:0008800	PATO:0000470	
GO:0048669	ZP:0008801	PATO:0000694	
GO:0048755	ZP:0008803	PATO:0000428	
GO:0048755	ZP:0008804	PATO:0002051	
ZFA:0000664	ZP:0008807	PATO:0000646	
ZFA:0000697	ZP:0008808	PATO:0000646	
GO:0030855	ZP:0008815	PATO:0001507	
ZFA:0000761	ZP:0008816	PATO:0000587	
ZFA:0001076	ZP:0008817	PATO:0000051	
ZFA:0001344	ZP:0008818	PATO:0000587	
ZFA:0009097	ZP:0008823	PATO:0000462	
ZFA:0009138	ZP:0008824	PATO:0001997	
ZFA:0005105	ZP:0008825	PATO:0000625	
GO:0060123	ZP:0008826	PATO:0001507	
ZFA:0001055	ZP:0008833	PATO:0000051	
ZFA:0000243	ZP:0008834	PATO:0000586	
ZFA:0000243	ZP:0008835	PATO:0002057	
ZFA:0001360	ZP:0008837	PATO:0000625	
GO:0006777	ZP:0008838	PATO:0000911	
GO:0072579	ZP:0008839	PATO:0001507	
GO:0005219	ZP:0008841	PATO:0002052	
GO:0005245	ZP:0008842	PATO:0002052	
GO:0006936	ZP:0008843	PATO:0001783	
GO:0018158	ZP:0008844	PATO:0002051	
GO:0031443	ZP:0008846	PATO:0002052	
GO:0031987	ZP:0008848	PATO:0000057	
ZFA:0001306	ZP:0008861	PATO:0002291	
ZFA:0001613	ZP:0008862	PATO:0002291	
ZFA:0000042	ZP:0008863	PATO:0000573	
GO:0001841	ZP:0008864	PATO:0000057	
GO:0021555	ZP:0008865	PATO:0000057	
GO:0021591	ZP:0008866	PATO:0000057	
GO:0030917	ZP:0008867	PATO:0000057	
ZFA:0000737	ZP:0008868	PATO:0001617	
ZFA:0001120	ZP:0008869	PATO:0001617	
GO:0030217	ZP:0008870	PATO:0001507	
ZFA:0001078	ZP:0008871	PATO:0001992	
ZFA:0009350	ZP:0008873	PATO:0001997	
ZFA:0001079	ZP:0008874	PATO:0002105	
ZFA:0005024	ZP:0008875	PATO:0000060	
ZFA:0001249	ZP:0008880	PATO:0000937	
GO:0000724	ZP:0008881	PATO:0000380	
GO:0006303	ZP:0008882	PATO:0000381	
GO:0001525	ZP:0008883	PATO:0001749	
GO:0001570	ZP:0008884	PATO:0001749	
GO:0046847	ZP:0008885	PATO:0001749	
ZFA:0001057	ZP:0008886	PATO:0000587	
GO:0034097	ZP:0008888	PATO:0002302	
ZFA:0000037	ZP:0008889	PATO:0001483	
ZFA:0000077	ZP:0008890	PATO:0000470	
ZFA:0000135	ZP:0008891	PATO:0000470	
ZFA:0001094	ZP:0008892	PATO:0001325	
ZFA:0005285	ZP:0008893	PATO:0001577	
ZFA:0000114	ZP:0008896	PATO:0002299	
ZFA:0001194	ZP:0008905	PATO:0000937	
ZFA:0001291	ZP:0008907	PATO:0000645	
ZFA:0001306	ZP:0008910	PATO:0001997	
ZFA:0001336	ZP:0008911	PATO:0000587	
ZFA:0001364	ZP:0008912	PATO:0000587	
ZFA:0001462	ZP:0008913	PATO:0000646	
ZFA:0001613	ZP:0008914	PATO:0000462	
ZFA:0001617	ZP:0008916	PATO:0001958	
ZFA:0009154	ZP:0008917	PATO:0000462	
ZFA:0000309	ZP:0008918	PATO:0001501	
GO:0009306	ZP:0008920	PATO:0001507	
GO:0055016	ZP:0008921	PATO:0001507	
ZFA:0001617	ZP:0008925	PATO:0001483	
ZFA:0000128	ZP:0008928	PATO:0000639	
ZFA:0000135	ZP:0008929	PATO:0001501	
ZFA:0000110	ZP:0008930	PATO:0001571	
ZFA:0000159	ZP:0008931	PATO:0001571	
ZFA:0005291	ZP:0008932	PATO:0001673	
GO:0001843	ZP:0008933	PATO:0000297	
GO:0010001	ZP:0008934	PATO:0002052	
ZFA:0001516	ZP:0008936	PATO:0000645	
ZFA:0001558	ZP:0008942	PATO:0000586	
ZFA:0001620	ZP:0008943	PATO:0000608	
GO:0060216	ZP:0008950	PATO:0000297	
ZFA:0000128	ZP:0008951	PATO:0000937	
ZFA:0000405	ZP:0008953	PATO:0000587	
ZFA:0000453	ZP:0008954	PATO:0000051	
ZFA:0000600	ZP:0008955	PATO:0000587	
ZFA:0000664	ZP:0008956	PATO:0000587	
ZFA:0000664	ZP:0008957	PATO:0000937	
ZFA:0000697	ZP:0008958	PATO:0000587	
ZFA:0000697	ZP:0008959	PATO:0000937	
ZFA:0000009	ZP:0008960	PATO:0000596	
ZFA:0000114	ZP:0008961	PATO:0001628	
ZFA:0009256	ZP:0008962	PATO:0001838	
ZFA:0000013	ZP:0008963	PATO:0000051	
GO:0033077	ZP:0008965	PATO:0001507	
ZFA:0009046	ZP:0008966	PATO:0001997	
GO:0006936	ZP:0008967	PATO:0000911	
GO:0007274	ZP:0008972	PATO:0000080	
ZFA:0001117	ZP:0008975	PATO:0000628	
ZFA:0001083	ZP:0008976	PATO:0000586	
ZFA:0001306	ZP:0008978	PATO:0000574	
ZFA:0005064	ZP:0008980	PATO:0001511	
ZFA:0009044	ZP:0008981	PATO:0001629	
GO:0009416	ZP:0008983	PATO:0000499	
GO:0072592	ZP:0008984	PATO:0000911	
ZFA:0000006	ZP:0008985	PATO:0001898	
GO:0010310	ZP:0008988	PATO:0001507	
GO:0030223	ZP:0008989	PATO:0001507	
GO:0030225	ZP:0008990	PATO:0001507	
ZFA:0009324	ZP:0008994	PATO:0001629	
ZFA:0000453	ZP:0008995	PATO:0000628	
ZFA:0005605	ZP:0008997	PATO:0000646	
ZFA:0001557	ZP:0008998	PATO:0000937	
GO:0010842	ZP:0008999	PATO:0002302	
GO:0042670	ZP:0009000	PATO:0000502	
GO:0060042	ZP:0009001	PATO:0002302	
GO:0001944	ZP:0009009	PATO:0000297	
ZFA:0000135	ZP:0009010	PATO:0000406	
ZFA:0001286	ZP:0009011	PATO:0000330	
ZFA:0005249	ZP:0009012	PATO:0000330	
ZFA:0009242	ZP:0009014	PATO:0001997	
ZFA:0000040	ZP:0009015	PATO:0001478	
ZFA:0000105	ZP:0009016	PATO:0001167	
GO:0003720	ZP:0009018	PATO:0002052	
GO:0007004	ZP:0009020	PATO:0002052	
GO:0007284	ZP:0009022	PATO:0002052	
GO:0031052	ZP:0009027	PATO:0002051	
GO:0061484	ZP:0009028	PATO:0001507	
GO:1901796	ZP:0009029	PATO:0002304	
ZFA:0000075	ZP:0009030	PATO:0001591	
ZFA:0000143	ZP:0009031	PATO:0001623	
ZFA:0000242	ZP:0009032	PATO:0001834	
ZFA:0000303	ZP:0009050	PATO:0001834	
ZFA:0000598	ZP:0009052	PATO:0000639	
ZFA:0000598	ZP:0009053	PATO:0001487	
ZFA:0000598	ZP:0009054	PATO:0001623	
ZFA:0001094	ZP:0009059	PATO:0001830	
ZFA:0001094	ZP:0009060	PATO:0001833	
ZFA:0001135	ZP:0009062	PATO:0000609	
ZFA:0005028	ZP:0009063	PATO:0000638	
ZFA:0009044	ZP:0009066	PATO:0000638	
GO:0032502	ZP:0009067	PATO:0000297	
GO:0021529	ZP:0009068	PATO:0001507	
GO:0021904	ZP:0009069	PATO:0001507	
GO:0060831	ZP:0009070	PATO:0001507	
ZFA:0001094	ZP:0009075	PATO:0001834	
ZFA:0001135	ZP:0009077	PATO:0000636	
GO:0014706	ZP:0009078	PATO:0001507	
ZFA:0001089	ZP:0009079	PATO:0000406	
GO:0003007	ZP:0009081	PATO:0000297	
ZFA:0001307	ZP:0009082	PATO:0000051	
ZFA:0001320	ZP:0009083	PATO:0001483	
ZFA:0000045	ZP:0009085	PATO:0001241	
ZFA:0000511	ZP:0009086	PATO:0001997	
ZFA:0001261	ZP:0009087	PATO:0000646	
ZFA:0001307	ZP:0009088	PATO:0001997	
ZFA:0001094	ZP:0009094	PATO:0000700	
ZFA:0001261	ZP:0009095	PATO:0000599	
ZFA:0001261	ZP:0009096	PATO:0001617	
ZFA:0001617	ZP:0009097	PATO:0001444	
GO:0001845	ZP:0009100	PATO:0001507	
GO:0016192	ZP:0009101	PATO:0001507	
ZFA:0000046	ZP:0009102	PATO:0000638	
ZFA:0000123	ZP:0009103	PATO:0000331	
ZFA:0000144	ZP:0009104	PATO:0001851	
ZFA:0000368	ZP:0009110	PATO:0000336	
ZFA:0001338	ZP:0009115	PATO:0000331	
ZFA:0001466	ZP:0009118	PATO:0000574	
ZFA:0009111	ZP:0009119	PATO:0000937	
ZFA:0009199	ZP:0009123	PATO:0001297	
GO:0007224	ZP:0009124	PATO:0002304	
GO:0061323	ZP:0009130	PATO:0000911	
ZFA:0009310	ZP:0009131	PATO:0001624	
ZFA:0000152	ZP:0009132	PATO:0000052	
ZFA:0000445	ZP:0009133	PATO:0001851	
ZFA:0001326	ZP:0009134	PATO:0000941	
GO:0016308	ZP:0009139	PATO:0002052	
GO:0033002	ZP:0009140	PATO:0002051	
ZFA:0009291	ZP:0009142	PATO:0001997	
ZFA:0000318	ZP:0009143	PATO:0001997	
ZFA:0009262	ZP:0009145	PATO:0001396	
ZFA:0009275	ZP:0009146	PATO:0001396	
ZFA:0000252	ZP:0009147	PATO:0000025	
ZFA:0000435	ZP:0009148	PATO:0000025	
ZFA:0000445	ZP:0009149	PATO:0000025	
ZFA:0009255	ZP:0009150	PATO:0000628	
GO:0015464	ZP:0009154	PATO:0001507	
ZFA:0001089	ZP:0009160	PATO:0001879	
GO:0061323	ZP:0009162	PATO:0002052	
GO:0061343	ZP:0009163	PATO:0002302	
ZFA:0000360	ZP:0009165	PATO:0002055	
GO:0071626	ZP:0009167	PATO:0002302	
ZFA:0000563	ZP:0009172	PATO:0000587	
ZFA:0000563	ZP:0009173	PATO:0000937	
GO:0050881	ZP:0009174	PATO:0000297	
ZFA:0001094	ZP:0009176	PATO:0001706	
ZFA:0001633	ZP:0009177	PATO:0000592	
ZFA:0001633	ZP:0009178	PATO:0000937	
GO:0060047	ZP:0009184	PATO:0000596	
GO:0060047	ZP:0009185	PATO:0001838	
GO:0071599	ZP:0009186	PATO:0000297	
ZFA:0001094	ZP:0009189	PATO:0000937	
GO:0000082	ZP:0009190	PATO:0000911	
ZFA:0001405	ZP:0009191	PATO:0000573	
ZFA:0001508	ZP:0009192	PATO:0000573	
ZFA:0000151	ZP:0009193	PATO:0000638	
ZFA:0000402	ZP:0009194	PATO:0000638	
ZFA:0000048	ZP:0009195	PATO:0000638	
ZFA:0001167	ZP:0009196	PATO:0000646	
ZFA:0001168	ZP:0009197	PATO:0000646	
ZFA:0001069	ZP:0009198	PATO:0000638	
GO:0048823	ZP:0009199	PATO:0002052	
GO:0001508	ZP:0009200	PATO:0001507	
ZFA:0009116	ZP:0009205	PATO:0001477	
ZFA:0000159	ZP:0009206	PATO:0000051	
GO:0048885	ZP:0009207	PATO:0001507	
ZFA:0005034	ZP:0009208	PATO:0000587	
GO:0004197	ZP:0009209	PATO:0000912	
ZFA:0000075	ZP:0009211	PATO:0000963	
GO:0019887	ZP:0009212	PATO:0001507	
GO:0000050	ZP:0009213	PATO:0001507	
GO:0048730	ZP:0009214	PATO:0002302	
ZFA:0009183	ZP:0009216	PATO:0001958	
GO:0007528	ZP:0009217	PATO:0002302	
GO:0019896	ZP:0009218	PATO:0002052	
ZFA:0000084	ZP:0009219	PATO:0001602	
ZFA:0000155	ZP:0009220	PATO:0000330	
ZFA:0005180	ZP:0009221	PATO:0000574	
ZFA:0005180	ZP:0009222	PATO:0001501	
ZFA:0009243	ZP:0009227	PATO:0000937	
ZFA:0009243	ZP:0009228	PATO:0002009	
GO:0006497	ZP:0009232	PATO:0001507	
GO:0061355	ZP:0009233	PATO:0001507	
ZFA:0001135	ZP:0009234	PATO:0002364	
GO:0031929	ZP:0009235	PATO:0002051	
ZFA:0000101	ZP:0009237	PATO:0001324	
ZFA:0000254	ZP:0009239	PATO:0000628	
ZFA:0000200	ZP:0009240	PATO:0000140	
ZFA:0000862	ZP:0009241	PATO:0001617	
ZFA:0009004	ZP:0009242	PATO:0000628	
ZFA:0000118	ZP:0009243	PATO:0000937	
ZFA:0001282	ZP:0009244	PATO:0000051	
ZFA:0009155	ZP:0009245	PATO:0000060	
ZFA:0009204	ZP:0009246	PATO:0000060	
GO:0003341	ZP:0009247	PATO:0000297	
GO:0012502	ZP:0009248	PATO:0002051	
ZFA:0000008	ZP:0009249	PATO:0002303	
ZFA:0001462	ZP:0009254	PATO:0000937	
ZFA:0009149	ZP:0009255	PATO:0001997	
ZFA:0001162	ZP:0009258	PATO:0000573	
ZFA:0009065	ZP:0009259	PATO:0001997	
GO:0016322	ZP:0009260	PATO:0001507	
ZFA:0000047	ZP:0009261	PATO:0000051	
ZFA:0000014	ZP:0009265	PATO:0000599	
ZFA:0000477	ZP:0009267	PATO:0000599	
ZFA:0000737	ZP:0009268	PATO:0002105	
ZFA:0001285	ZP:0009269	PATO:0001617	
ZFA:0001319	ZP:0009270	PATO:0000587	
ZFA:0001374	ZP:0009271	PATO:0000587	
ZFA:0005003	ZP:0009272	PATO:0000599	
ZFA:0005297	ZP:0009273	PATO:0001715	
GO:0003157	ZP:0009274	PATO:0002302	
ZFA:0000040	ZP:0009275	PATO:0001982	
ZFA:0000135	ZP:0009276	PATO:0001514	
ZFA:0000180	ZP:0009277	PATO:0002014	
ZFA:0000477	ZP:0009280	PATO:0001715	
ZFA:0001286	ZP:0009282	PATO:0000937	
GO:0032060	ZP:0009284	PATO:0001507	
ZFA:0000029	ZP:0009289	PATO:0001396	
ZFA:0000076	ZP:0009291	PATO:0000646	
ZFA:0000109	ZP:0009292	PATO:0000936	
ZFA:0000170	ZP:0009293	PATO:0001483	
ZFA:0001194	ZP:0009303	PATO:0000586	
ZFA:0001204	ZP:0009304	PATO:0000600	
ZFA:0001204	ZP:0009305	PATO:0001878	
ZFA:0005179	ZP:0009308	PATO:0001997	
ZFA:0009244	ZP:0009309	PATO:0002285	
GO:0060074	ZP:0009310	PATO:0001507	
ZFA:0000016	ZP:0009315	PATO:0001514	
GO:0008090	ZP:0009317	PATO:0002052	
GO:0032418	ZP:0009318	PATO:0002302	
GO:0046328	ZP:0009319	PATO:0002302	
GO:0051959	ZP:0009320	PATO:0002302	
ZFA:0000012	ZP:0009321	PATO:0001241	
ZFA:0000142	ZP:0009322	PATO:0001241	
ZFA:0009116	ZP:0009330	PATO:0000406	
GO:0048846	ZP:0009331	PATO:0000297	
GO:0060347	ZP:0009332	PATO:0001507	
ZFA:0001318	ZP:0009335	PATO:0000628	
ZFA:0005059	ZP:0009337	PATO:0000051	
ZFA:0005064	ZP:0009338	PATO:0000573	
ZFA:0000105	ZP:0009341	PATO:0000141	
ZFA:0000105	ZP:0009342	PATO:0000941	
GO:0002011	ZP:0009349	PATO:0001507	
GO:0060038	ZP:0009350	PATO:0001507	
ZFA:0005024	ZP:0009351	PATO:0001444	
ZFA:0005035	ZP:0009352	PATO:0000141	
ZFA:0005035	ZP:0009353	PATO:0001624	
ZFA:0009256	ZP:0009354	PATO:0001629	
ZFA:0009256	ZP:0009355	PATO:0002243	
GO:0072554	ZP:0009356	PATO:0002302	
ZFA:0001320	ZP:0009357	PATO:0001571	
ZFA:0005035	ZP:0009358	PATO:0001605	
GO:0060030	ZP:0009359	PATO:0000499	
ZFA:0000071	ZP:0009360	PATO:0000591	
ZFA:0001117	ZP:0009364	PATO:0000600	
ZFA:0009076	ZP:0009368	PATO:0001924	
ZFA:0009168	ZP:0009369	PATO:0000470	
ZFA:0009169	ZP:0009370	PATO:0000470	
GO:0007409	ZP:0009371	PATO:0002051	
ZFA:0000249	ZP:0009372	PATO:0002013	
GO:0097095	ZP:0009373	PATO:0000297	
ZFA:0005319	ZP:0009374	PATO:0001483	
ZFA:0005320	ZP:0009375	PATO:0001483	
GO:0007274	ZP:0009376	PATO:0002052	
GO:0008331	ZP:0009377	PATO:0002302	
GO:0009605	ZP:0009378	PATO:0000297	
GO:0036268	ZP:0009379	PATO:0002302	
GO:0036269	ZP:0009380	PATO:0000462	
GO:0050975	ZP:0009381	PATO:0001783	
ZFA:0009116	ZP:0009382	PATO:0001691	
ZFA:0001329	ZP:0009384	PATO:0000587	
GO:0001556	ZP:0009385	PATO:0002052	
GO:0007281	ZP:0009386	PATO:0001507	
ZFA:0000303	ZP:0009387	PATO:0000892	
ZFA:0000598	ZP:0009388	PATO:0000586	
ZFA:0001568	ZP:0009391	PATO:0000462	
ZFA:0009005	ZP:0009392	PATO:0000462	
GO:0071911	ZP:0009393	PATO:0002052	
GO:0070509	ZP:0009394	PATO:0001507	
ZFA:0005327	ZP:0009395	PATO:0001624	
GO:0002089	ZP:0009396	PATO:0000502	
GO:0006941	ZP:0009397	PATO:0001507	
ZFA:0000114	ZP:0009398	PATO:0000600	
ZFA:0000360	ZP:0009399	PATO:0000600	
GO:0006821	ZP:0009404	PATO:0001507	
GO:0043249	ZP:0009405	PATO:0000502	
ZFA:0001558	ZP:0009411	PATO:0001714	
ZFA:0001227	ZP:0009414	PATO:0000640	
ZFA:0000471	ZP:0009415	PATO:0000628	
ZFA:0001286	ZP:0009421	PATO:0001501	
ZFA:0000135	ZP:0009422	PATO:0001478	
ZFA:0001189	ZP:0009424	PATO:0001617	
ZFA:0001336	ZP:0009425	PATO:0001997	
ZFA:0001559	ZP:0009426	PATO:0001649	
GO:0010463	ZP:0009427	PATO:0000911	
ZFA:0005559	ZP:0009428	PATO:0000470	
ZFA:0000150	ZP:0009429	PATO:0001478	
GO:0008237	ZP:0009431	PATO:0001507	
GO:0060047	ZP:0009432	PATO:0000161	
ZFA:0000084	ZP:0009433	PATO:0000921	
GO:0055062	ZP:0009437	PATO:0001507	
ZFA:0009369	ZP:0009438	PATO:0000051	
ZFA:0009369	ZP:0009439	PATO:0000330	
GO:0005248	ZP:0009440	PATO:0000911	
GO:0051402	ZP:0009442	PATO:0002052	
ZFA:0009150	ZP:0009443	PATO:0001421	
ZFA:0009150	ZP:0009444	PATO:0001764	
GO:0001958	ZP:0009445	PATO:0000502	
ZFA:0001135	ZP:0009452	PATO:0000587	
ZFA:0009150	ZP:0009454	PATO:0002286	
GO:0030220	ZP:0009455	PATO:0001507	
GO:0021545	ZP:0009456	PATO:0001507	
GO:0034333	ZP:0009458	PATO:0001507	
ZFA:0000180	ZP:0009459	PATO:0001577	
ZFA:0001286	ZP:0009460	PATO:0001444	
ZFA:0005025	ZP:0009461	PATO:0001577	
ZFA:0000038	ZP:0009465	PATO:0002106	
ZFA:0000570	ZP:0009466	PATO:0000052	
ZFA:0000570	ZP:0009467	PATO:0000645	
ZFA:0001176	ZP:0009468	PATO:0000915	
ZFA:0001673	ZP:0009470	PATO:0000052	
ZFA:0005310	ZP:0009471	PATO:0001571	
ZFA:0005313	ZP:0009472	PATO:0001444	
GO:0008028	ZP:0009476	PATO:0002302	
GO:0042594	ZP:0009478	PATO:0002302	
GO:0061007	ZP:0009479	PATO:0002302	
GO:0048538	ZP:0009486	PATO:0000502	
