affected_entity_1_super	affected_entity_2_sub	affected_entity_2_super	defined_class	pato_id
ZFA:0000140	BSPO:0000017	ZFA:0001094	ZP:0010054	PATO:0000133
ZFA:0009149	BSPO:0000072	ZFA:0001064	ZP:0010152	PATO:0002168
ZFA:0000012	GO:0043209	ZFA:0009076	ZP:0010209	PATO:0002001
ZFA:0000075	GO:0042995	ZFA:0009292	ZP:0010210	PATO:0002001
ZFA:0001094	ZFA:0009248	ZFA:0001155	ZP:0010290	PATO:0002000
ZFA:0000052	ZFA:0009081	ZFA:0000102	ZP:0010390	PATO:0001505
ZFA:0009091	BSPO:0000384	ZFA:0001135	ZP:0010407	PATO:0002168
ZFA:0000150	GO:0005903	ZFA:0009034	ZP:0010419	PATO:0002000
ZFA:0000669	GO:0005833	ZFA:0009354	ZP:0010652	PATO:0002001
ZFA:0009310	GO:0043005	ZFA:0009310	ZP:0010691	PATO:0001999
ZFA:0000150	GO:0031514	ZFA:0000150	ZP:0010701	PATO:0002000
ZFA:0001094	BSPO:0000084	ZFA:0000008	ZP:0010731	PATO:0002000
ZFA:0001157	GO:0042995	ZFA:0009000	ZP:0010786	PATO:0002001
ZFA:0009309	BSPO:0000070	ZFA:0000114	ZP:0010826	PATO:0002269
ZFA:0000001	GO:0031514	ZFA:0000001	ZP:0010830	PATO:0002001
ZFA:0000051	GO:0031514	ZFA:0000051	ZP:0010833	PATO:0002001
ZFA:0000554	ZFA:0009359	ZFA:0000554	ZP:0010859	PATO:0001999
ZFA:0000001	GO:0005929	ZFA:0000001	ZP:0010968	PATO:0002001
ZFA:0000150	GO:0005929	ZFA:0000150	ZP:0010969	PATO:0002001
ZFA:0000938	GO:0005929	ZFA:0009033	ZP:0011023	PATO:0002001
ZFA:0001558	GO:0005902	ZFA:0001558	ZP:0011024	PATO:0002001
ZFA:0001673	GO:0036057	ZFA:0001673	ZP:0011030	PATO:0001999
ZFA:0009000	BSPO:0000063	ZFA:0000077	ZP:0011255	PATO:0002269
ZFA:0000114	ZFA:0009000	ZFA:0005058	ZP:0011362	PATO:0002000
ZFA:0000075	ZFA:0009292	ZFA:0001083	ZP:0011472	PATO:0002000
ZFA:0001115	ZFA:0009147	ZFA:0007009	ZP:0011474	PATO:0002001
ZFA:0001115	GO:0030424	ZFA:0009052	ZP:0011475	PATO:0002001
ZFA:0000075	ZFA:0009292	ZFA:0001083	ZP:0011477	PATO:0002002
ZFA:0009292	GO:0005818	ZFA:0009292	ZP:0011484	PATO:0002001
ZFA:0000093	GO:0005634	ZFA:0000093	ZP:0011562	PATO:0002002
ZFA:0001566	GO:0060473	ZFA:0001566	ZP:0011564	PATO:0002002
ZFA:0001135	GO:0005930	ZFA:0001135	ZP:0011598	PATO:0002000
ZFA:0000435	GO:0030424	ZFA:0009310	ZP:0011709	PATO:0002001
ZFA:0000445	GO:0043005	ZFA:0009310	ZP:0011710	PATO:0002001
ZFA:0001058	GO:0030424	ZFA:0001058	ZP:0011751	PATO:0002001
ZFA:0009076	GO:0043209	ZFA:0009076	ZP:0011761	PATO:0002001
ZFA:0009316	GO:0042995	ZFA:0009316	ZP:0011794	PATO:0002001
ZFA:0000075	ZFA:0009076	ZFA:0000075	ZP:0011852	PATO:0002001
ZFA:0009256	GO:0005776	ZFA:0009256	ZP:0011901	PATO:0002002
ZFA:0009256	GO:0044754	ZFA:0009256	ZP:0011902	PATO:0002002
ZFA:0001285	GO:0030175	ZFA:0001285	ZP:0012017	PATO:0002002
ZFA:0000075	ZFA:0009292	ZFA:0001083	ZP:0012032	PATO:0002001
ZFA:0000713	ZFA:0009052	ZFA:0000713	ZP:0012057	PATO:0002001
ZFA:0009141	GO:0042995	ZFA:0009141	ZP:0012185	PATO:0002001
ZFA:0009262	GO:0001750	ZFA:0009262	ZP:0012212	PATO:0002000
ZFA:0005110	ZFA:0009065	ZFA:0000385	ZP:0012271	PATO:0002001
ZFA:0009150	GO:1902737	ZFA:0009150	ZP:0012331	PATO:0002001
ZFA:0000119	ZFA:0009315	ZFA:0000119	ZP:0012392	PATO:0002001
ZFA:0001329	GO:0030425	ZFA:0009310	ZP:0012394	PATO:0002001
ZFA:0000059	GO:0030424	ZFA:0000059	ZP:0012510	PATO:0002001
ZFA:0001108	GO:0030424	ZFA:0001108	ZP:0012515	PATO:0002001
ZFA:0009221	GO:0044316	ZFA:0009221	ZP:0012567	PATO:0002002
ZFA:0000554	ZFA:0009358	ZFA:0000554	ZP:0012906	PATO:0001905
ZFA:0009262	GO:0032391	ZFA:0009262	ZP:0013102	PATO:0001905
ZFA:0000075	ZFA:0009052	ZFA:0000075	ZP:0013416	PATO:0001905
ZFA:0001480	GO:0045202	ZFA:0001480	ZP:0013925	PATO:0002001
ZFA:0005024	GO:0030175	ZFA:0009036	ZP:0014008	PATO:0001999
ZFA:0000135	ZFA:0009000	ZFA:0000135	ZP:0014051	PATO:0002002
ZFA:0000711	GO:0031410	ZFA:0000711	ZP:0014221	PATO:0002270
ZFA:0000152	GO:0005902	ZFA:0000144	ZP:0014364	PATO:0002000
ZFA:0005424	GO:0005604	ZFA:0001058	ZP:0014434	PATO:0001667
ZFA:0001108	GO:0030424	ZFA:0001108	ZP:0014502	PATO:0002000
ZFA:0009115	GO:0016528	ZFA:0009115	ZP:0014536	PATO:0001999
ZFA:0009044	BSPO:0000005	ZFA:0000084	ZP:0014563	PATO:0002269
ZFA:0000001	GO:0036156	ZFA:0009032	ZP:0014600	PATO:0002001
ZFA:0000001	GO:0036157	ZFA:0009032	ZP:0014601	PATO:0002001
ZFA:0005665	GO:0030424	ZFA:0009243	ZP:0014794	PATO:0002001
ZFA:0005665	GO:0030424	ZFA:0009247	ZP:0014801	PATO:0002001
ZFA:0001321	BSPO:0000072	ZFA:0001580	ZP:0015167	PATO:0001453
ZFA:0001271	GO:0043679	ZFA:0009186	ZP:0015429	PATO:0001905
ZFA:0001056	GO:0031594	ZFA:0009115	ZP:0015874	PATO:0002001
ZFA:0009238	GO:0044307	ZFA:0009238	ZP:0015938	PATO:0002002
ZFA:0009367	GO:0048788	ZFA:0009367	ZP:0015942	PATO:0002002
ZFA:0009367	GO:0005891	ZFA:0009367	ZP:0015945	PATO:0002002
ZFA:0009125	GO:0045202	ZFA:0001694	ZP:0016057	PATO:0001905
ZFA:0009125	GO:0045202	ZFA:0005673	ZP:0016058	PATO:0002002
ZFA:0001115	BSPO:0000013	ZFA:0001094	ZP:0016136	PATO:0002328
ZFA:0001271	GO:0043679	ZFA:0009186	ZP:0016604	PATO:0002000
ZFA:0000471	ZFA:0009000	ZFA:0001320	ZP:0016616	PATO:0001999
ZFA:0001285	GO:0030175	ZFA:0009065	ZP:0016758	PATO:0002002
ZFA:0000114	GO:0005739	ZFA:0000114	ZP:0016824	PATO:0001999
ZFA:0001056	GO:0098522	ZFA:0009115	ZP:0016867	PATO:0001905
ZFA:0001306	ZFA:0009003	ZFA:0001306	ZP:0016938	PATO:0002001
ZFA:0001106	ZFA:0009138	ZFA:0001106	ZP:0017019	PATO:0002001
ZFA:0001114	ZFA:0009138	ZFA:0001114	ZP:0017020	PATO:0002001
ZFA:0009076	GO:0043209	ZFA:0009076	ZP:0017037	PATO:0002002
ZFA:0001114	BSPO:0000384	ZFA:0001115	ZP:0017132	PATO:0001051
ZFA:0001094	GO:0043005	ZFA:0009310	ZP:0017189	PATO:0001999
ZFA:0001056	GO:0030016	ZFA:0009115	ZP:0017278	PATO:0002000
ZFA:0001673	GO:0042995	ZFA:0001673	ZP:0017282	PATO:0002001
ZFA:0001056	GO:0030016	ZFA:0009115	ZP:0017335	PATO:0002001
ZFA:0001115	ZFA:0009000	ZFA:0000135	ZP:0017369	PATO:0002001
ZFA:0009154	GO:0001750	ZFA:0009154	ZP:0017426	PATO:0001999
ZFA:0009154	GO:0032391	ZFA:0009154	ZP:0017427	PATO:0002001
ZFA:0001094	GO:0044306	ZFA:0001314	ZP:0017474	PATO:0002000
ZFA:0000051	ZFA:0009168	ZFA:0000051	ZP:0017730	PATO:0002001
ZFA:0000051	ZFA:0009366	ZFA:0000051	ZP:0017731	PATO:0001905
ZFA:0000588	ZFA:0009168	ZFA:0000588	ZP:0017737	PATO:0002002
ZFA:0000588	ZFA:0009248	ZFA:0000588	ZP:0017738	PATO:0002001
