affected_entity_1_sub	affected_entity_1_super	defined_class	pato_id
ZFA:0009301	ZFA:0000633	ZP:0001214	PATO:0001997
GO:0043005	ZFA:0001083	ZP:0001215	PATO:0001997
ZFA:0009177	ZFA:0001176	ZP:0001217	PATO:0000411
ZFA:0000007	ZFA:0005091	ZP:0001221	PATO:0000595
GO:0043005	ZFA:0007024	ZP:0001222	PATO:0001997
ZFA:0001486	ZFA:0000051	ZP:0001240	PATO:0000051
GO:0031012	ZFA:0000115	ZP:0001245	PATO:0000025
GO:0045177	ZFA:0009306	ZP:0001261	PATO:0000599
GO:0005929	ZFA:0000001	ZP:0001267	PATO:0001906
ZFA:0009000	ZFA:0000152	ZP:0001276	PATO:0000937
GO:0001750	ZFA:0009127	ZP:0001279	PATO:0001617
GO:0005874	ZFA:0000084	ZP:0001288	PATO:0000060
GO:0005634	ZFA:0000088	ZP:0001289	PATO:0000051
ZFA:0001473	ZFA:0001175	ZP:0001292	PATO:0000052
ZFA:0001473	ZFA:0001175	ZP:0001293	PATO:0000619
ZFA:0009065	ZFA:0000014	ZP:0001295	PATO:0001997
ZFA:0009138	ZFA:0000117	ZP:0001297	PATO:0000304
GO:0030175	ZFA:0000152	ZP:0001299	PATO:0000470
ZFA:0009065	ZFA:0000477	ZP:0001300	PATO:0001997
ZFA:0009065	ZFA:0001285	ZP:0001302	PATO:0001997
ZFA:0009065	ZFA:0005025	ZP:0001307	PATO:0001997
BSPO:0000036	ZFA:0000029	ZP:0001348	PATO:0000638
GO:0005634	ZFA:0009256	ZP:0001357	PATO:0001501
GO:0005833	ZFA:0009256	ZP:0001358	PATO:0000462
GO:0030425	ZFA:0000175	ZP:0001368	PATO:0000414
GO:0030425	ZFA:0000175	ZP:0001369	PATO:0000574
ZFA:0009091	ZFA:0001114	ZP:0001370	PATO:0000470
GO:0048788	ZFA:0009154	ZP:0001372	PATO:0000574
GO:0048788	ZFA:0009318	ZP:0001373	PATO:0000051
GO:0005891	ZFA:0009367	ZP:0001375	PATO:0001672
GO:0048788	ZFA:0009367	ZP:0001376	PATO:0001997
ZFA:0009052	ZFA:0000008	ZP:0001379	PATO:0000470
ZFA:0009052	ZFA:0000075	ZP:0001381	PATO:0000470
GO:0005604	ZFA:0000107	ZP:0001403	PATO:0000051
GO:0005604	ZFA:0000107	ZP:0001404	PATO:0000937
ZFA:0009036	ZFA:0005046	ZP:0001424	PATO:0000937
GO:0005874	ZFA:0000084	ZP:0001429	PATO:0000592
GO:0005929	ZFA:0000150	ZP:0001444	PATO:0000613
BSPO:0000084	ZFA:0001094	ZP:0001466	PATO:0001450
ZFA:0009052	ZFA:0000075	ZP:0001472	PATO:0001624
GO:0030016	ZFA:0000155	ZP:0001490	PATO:0000141
GO:0030016	ZFA:0000155	ZP:0001491	PATO:0000647
GO:0030016	ZFA:0000155	ZP:0001492	PATO:0000937
GO:0030016	ZFA:0000155	ZP:0001493	PATO:0001407
GO:0042383	ZFA:0001056	ZP:0001500	PATO:0000937
ZFA:0005277	ZFA:0001056	ZP:0001501	PATO:0000639
ZFA:0009114	ZFA:0001056	ZP:0001502	PATO:0000639
ZFA:0009114	ZFA:0001056	ZP:0001503	PATO:0001444
ZFA:0009115	ZFA:0001056	ZP:0001504	PATO:0001997
ZFA:0009115	ZFA:0001056	ZP:0001505	PATO:0002037
ZFA:0009327	ZFA:0005277	ZP:0001516	PATO:0000467
ZFA:0009327	ZFA:0005277	ZP:0001517	PATO:0001629
GO:0005634	ZFA:0009115	ZP:0001522	PATO:0000628
GO:0005739	ZFA:0009115	ZP:0001523	PATO:0000330
GO:0005739	ZFA:0009115	ZP:0001524	PATO:0001444
GO:0030016	ZFA:0009115	ZP:0001525	PATO:0001580
ZFA:0009316	ZFA:0000009	ZP:0001536	PATO:0000470
ZFA:0009316	ZFA:0000009	ZP:0001537	PATO:0001997
GO:0005833	ZFA:0009256	ZP:0001540	PATO:0001997
GO:0030016	ZFA:0009316	ZP:0001545	PATO:0000937
ZFA:0009138	ZFA:0001065	ZP:0001557	PATO:0000304
ZFA:0009138	ZFA:0001065	ZP:0001558	PATO:0000629
ZFA:0009000	ZFA:0001135	ZP:0001561	PATO:0000628
GO:0030424	ZFA:0000295	ZP:0001569	PATO:0000140
GO:0030424	ZFA:0009125	ZP:0001574	PATO:0000629
ZFA:0009248	ZFA:0000823	ZP:0001577	PATO:0001997
ZFA:0009248	ZFA:0000948	ZP:0001578	PATO:0000470
GO:0005921	ZFA:0009315	ZP:0001583	PATO:0000470
GO:0005921	ZFA:0009315	ZP:0001584	PATO:0000587
GO:0005922	ZFA:0009315	ZP:0001585	PATO:0001509
BSPO:0000005	ZFA:0000086	ZP:0001592	PATO:0000700
ZFA:0009000	ZFA:0000086	ZP:0001593	PATO:0002334
ZFA:0009052	ZFA:0000664	ZP:0001612	PATO:0001997
ZFA:0009052	ZFA:0000697	ZP:0001613	PATO:0000462
ZFA:0009367	ZFA:0000940	ZP:0001622	PATO:0001997
GO:0005604	ZFA:0000135	ZP:0001635	PATO:0000592
GO:0005604	ZFA:0000135	ZP:0001636	PATO:0000937
GO:0005783	ZFA:0000135	ZP:0001638	PATO:0001851
GO:0005794	ZFA:0000135	ZP:0001639	PATO:0000141
ZFA:0009000	ZFA:0000135	ZP:0001640	PATO:0000141
GO:0042470	ZFA:0001115	ZP:0001643	PATO:0000462
GO:0042470	ZFA:0009091	ZP:0001644	PATO:0000462
GO:0005783	ZFA:0009114	ZP:0001645	PATO:0001851
GO:0005794	ZFA:0009114	ZP:0001646	PATO:0000141
GO:0030424	ZFA:0000320	ZP:0001662	PATO:0000574
GO:0030424	ZFA:0009052	ZP:0001663	PATO:0002285
ZFA:0009150	ZFA:0000075	ZP:0001674	PATO:0000638
GO:0005635	ZFA:0000473	ZP:0001677	PATO:0000052
GO:0005635	ZFA:0000473	ZP:0001678	PATO:0000941
GO:0005892	ZFA:0000473	ZP:0001679	PATO:0000140
GO:0016528	ZFA:0000473	ZP:0001680	PATO:0000941
GO:0030016	ZFA:0000473	ZP:0001681	PATO:0000574
GO:0030016	ZFA:0000473	ZP:0001682	PATO:0000937
ZFA:0009150	ZFA:0001135	ZP:0001684	PATO:0000638
GO:0030424	ZFA:0009052	ZP:0001685	PATO:0000587
GO:0030424	ZFA:0009052	ZP:0001686	PATO:0000592
GO:0005892	ZFA:0009114	ZP:0001687	PATO:0000587
GO:0005892	ZFA:0009114	ZP:0001688	PATO:0001997
GO:0032982	ZFA:0009116	ZP:0001689	PATO:0001997
GO:0030425	ZFA:0009150	ZP:0001690	PATO:0000574
GO:0030425	ZFA:0009150	ZP:0001691	PATO:0001997
BSPO:0000077	ZFA:0000150	ZP:0001699	PATO:0000574
BSPO:0000078	ZFA:0000150	ZP:0001700	PATO:0000573
GO:0030016	ZFA:0000301	ZP:0001703	PATO:0000937
BSPO:0000013	ZFA:0001114	ZP:0001706	PATO:0000574
BSPO:0000071	ZFA:0001559	ZP:0001711	PATO:0000574
GO:0043005	ZFA:0007001	ZP:0001737	PATO:0001919
GO:0043005	ZFA:0007001	ZP:0001738	PATO:0002118
GO:0030424	ZFA:0009125	ZP:0001739	PATO:0000140
GO:0030425	ZFA:0009239	ZP:0001748	PATO:0000628
GO:0030425	ZFA:0009239	ZP:0001749	PATO:0001997
ZFA:0009306	ZFA:0000152	ZP:0001776	PATO:0001769
BSPO:0000005	ZFA:0000640	ZP:0001779	PATO:0000141
GO:0030057	ZFA:0001683	ZP:0001782	PATO:0001997
GO:0005634	ZFA:0009011	ZP:0001785	PATO:0000140
GO:0048770	ZFA:0009241	ZP:0001787	PATO:0000628
GO:0005911	ZFA:0009306	ZP:0001790	PATO:0001444
ZFA:0001377	ZFA:0000038	ZP:0001799	PATO:0002099
ZFA:0009000	ZFA:0001317	ZP:0001801	PATO:0001997
ZFA:0009000	ZFA:0000135	ZP:0001820	PATO:0000937
BSPO:0000013	ZFA:0001094	ZP:0001826	PATO:0000969
BSPO:0001001	ZFA:0001094	ZP:0001827	PATO:0000573
ZFA:0000135	ZFA:0001117	ZP:0001829	PATO:0001910
ZFA:0009084	ZFA:0001205	ZP:0001831	PATO:0000937
ZFA:0009084	ZFA:0001400	ZP:0001832	PATO:0000937
GO:0031012	ZFA:0001458	ZP:0001834	PATO:0000025
ZFA:0009052	ZFA:0000075	ZP:0001845	PATO:0000628
ZFA:0009276	ZFA:0000075	ZP:0001846	PATO:0000470
ZFA:0009276	ZFA:0000075	ZP:0001847	PATO:0000628
GO:0005929	ZFA:0000151	ZP:0001848	PATO:0000470
ZFA:0005242	ZFA:0000151	ZP:0001849	PATO:0000470
GO:0043292	ZFA:0000563	ZP:0001850	PATO:0000646
GO:0005884	ZFA:0001161	ZP:0001851	PATO:0000628
BSPO:0000013	ZFA:0000051	ZP:0001854	PATO:0000574
ZFA:0009366	ZFA:0000566	ZP:0001857	PATO:0000462
ZFA:0009366	ZFA:0000619	ZP:0001858	PATO:0000462
ZFA:0009034	ZFA:0000051	ZP:0001880	PATO:0000638
ZFA:0009366	ZFA:0000051	ZP:0001881	PATO:0000470
GO:0030424	ZFA:0000175	ZP:0001885	PATO:0001997
GO:0034706	ZFA:0000175	ZP:0001886	PATO:0000616
GO:0034706	ZFA:0000175	ZP:0001887	PATO:0001154
GO:0034706	ZFA:0000175	ZP:0001888	PATO:0001567
GO:0034706	ZFA:0000175	ZP:0001889	PATO:0001997
GO:0043209	ZFA:0000175	ZP:0001890	PATO:0000462
ZFA:0009135	ZFA:0000175	ZP:0001891	PATO:0000462
ZFA:0009366	ZFA:0000386	ZP:0001901	PATO:0000628
ZFA:0009366	ZFA:0000566	ZP:0001907	PATO:0000470
ZFA:0009248	ZFA:0000588	ZP:0001908	PATO:0000638
ZFA:0009366	ZFA:0000619	ZP:0001909	PATO:0000470
ZFA:0009073	ZFA:0000944	ZP:0001911	PATO:0000462
ZFA:0009090	ZFA:0001114	ZP:0001913	PATO:0000462
ZFA:0009090	ZFA:0001115	ZP:0001914	PATO:0000462
ZFA:0009249	ZFA:0001117	ZP:0001915	PATO:0001997
ZFA:0009073	ZFA:0001155	ZP:0001916	PATO:0001997
ZFA:0009248	ZFA:0001155	ZP:0001917	PATO:0000462
GO:0030424	ZFA:0009052	ZP:0001922	PATO:0000141
GO:0030424	ZFA:0009052	ZP:0001923	PATO:0001959
GO:0030175	ZFA:0009073	ZP:0001925	PATO:0000303
GO:0030175	ZFA:0009073	ZP:0001926	PATO:0000573
GO:0030141	ZFA:0009151	ZP:0001936	PATO:0000587
GO:0030141	ZFA:0009151	ZP:0001937	PATO:0001997
ZFA:0009248	ZFA:0000142	ZP:0001951	PATO:0001566
ZFA:0009248	ZFA:0000200	ZP:0001954	PATO:0001997
ZFA:0009061	ZFA:0000539	ZP:0001956	PATO:0000462
ZFA:0009061	ZFA:0000545	ZP:0001957	PATO:0000462
ZFA:0009102	ZFA:0000140	ZP:0002011	PATO:0001630
ZFA:0005604	ZFA:0001052	ZP:0002012	PATO:0000628
ZFA:0005604	ZFA:0001052	ZP:0002013	PATO:0001997
GO:0030175	ZFA:0009139	ZP:0002023	PATO:0001997
GO:0030424	ZFA:0009150	ZP:0002064	PATO:0002396
GO:0030424	ZFA:0009150	ZP:0002065	PATO:0002438
ZFA:0009019	ZFA:0000152	ZP:0002073	PATO:0002100
BSPO:0000013	ZFA:0000029	ZP:0002076	PATO:0000574
BSPO:0000071	ZFA:0000029	ZP:0002077	PATO:0000587
ZFA:0009141	ZFA:0000094	ZP:0002092	PATO:0001997
ZFA:0001681	ZFA:0000445	ZP:0002094	PATO:0001562
ZFA:0009248	ZFA:0001064	ZP:0002107	PATO:0002264
ZFA:0009138	ZFA:0000117	ZP:0002138	PATO:0000060
ZFA:0009138	ZFA:0000117	ZP:0002139	PATO:0000303
ZFA:0009138	ZFA:0000117	ZP:0002140	PATO:0001488
ZFA:0000017	ZFA:0001058	ZP:0002150	PATO:0001928
ZFA:0009367	ZFA:0001470	ZP:0002162	PATO:0001997
GO:0030027	ZFA:0009138	ZP:0002168	PATO:0000573
ZFA:0009316	ZFA:0000009	ZP:0002175	PATO:0001691
ZFA:0009084	ZFA:0001205	ZP:0002177	PATO:0000587
GO:0030424	ZFA:0000206	ZP:0002189	PATO:0000574
GO:0030424	ZFA:0001365	ZP:0002191	PATO:0000574
GO:0005856	ZFA:0009052	ZP:0002192	PATO:0000937
GO:0030424	ZFA:0009052	ZP:0002193	PATO:0002286
GO:0005874	ZFA:0009149	ZP:0002194	PATO:0001997
GO:0015630	ZFA:0009149	ZP:0002195	PATO:0001790
ZFA:0005227	ZFA:0001157	ZP:0002211	PATO:0000051
ZFA:0000003	ZFA:0000155	ZP:0002216	PATO:0001997
GO:0030424	ZFA:0005179	ZP:0002226	PATO:0000330
GO:0030424	ZFA:0005179	ZP:0002227	PATO:0000574
GO:0030424	ZFA:0009243	ZP:0002228	PATO:0000330
GO:0030424	ZFA:0009243	ZP:0002229	PATO:0000470
GO:0030424	ZFA:0009243	ZP:0002230	PATO:0000574
ZFA:0001486	ZFA:0000161	ZP:0002236	PATO:0000051
ZFA:0009038	ZFA:0000161	ZP:0002237	PATO:0000411
ZFA:0009248	ZFA:0000197	ZP:0002243	PATO:0000060
BSPO:0000013	ZFA:0001094	ZP:0002247	PATO:0001468
GO:0031012	ZFA:0001227	ZP:0002249	PATO:0001609
ZFA:0009084	ZFA:0001227	ZP:0002250	PATO:0001396
GO:0005911	ZFA:0009038	ZP:0002252	PATO:0001997
GO:0005783	ZFA:0009084	ZP:0002253	PATO:0000596
GO:0031941	ZFA:0009306	ZP:0002254	PATO:0001997
GO:0005773	ZFA:0000135	ZP:0002262	PATO:0001444
ZFA:0009091	ZFA:0005220	ZP:0002267	PATO:0001354
GO:0001750	ZFA:0009154	ZP:0002271	PATO:0000587
GO:0005694	ZFA:0000142	ZP:0002274	PATO:0000070
ZFA:0007009	ZFA:0000142	ZP:0002288	PATO:0002011
ZFA:0009034	ZFA:0001078	ZP:0002301	PATO:0001997
GO:0005581	ZFA:0001458	ZP:0002324	PATO:0000051
GO:0005584	ZFA:0001458	ZP:0002325	PATO:0001997
GO:0005585	ZFA:0001458	ZP:0002326	PATO:0001997
GO:0005589	ZFA:0001458	ZP:0002327	PATO:0000462
ZFA:0009084	ZFA:0001460	ZP:0002331	PATO:0000411
ZFA:0009084	ZFA:0001460	ZP:0002332	PATO:0000937
ZFA:0001463	ZFA:0000084	ZP:0002337	PATO:0000462
ZFA:0009000	ZFA:0000112	ZP:0002339	PATO:0000470
BSPO:0000071	ZFA:0000135	ZP:0002340	PATO:0000600
ZFA:0009000	ZFA:0000152	ZP:0002343	PATO:0000638
ZFA:0009248	ZFA:0000588	ZP:0002345	PATO:0001997
ZFA:0009023	ZFA:0001077	ZP:0002346	PATO:0000462
ZFA:0009165	ZFA:0001117	ZP:0002349	PATO:0000467
ZFA:0009091	ZFA:0001463	ZP:0002353	PATO:0001997
ZFA:0009014	ZFA:0005028	ZP:0002354	PATO:0000462
GO:0005773	ZFA:0000135	ZP:0002362	PATO:0000937
GO:0000922	ZFA:0000098	ZP:0002366	PATO:0000470
GO:0005583	ZFA:0001458	ZP:0002372	PATO:0000462
GO:0005585	ZFA:0001458	ZP:0002373	PATO:0000462
GO:0031012	ZFA:0001458	ZP:0002374	PATO:0000587
ZFA:0009084	ZFA:0001460	ZP:0002377	PATO:0000619
GO:0005583	ZFA:0009084	ZP:0002384	PATO:0001997
GO:0005886	ZFA:0009084	ZP:0002385	PATO:0000701
GO:0031012	ZFA:0009084	ZP:0002386	PATO:0001485
GO:0031012	ZFA:0009084	ZP:0002387	PATO:0002058
GO:0031253	ZFA:0009084	ZP:0002388	PATO:0000462
ZFA:0009248	ZFA:0001114	ZP:0002409	PATO:0000638
GO:0000930	ZFA:0009000	ZP:0002411	PATO:0000628
GO:0005819	ZFA:0009000	ZP:0002412	PATO:0000937
GO:0031616	ZFA:0009000	ZP:0002413	PATO:0000462
