affected_entity_1_sub	affected_entity_1_super	defined_class	pato_id
GO:0031101	ZFA:0001058	ZP:0021918	PATO:0002304
GO:0051938	ZFA:0000008	ZP:0021925	PATO:0001507
GO:0006809	ZFA:0000135	ZP:0021927	PATO:0002051
GO:0006809	ZFA:0000184	ZP:0021929	PATO:0002051
GO:0030316	ZFA:0000277	ZP:0021930	PATO:0002052
GO:0006954	ZFA:0000075	ZP:0021934	PATO:0002051
GO:0006915	ZFA:0000339	ZP:0021937	PATO:0002051
GO:0030282	ZFA:0000277	ZP:0021958	PATO:0000502
GO:0008283	ZFA:0005125	ZP:0021967	PATO:0002051
GO:0008283	ZFA:0005256	ZP:0021968	PATO:0002051
GO:0008283	ZFA:0009236	ZP:0021974	PATO:0002051
GO:0001886	ZFA:0000014	ZP:0021981	PATO:0002302
GO:0001525	ZFA:0005046	ZP:0021985	PATO:0002052
GO:0001525	ZFA:0000112	ZP:0021986	PATO:0002052
GO:0001837	ZFA:0005057	ZP:0022007	PATO:0002052
GO:0001837	ZFA:0005147	ZP:0022008	PATO:0002052
GO:0030509	ZFA:0000149	ZP:0022022	PATO:0002052
GO:0030509	ZFA:0000009	ZP:0022025	PATO:0002051
GO:0030509	ZFA:0000471	ZP:0022026	PATO:0002051
GO:0030509	ZFA:0000115	ZP:0022028	PATO:0002052
GO:0030509	ZFA:0000028	ZP:0022030	PATO:0002052
GO:0030509	ZFA:0000360	ZP:0022031	PATO:0002052
GO:0006915	ZFA:0000079	ZP:0022034	PATO:0000057
GO:0071679	ZFA:0001108	ZP:0022035	PATO:0000057
GO:0071679	ZFA:0005877	ZP:0022036	PATO:0001236
GO:0071679	ZFA:0005877	ZP:0022038	PATO:0002304
GO:0008283	ZFA:0000036	ZP:0022045	PATO:0001236
GO:0008283	ZFA:0000040	ZP:0022046	PATO:0001236
GO:0008283	ZFA:0000040	ZP:0022047	PATO:0002304
GO:0008283	ZFA:0009280	ZP:0022050	PATO:0002051
GO:0001568	ZFA:0000014	ZP:0022059	PATO:0001236
GO:0001568	ZFA:0000477	ZP:0022060	PATO:0001236
GO:0060038	ZFA:0000009	ZP:0022063	PATO:0002052
GO:0008152	ZFA:0001094	ZP:0022069	PATO:0001236
GO:0008283	ZFA:0001114	ZP:0022077	PATO:0000057
GO:0000278	ZFA:0000077	ZP:0022107	PATO:0002051
GO:0008283	ZFA:0009111	ZP:0022121	PATO:0002051
GO:0061337	ZFA:0000009	ZP:0022139	PATO:0002472
GO:0061337	ZFA:0000471	ZP:0022140	PATO:0002472
GO:0001508	ZFA:0001374	ZP:0022141	PATO:0000498
GO:0001508	ZFA:0005061	ZP:0022142	PATO:0000498
GO:0006915	ZFA:0000094	ZP:0022148	PATO:0001236
GO:0031099	ZFA:0000009	ZP:0022149	PATO:0002302
GO:0006914	ZFA:0000094	ZP:0022153	PATO:0002051
GO:0006915	ZFA:0009354	ZP:0022156	PATO:0002304
GO:0002040	ZFA:0001285	ZP:0022158	PATO:0000297
GO:0001570	ZFA:0001073	ZP:0022160	PATO:0001236
GO:0002283	ZFA:0000135	ZP:0022162	PATO:0002052
GO:0031099	ZFA:0001314	ZP:0022164	PATO:0002302
GO:0031103	ZFA:0009238	ZP:0022165	PATO:0002302
GO:0031103	ZFA:0000944	ZP:0022166	PATO:0002302
GO:0031099	ZFA:0009111	ZP:0022172	PATO:0002052
GO:0008283	ZFA:0009014	ZP:0022175	PATO:0002304
GO:0008283	ZFA:0009316	ZP:0022188	PATO:0001236
GO:0035088	ZFA:0000150	ZP:0022203	PATO:0001236
GO:0031101	ZFA:0009031	ZP:0022204	PATO:0001236
GO:0008219	ZFA:0000075	ZP:0022210	PATO:0000057
GO:0014003	ZFA:0000075	ZP:0022217	PATO:0000057
GO:0035089	ZFA:0009036	ZP:0022219	PATO:0001236
GO:0008283	ZFA:0000094	ZP:0022227	PATO:0001507
GO:0031101	ZFA:0001058	ZP:0022238	PATO:0001433
GO:0030282	ZFA:0001216	ZP:0022239	PATO:0001236
GO:0008015	ZFA:0005314	ZP:0022240	PATO:0001236
GO:0006309	ZFA:0000088	ZP:0022242	PATO:0002051
GO:0008283	ZFA:0005740	ZP:0022261	PATO:0002304
GO:0002042	ZFA:0009303	ZP:0022262	PATO:0000297
GO:0002063	ZFA:0005859	ZP:0022266	PATO:0002304
GO:0002063	ZFA:0005860	ZP:0022267	PATO:0002304
GO:0042246	ZFA:0001319	ZP:0022273	PATO:0001236
GO:0001957	ZFA:0000250	ZP:0022284	PATO:0002302
GO:0001957	ZFA:0000476	ZP:0022285	PATO:0002302
GO:0001957	ZFA:0000561	ZP:0022286	PATO:0002302
GO:0036073	ZFA:0000578	ZP:0022287	PATO:0002302
GO:0036073	ZFA:0000672	ZP:0022288	PATO:0002302
GO:0036073	ZFA:0001239	ZP:0022289	PATO:0002302
GO:0008283	ZFA:0000075	ZP:0022308	PATO:0002304
GO:0006915	ZFA:0009150	ZP:0022313	PATO:0001236
GO:0008283	ZFA:0009102	ZP:0022336	PATO:0001236
GO:0003351	ZFA:0000075	ZP:0022341	PATO:0000057
GO:0008219	ZFA:0000094	ZP:0022348	PATO:0001236
GO:0008283	ZFA:0009014	ZP:0022349	PATO:0001236
GO:0031103	ZFA:0009310	ZP:0022351	PATO:0002052
GO:0031101	ZFA:0005634	ZP:0022365	PATO:0000694
GO:0033334	ZFA:0005634	ZP:0022366	PATO:0000694
GO:0042593	ZFA:0000007	ZP:0022368	PATO:0001236
GO:0040007	ZFA:0001094	ZP:0022369	PATO:0000161
GO:0021554	ZFA:0000137	ZP:0022376	PATO:0001236
GO:0030182	ZFA:0009310	ZP:0022377	PATO:0000502
GO:0021554	ZFA:0000137	ZP:0022389	PATO:0000297
GO:0021631	ZFA:0000137	ZP:0022390	PATO:0000297
GO:0006915	ZFA:0009285	ZP:0022392	PATO:0002051
GO:0006915	ZFA:0000107	ZP:0022403	PATO:0001236
GO:0006754	ZFA:0009275	ZP:0022409	PATO:0002051
GO:0098990	ZFA:0009149	ZP:0022411	PATO:0001309
GO:0097113	ZFA:0000029	ZP:0022413	PATO:0000057
GO:0098990	ZFA:0009149	ZP:0022414	PATO:0002016
GO:0072554	ZFA:0005009	ZP:0022422	PATO:0000297
GO:0043542	ZFA:0005003	ZP:0022423	PATO:0001236
GO:0006915	ZFA:0009354	ZP:0022434	PATO:0002051
GO:0002432	ZFA:0009141	ZP:0022438	PATO:0001236
GO:0035329	ZFA:0000107	ZP:0022451	PATO:0002051
GO:0035329	ZFA:0009091	ZP:0022452	PATO:0002051
GO:0070371	ZFA:0000107	ZP:0022453	PATO:0002051
GO:0070371	ZFA:0009091	ZP:0022454	PATO:0002051
GO:0006915	ZFA:0001202	ZP:0022477	PATO:0001236
GO:0006915	ZFA:0000152	ZP:0022478	PATO:0001236
GO:0060080	ZFA:0009243	ZP:0022486	PATO:0002051
GO:0003011	ZFA:0000473	ZP:0022495	PATO:0000381
GO:0003011	ZFA:0000473	ZP:0022496	PATO:0000044
GO:0043473	ZFA:0000368	ZP:0022510	PATO:0001236
GO:0007528	ZFA:0005277	ZP:0022519	PATO:0001236
GO:0033292	ZFA:0009115	ZP:0022526	PATO:0001236
GO:1990798	ZFA:0009134	ZP:0022531	PATO:0000912
GO:0050954	ZFA:0000175	ZP:0022536	PATO:0001236
GO:0050954	ZFA:0000940	ZP:0022537	PATO:0001236
GO:0099054	ZFA:0009367	ZP:0022546	PATO:0002302
GO:0030282	ZFA:0001269	ZP:0022549	PATO:0002052
GO:0008283	ZFA:0001114	ZP:0022551	PATO:0001492
GO:0008283	ZFA:0005147	ZP:0022572	PATO:0002051
GO:0031099	ZFA:0000114	ZP:0022573	PATO:0000912
GO:0002040	ZFA:0005017	ZP:0022598	PATO:0000502
GO:0002040	ZFA:0005017	ZP:0022599	PATO:0001236
GO:0048665	ZFA:0001360	ZP:0022605	PATO:0000057
GO:0009165	ZFA:0000123	ZP:0022625	PATO:0002051
GO:0016055	ZFA:0001315	ZP:0022627	PATO:0002052
GO:0001503	ZFA:0000863	ZP:0022629	PATO:0000502
GO:0001568	ZFA:0001306	ZP:0022646	PATO:0001236
GO:0001568	ZFA:0005024	ZP:0022647	PATO:0001236
GO:0006915	ZFA:0005830	ZP:0022653	PATO:0001236
GO:1905517	ZFA:0001261	ZP:0022655	PATO:0002052
GO:0098957	ZFA:0009301	ZP:0022666	PATO:0001236
GO:0098958	ZFA:0009301	ZP:0022667	PATO:0001236
GO:0007049	ZFA:0009102	ZP:0022668	PATO:0002051
GO:0031099	ZFA:0009102	ZP:0022669	PATO:0002051
GO:0035282	ZFA:0001559	ZP:0022685	PATO:0001236
GO:0030198	ZFA:0001462	ZP:0022686	PATO:0001507
GO:0031099	ZFA:0009102	ZP:0022692	PATO:0000911
GO:0031099	ZFA:0009102	ZP:0022693	PATO:0000161
GO:0010842	ZFA:0001329	ZP:0022696	PATO:0002052
GO:1990138	ZFA:0009255	ZP:0022697	PATO:0001236
GO:0031099	ZFA:0009102	ZP:0022708	PATO:0000912
GO:0022008	ZFA:0000008	ZP:0022717	PATO:0000057
GO:0036445	ZFA:0000505	ZP:0022738	PATO:0002051
GO:0072089	ZFA:0000505	ZP:0022739	PATO:0002051
GO:0006955	ZFA:0009141	ZP:0022742	PATO:0001236
GO:0009617	ZFA:0009141	ZP:0022743	PATO:0001236
GO:0000088	ZFA:0009000	ZP:0022745	PATO:0000297
GO:0000089	ZFA:0009000	ZP:0022746	PATO:0000297
GO:0097719	ZFA:0001479	ZP:0022750	PATO:0002304
GO:0071433	ZFA:0009114	ZP:0022752	PATO:0001236
GO:0008283	ZFA:0000112	ZP:0022759	PATO:0001236
GO:0014009	ZFA:0005147	ZP:0022760	PATO:0001997
GO:0031103	ZFA:0000075	ZP:0022761	PATO:0002052
GO:0001837	ZFA:0000051	ZP:0022763	PATO:0002051
GO:0007405	ZFA:0000588	ZP:0022764	PATO:0002052
GO:0014009	ZFA:0005147	ZP:0022768	PATO:0000470
GO:0031099	ZFA:0000075	ZP:0022769	PATO:0002304
GO:0031103	ZFA:0000075	ZP:0022770	PATO:0002051
GO:0045198	ZFA:0000121	ZP:0022779	PATO:0001236
GO:0045175	ZFA:0009158	ZP:0022786	PATO:0001507
GO:0007155	ZFA:0000105	ZP:0022796	PATO:0001507
GO:0043652	ZFA:0000008	ZP:0022808	PATO:0001236
GO:0060976	ZFA:0005147	ZP:0022809	PATO:0000502
GO:0031103	ZFA:0001691	ZP:0022822	PATO:0002302
GO:0006915	ZFA:0000403	ZP:0022834	PATO:0002051
GO:0090601	ZFA:0000035	ZP:0022848	PATO:0000057
GO:0006915	ZFA:0000028	ZP:0022864	PATO:0000057
GO:0008283	ZFA:0000028	ZP:0022865	PATO:0000057
GO:0008283	ZFA:0009316	ZP:0022867	PATO:0002051
GO:0006915	ZFA:0001464	ZP:0022868	PATO:0000057
GO:0097084	ZFA:0000014	ZP:0022872	PATO:0002302
GO:0006915	ZFA:0000143	ZP:0022873	PATO:0000057
GO:0006915	ZFA:0007091	ZP:0022887	PATO:0001236
GO:0060271	ZFA:0009154	ZP:0022897	PATO:0001236
GO:0035845	ZFA:0009275	ZP:0022901	PATO:0001236
GO:0007411	ZFA:0005175	ZP:0022904	PATO:0001236
GO:0007274	ZFA:0009117	ZP:0022905	PATO:0001236
GO:0007528	ZFA:0009117	ZP:0022906	PATO:0001236
GO:0008283	ZFA:0000079	ZP:0022921	PATO:0002051
GO:0021953	ZFA:0000206	ZP:0022923	PATO:0001236
GO:0001945	ZFA:0005110	ZP:0022929	PATO:0000057
GO:0001945	ZFA:0005605	ZP:0022933	PATO:0000057
GO:0048846	ZFA:0005877	ZP:0022936	PATO:0000057
GO:0007528	ZFA:0001056	ZP:0022951	PATO:0001236
GO:0043277	ZFA:0000008	ZP:0022961	PATO:0001236
GO:0043277	ZFA:0000008	ZP:0022962	PATO:0015003
GO:0043654	ZFA:0000008	ZP:0022963	PATO:0000498
GO:0090387	ZFA:0000008	ZP:0022964	PATO:0001236
GO:0043652	ZFA:0000008	ZP:0022965	PATO:0000498
GO:0043652	ZFA:0000008	ZP:0022966	PATO:0015003
GO:0090387	ZFA:0000008	ZP:0022967	PATO:0000498
GO:0006915	ZFA:0000008	ZP:0022968	PATO:0002052
GO:0001944	ZFA:0000008	ZP:0022969	PATO:0001236
GO:0048246	ZFA:0000008	ZP:0022970	PATO:0002051
GO:0043403	ZFA:0000383	ZP:0022975	PATO:0002302
GO:0008283	ZFA:0009316	ZP:0022983	PATO:0002052
GO:0060038	ZFA:0005147	ZP:0022984	PATO:0002052
GO:0060976	ZFA:0005147	ZP:0022985	PATO:0002052
GO:0060048	ZFA:0000009	ZP:0022988	PATO:0002016
GO:0060048	ZFA:0000009	ZP:0022991	PATO:0000381
GO:0003383	ZFA:0009316	ZP:0022993	PATO:0002052
GO:0003208	ZFA:0000009	ZP:0022995	PATO:0001236
GO:0003208	ZFA:0000009	ZP:0022996	PATO:0002302
GO:0003151	ZFA:0000173	ZP:0023003	PATO:0002302
GO:0060974	ZFA:0000009	ZP:0023007	PATO:0002302
GO:0030010	ZFA:0000009	ZP:0023012	PATO:0002302
GO:0045162	ZFA:0000175	ZP:0023017	PATO:0002302
GO:0006915	ZFA:0009285	ZP:0023042	PATO:0002304
GO:0008283	ZFA:0001306	ZP:0023047	PATO:0000161
GO:0008283	ZFA:0001460	ZP:0023048	PATO:0000161
GO:0050974	ZFA:0000940	ZP:0023059	PATO:0002302
GO:0007155	ZFA:0009303	ZP:0023062	PATO:0015003
GO:0001568	ZFA:0005025	ZP:0023065	PATO:0000502
GO:0030282	ZFA:0001559	ZP:0023070	PATO:0001236
GO:0033554	ZFA:0009248	ZP:0023076	PATO:0002051
GO:0016055	ZFA:0000008	ZP:0023096	PATO:0000057
GO:0042060	ZFA:0005277	ZP:0023106	PATO:0002051
GO:0120029	ZFA:0000368	ZP:0100004	PATO:0000057
GO:0120029	ZFA:0000368	ZP:0100005	PATO:0002051
GO:0006914	ZFA:0000150	ZP:0100017	PATO:0002052
GO:0006915	ZFA:0000033	ZP:0100026	PATO:0000057
GO:0008283	ZFA:0000033	ZP:0100027	PATO:0002051
GO:0006915	ZFA:0000217	ZP:0100068	PATO:0002051
GO:0006915	ZFA:0001161	ZP:0100069	PATO:0002051
GO:0008283	ZFA:0005290	ZP:0100080	PATO:0000057
GO:0008283	ZFA:0005291	ZP:0100081	PATO:0000057
GO:0006915	ZFA:0001094	ZP:0100092	PATO:0000381
GO:0014866	ZFA:0005277	ZP:0100129	PATO:0002052
GO:0030593	ZFA:0000076	ZP:0100135	PATO:0002051
GO:0003351	ZFA:0000130	ZP:0100143	PATO:0000297
GO:0000423	ZFA:0005237	ZP:0100148	PATO:0000694
GO:0000423	ZFA:0005237	ZP:0100149	PATO:0002051
GO:0042541	ZFA:0009256	ZP:0100154	PATO:0002052
GO:0090075	ZFA:0000473	ZP:0100166	PATO:0000498
GO:0007585	ZFA:0001094	ZP:0100176	PATO:0001236
GO:0006954	ZFA:0009115	ZP:0100198	PATO:0002051
GO:0007219	ZFA:0000152	ZP:0100205	PATO:0002051
GO:0031099	ZFA:0009262	ZP:0100210	PATO:0002052
GO:0031099	ZFA:0009275	ZP:0100211	PATO:0002052
GO:0120029	ZFA:0000368	ZP:0100231	PATO:0002052
GO:0006915	ZFA:0000045	ZP:0100253	PATO:0002051
GO:0008283	ZFA:0000045	ZP:0100254	PATO:0002052
GO:0006915	ZFA:0000079	ZP:0100262	PATO:0002051
GO:0006915	ZFA:0000101	ZP:0100263	PATO:0002051
GO:0008283	ZFA:0001558	ZP:0100269	PATO:0002051
GO:1903008	ZFA:0001567	ZP:0100277	PATO:0002052
GO:0008090	ZFA:0009150	ZP:0100279	PATO:0002051
GO:0030010	ZFA:0009288	ZP:0100313	PATO:0002052
GO:0051453	ZFA:0009288	ZP:0100314	PATO:0001236
GO:0001946	ZFA:0009395	ZP:0100317	PATO:0002052
GO:0001946	ZFA:0005110	ZP:0100318	PATO:0002052
GO:0008219	ZFA:0000123	ZP:0100319	PATO:0002051
GO:0007411	ZFA:0000046	ZP:0100321	PATO:0001507
GO:0006897	ZFA:0009367	ZP:0100338	PATO:0002302
GO:0042073	ZFA:0009367	ZP:0100340	PATO:0002302
GO:0060271	ZFA:0009367	ZP:0100341	PATO:0002302
GO:0008283	ZFA:0001558	ZP:0100352	PATO:0002052
GO:0032475	ZFA:0000700	ZP:0100357	PATO:0000297
GO:0060114	ZFA:0000030	ZP:0100358	PATO:0000057
GO:0032475	ZFA:0000374	ZP:0100362	PATO:0000057
GO:0032475	ZFA:0000428	ZP:0100363	PATO:0000057
GO:0032475	ZFA:0000700	ZP:0100366	PATO:0000502
GO:0022010	ZFA:0000075	ZP:0100386	PATO:0000057
GO:0008283	ZFA:0000112	ZP:0100388	PATO:0002051
GO:0007409	ZFA:0009244	ZP:0100399	PATO:0001507
GO:0007411	ZFA:0000247	ZP:0100416	PATO:0001236
GO:0007411	ZFA:0001391	ZP:0100417	PATO:0001236
GO:0006915	ZFA:0009367	ZP:0100459	PATO:0002051
GO:0031099	ZFA:0001617	ZP:0100461	PATO:0001236
GO:0031099	ZFA:0009366	ZP:0100462	PATO:0001236
GO:0006915	ZFA:0001319	ZP:0100466	PATO:0002051
GO:0006915	ZFA:0009139	ZP:0100467	PATO:0001236
GO:0030282	ZFA:0000184	ZP:0100474	PATO:0002051
GO:0030282	ZFA:0001205	ZP:0100475	PATO:0002051
GO:0030282	ZFA:0001272	ZP:0100476	PATO:0002051
GO:0006954	ZFA:0009111	ZP:0100477	PATO:0002304
GO:0042246	ZFA:0001466	ZP:0100492	PATO:0002302
GO:0048675	ZFA:0009052	ZP:0100498	PATO:0001507
GO:0019226	ZFA:0000008	ZP:0100501	PATO:0002051
GO:0006915	ZFA:0001269	ZP:0100512	PATO:0000057
GO:0008283	ZFA:0009102	ZP:0100513	PATO:0002052
GO:0042593	ZFA:0001094	ZP:0100514	PATO:0002302
GO:0097475	ZFA:0000206	ZP:0100534	PATO:0000297
GO:0097475	ZFA:0000206	ZP:0100537	PATO:0002052
GO:0031101	ZFA:0005424	ZP:0100568	PATO:0000912
GO:0031101	ZFA:0005424	ZP:0100569	PATO:0015004
GO:0006914	ZFA:0000150	ZP:0100576	PATO:0002051
GO:0006915	ZFA:0001338	ZP:0100597	PATO:0001236
GO:0008283	ZFA:0000706	ZP:0100598	PATO:0001236
GO:0008283	ZFA:0001076	ZP:0100599	PATO:0002304
GO:0008283	ZFA:0001323	ZP:0100600	PATO:0002304
GO:0006915	ZFA:0001269	ZP:0100603	PATO:0002051
GO:0030593	ZFA:0001269	ZP:0100604	PATO:0000057
GO:0045321	ZFA:0000114	ZP:0100609	PATO:0002051
GO:0030282	ZFA:0001269	ZP:0100619	PATO:0000057
GO:0030282	ZFA:0000250	ZP:0100627	PATO:0001236
GO:0030282	ZFA:0000250	ZP:0100628	PATO:0002304
GO:0090130	ZFA:0000121	ZP:0100630	PATO:0002052
GO:0090130	ZFA:0000121	ZP:0100631	PATO:0002302
GO:0014866	ZFA:0009116	ZP:0100633	PATO:0002302
GO:0000226	ZFA:0000084	ZP:0100638	PATO:0001236
GO:0001578	ZFA:0000084	ZP:0100639	PATO:0001236
GO:0046785	ZFA:0000084	ZP:0100642	PATO:0001236
GO:0006915	ZFA:0005277	ZP:0100671	PATO:0002051
GO:0001503	ZFA:0000126	ZP:0100696	PATO:0000502
GO:0008283	ZFA:0001202	ZP:0100704	PATO:0002052
GO:0030282	ZFA:0000126	ZP:0100705	PATO:0002304
GO:0030282	ZFA:0000519	ZP:0100706	PATO:0002304
GO:0030282	ZFA:0001066	ZP:0100707	PATO:0002304
GO:0000165	ZFA:0009076	ZP:0100726	PATO:0002052
GO:0120029	ZFA:0000368	ZP:0100759	PATO:0002302
GO:0120029	ZFA:0000368	ZP:0100760	PATO:0002304
GO:0120029	ZFA:0005327	ZP:0100762	PATO:0002304
GO:0120029	ZFA:0005323	ZP:0100763	PATO:0002304
GO:0019226	ZFA:0000008	ZP:0100788	PATO:0000057
GO:0008219	ZFA:0000012	ZP:0100800	PATO:0002051
GO:0006816	ZFA:0009316	ZP:0100802	PATO:0001236
GO:0008219	ZFA:0000114	ZP:0100803	PATO:0002051
GO:0006914	ZFA:0005145	ZP:0100814	PATO:0000057
GO:0006914	ZFA:0005145	ZP:0100815	PATO:0002051
GO:0019835	ZFA:0009111	ZP:0100816	PATO:0002051
GO:0008219	ZFA:0001269	ZP:0100827	PATO:0002051
GO:0006915	ZFA:0000505	ZP:0100879	PATO:0002051
GO:0048668	ZFA:0009052	ZP:0100883	PATO:0001507
GO:0006915	ZFA:0005060	ZP:0100894	PATO:0002051
GO:0006954	ZFA:0000009	ZP:0100895	PATO:0002051
GO:0008283	ZFA:0005060	ZP:0100896	PATO:0002051
GO:0030282	ZFA:0000737	ZP:0100907	PATO:0001507
GO:0030282	ZFA:0000737	ZP:0100908	PATO:0002304
GO:0008283	ZFA:0001596	ZP:0100941	PATO:0002052
GO:0016477	ZFA:0001596	ZP:0100942	PATO:0002052
GO:0008283	ZFA:0001078	ZP:0100947	PATO:0002302
GO:0006915	ZFA:0001078	ZP:0100948	PATO:0002304
GO:0006915	ZFA:0000056	ZP:0100951	PATO:0001236
GO:0008283	ZFA:0000056	ZP:0100952	PATO:0002302
GO:0001508	ZFA:0000109	ZP:0100973	PATO:0002051
GO:0001508	ZFA:0000445	ZP:0100974	PATO:0002051
GO:0006629	ZFA:0000123	ZP:0100982	PATO:0001507
GO:0007219	ZFA:0000152	ZP:0101002	PATO:0000297
GO:0008219	ZFA:0009127	ZP:0101004	PATO:0002051
GO:0051899	ZFA:0000778	ZP:0101025	PATO:0000381
GO:0051899	ZFA:0009052	ZP:0101026	PATO:0000381
GO:0043403	ZFA:0005277	ZP:0101039	PATO:0002052
GO:0016042	ZFA:0000008	ZP:0101046	PATO:0002302
GO:0008283	ZFA:0009007	ZP:0101063	PATO:0002051
GO:0008283	ZFA:0009133	ZP:0101064	PATO:0002051
GO:1903673	ZFA:0001175	ZP:0101079	PATO:0001236
GO:0042063	ZFA:0000075	ZP:0101083	PATO:0002052
GO:0048677	ZFA:0000075	ZP:0101085	PATO:0000912
GO:0048677	ZFA:0000075	ZP:0101086	PATO:0015004
GO:0031099	ZFA:0000075	ZP:0101088	PATO:0000912
GO:0031099	ZFA:0000075	ZP:0101089	PATO:0015004
GO:0006635	ZFA:0000123	ZP:0101093	PATO:0000161
GO:0006635	ZFA:0000123	ZP:0101094	PATO:0000912
GO:0006635	ZFA:0005145	ZP:0101095	PATO:0000912
GO:0007617	ZFA:0000242	ZP:0101111	PATO:0001236
GO:0007617	ZFA:0000242	ZP:0101112	PATO:0002304
GO:0007617	ZFA:0000303	ZP:0101113	PATO:0001236
GO:0030282	ZFA:0000578	ZP:0101126	PATO:0002051
GO:0019226	ZFA:0001314	ZP:0101136	PATO:0002302
GO:0098814	ZFA:0009149	ZP:0101160	PATO:0000381
GO:0008219	ZFA:0000008	ZP:0101168	PATO:0002051
GO:0008283	ZFA:0009073	ZP:0101169	PATO:0002051
GO:0008015	ZFA:0000180	ZP:0101217	PATO:0001236
GO:0009416	ZFA:0000445	ZP:0101242	PATO:0002302
GO:0043473	ZFA:0001094	ZP:0101258	PATO:0001236
GO:0014046	ZFA:0000008	ZP:0101272	PATO:0002052
GO:0008344	ZFA:0001094	ZP:0101274	PATO:0001236
GO:0051938	ZFA:0000109	ZP:0101275	PATO:0001507
GO:0048246	ZFA:0005120	ZP:0101286	PATO:0002051
GO:0050982	ZFA:0000938	ZP:0101305	PATO:0000057
GO:0090660	ZFA:0000075	ZP:0101306	PATO:0000057
GO:0098722	ZFA:0000109	ZP:0101307	PATO:0002051
GO:0061314	ZFA:0001615	ZP:0101318	PATO:0002051
GO:0048675	ZFA:0000247	ZP:0101326	PATO:0000297
GO:0007413	ZFA:0000543	ZP:0101333	PATO:0002052
GO:0001974	ZFA:0001269	ZP:0101341	PATO:0002052
GO:0001935	ZFA:0001269	ZP:0101346	PATO:0002052
GO:0001944	ZFA:0001269	ZP:0101347	PATO:0001507
GO:0097205	ZFA:0000151	ZP:0101354	PATO:0000057
GO:0019226	ZFA:0000109	ZP:0101357	PATO:0001236
GO:0009060	ZFA:0001094	ZP:0101363	PATO:0015003
GO:0060047	ZFA:0000471	ZP:0101386	PATO:0001845
GO:0098869	ZFA:0000035	ZP:0101402	PATO:0001507
GO:0001738	ZFA:0009397	ZP:0101409	PATO:0001236
GO:0030036	ZFA:0009397	ZP:0101410	PATO:0001236
GO:0035622	ZFA:0000123	ZP:0101411	PATO:0002302
GO:0061138	ZFA:0005164	ZP:0101412	PATO:0002051
GO:0061138	ZFA:0005164	ZP:0101413	PATO:0002052
GO:0070365	ZFA:0005147	ZP:0101426	PATO:0002052
GO:0050673	ZFA:0000150	ZP:0101433	PATO:0002051
GO:0007214	ZFA:0000008	ZP:0101454	PATO:0002052
GO:0060038	ZFA:0000114	ZP:0101463	PATO:0002052
GO:0061900	ZFA:0009280	ZP:0101484	PATO:0000057
GO:0042246	ZFA:0001466	ZP:0101488	PATO:0001236
GO:0008345	ZFA:0001094	ZP:0101492	PATO:0001236
GO:0030036	ZFA:0000084	ZP:0101534	PATO:0001507
GO:0140060	ZFA:0000295	ZP:0101612	PATO:0001507
GO:0048514	ZFA:0001620	ZP:0101615	PATO:0002051
GO:0048514	ZFA:0001621	ZP:0101617	PATO:0002051
GO:0061438	ZFA:0001620	ZP:0101619	PATO:0002051
GO:0061438	ZFA:0001621	ZP:0101621	PATO:0002051
GO:0006897	ZFA:0001620	ZP:0101622	PATO:0002051
GO:0006897	ZFA:0001621	ZP:0101623	PATO:0002051
GO:0007160	ZFA:0009025	ZP:0101631	PATO:0000297
GO:0007160	ZFA:0009025	ZP:0101632	PATO:0002052
GO:0030282	ZFA:0001559	ZP:0101641	PATO:0001303
GO:0007224	ZFA:0000115	ZP:0101655	PATO:0001507
GO:0060347	ZFA:0000009	ZP:0101656	PATO:0001507
GO:0014808	ZFA:0009114	ZP:0101678	PATO:0002302
GO:0030182	ZFA:0000032	ZP:0101685	PATO:0001236
GO:0006915	ZFA:0005272	ZP:0101701	PATO:0000057
GO:0007281	ZFA:0005272	ZP:0101703	PATO:0002052
GO:0008584	ZFA:0005272	ZP:0101704	PATO:0002051
GO:0008585	ZFA:0005272	ZP:0101705	PATO:0002052
GO:0019101	ZFA:0005272	ZP:0101706	PATO:0002052
GO:0019102	ZFA:0005272	ZP:0101707	PATO:0002051
GO:0008283	ZFA:0000413	ZP:0101715	PATO:0002052
GO:0008283	ZFA:0009016	ZP:0101716	PATO:0002052
GO:0008283	ZFA:0009386	ZP:0101717	PATO:0002052
GO:1990834	ZFA:0000402	ZP:0101726	PATO:0001236
GO:1990834	ZFA:0009358	ZP:0101727	PATO:0001236
GO:0030432	ZFA:0000112	ZP:0101731	PATO:0002052
GO:0008283	ZFA:0000121	ZP:0101740	PATO:0002052
GO:0048469	ZFA:0009118	ZP:0101742	PATO:0002052
GO:0008283	ZFA:0000079	ZP:0101750	PATO:0002052
GO:0021898	ZFA:0000079	ZP:0101751	PATO:0002052
GO:0008283	ZFA:0009019	ZP:0101753	PATO:0002052
GO:0008089	ZFA:0000175	ZP:0101766	PATO:0002302
GO:0070286	ZFA:0000175	ZP:0101769	PATO:0000057
GO:0036250	ZFA:0000175	ZP:0101778	PATO:0000057
GO:0098957	ZFA:0000175	ZP:0101779	PATO:0000057
GO:0098958	ZFA:0000175	ZP:0101780	PATO:0002052
GO:0098958	ZFA:0000175	ZP:0101794	PATO:0000057
GO:0008090	ZFA:0000175	ZP:0101796	PATO:0002052
GO:0098957	ZFA:0000175	ZP:0101797	PATO:0002052
