defined_class	anatomical_entity
ZP:0107706	http://purl.obolibrary.org/obo/ZFA_0000016
ZP:0107707	http://purl.obolibrary.org/obo/ZFA_0009128
ZP:0107708	http://purl.obolibrary.org/obo/ZFA_0000458
ZP:0107709	http://purl.obolibrary.org/obo/ZFA_0005873
ZP:0107710	http://purl.obolibrary.org/obo/ZFA_0009214
ZP:0107711	http://purl.obolibrary.org/obo/ZFA_0001101
ZP:0107712	http://purl.obolibrary.org/obo/ZFA_0000282
ZP:0107713	http://purl.obolibrary.org/obo/ZFA_0005901
ZP:0107714	http://purl.obolibrary.org/obo/ZFA_0001690
ZP:0107715	http://purl.obolibrary.org/obo/ZFA_0001149
ZP:0107716	http://purl.obolibrary.org/obo/ZFA_0000079
ZP:0107717	http://purl.obolibrary.org/obo/ZFA_0000095
ZP:0107718	http://purl.obolibrary.org/obo/ZFA_0000498
ZP:0107719	http://purl.obolibrary.org/obo/ZFA_0000236
ZP:0107720	http://purl.obolibrary.org/obo/ZFA_0001083
ZP:0107721	http://purl.obolibrary.org/obo/ZFA_0001110
ZP:0107722	http://purl.obolibrary.org/obo/ZFA_0009138
ZP:0107723	http://purl.obolibrary.org/obo/ZFA_0001501
ZP:0107724	http://purl.obolibrary.org/obo/ZFA_0005156
ZP:0107725	http://purl.obolibrary.org/obo/ZFA_0001262
ZP:0107726	http://purl.obolibrary.org/obo/ZFA_0000003
ZP:0107727	http://purl.obolibrary.org/obo/ZFA_0005742
ZP:0107728	http://purl.obolibrary.org/obo/ZFA_0001534
ZP:0107729	http://purl.obolibrary.org/obo/ZFA_0001533
ZP:0107730	http://purl.obolibrary.org/obo/ZFA_0000519
ZP:0107731	http://purl.obolibrary.org/obo/ZFA_0009162
ZP:0107732	http://purl.obolibrary.org/obo/ZFA_0009226
ZP:0107733	http://purl.obolibrary.org/obo/ZFA_0000207
ZP:0107734	http://purl.obolibrary.org/obo/ZFA_0009275
ZP:0107735	http://purl.obolibrary.org/obo/ZFA_0009154
ZP:0107736	http://purl.obolibrary.org/obo/ZFA_0001273
ZP:0107737	http://purl.obolibrary.org/obo/ZFA_0005223
ZP:0107738	http://purl.obolibrary.org/obo/ZFA_0005220
ZP:0107739	http://purl.obolibrary.org/obo/ZFA_0001202
ZP:0107740	http://purl.obolibrary.org/obo/ZFA_0000231
ZP:0107741	http://purl.obolibrary.org/obo/ZFA_0009159
ZP:0107742	http://purl.obolibrary.org/obo/ZFA_0000899
ZP:0107743	http://purl.obolibrary.org/obo/ZFA_0005645
ZP:0107744	http://purl.obolibrary.org/obo/ZFA_0005560
ZP:0107745	http://purl.obolibrary.org/obo/ZFA_0000538
ZP:0107746	http://purl.obolibrary.org/obo/ZFA_0005045
ZP:0107747	http://purl.obolibrary.org/obo/ZFA_0001278
ZP:0107748	http://purl.obolibrary.org/obo/ZFA_0000482
ZP:0107749	http://purl.obolibrary.org/obo/ZFA_0000425
ZP:0107750	http://purl.obolibrary.org/obo/ZFA_0005791
ZP:0107751	http://purl.obolibrary.org/obo/ZFA_0000017
ZP:0107752	http://purl.obolibrary.org/obo/ZFA_0001217
ZP:0107753	http://purl.obolibrary.org/obo/ZFA_0005423
ZP:0107754	http://purl.obolibrary.org/obo/ZFA_0000040
ZP:0107755	http://purl.obolibrary.org/obo/ZFA_0000381
ZP:0107756	http://purl.obolibrary.org/obo/ZFA_0000100
ZP:0107757	http://purl.obolibrary.org/obo/ZFA_0001290
ZP:0107758	http://purl.obolibrary.org/obo/ZFA_0001021
ZP:0107759	http://purl.obolibrary.org/obo/ZFA_0005407
ZP:0107760	http://purl.obolibrary.org/obo/ZFA_0001066
ZP:0107761	http://purl.obolibrary.org/obo/ZFA_0005127
ZP:0107762	http://purl.obolibrary.org/obo/ZFA_0005124
ZP:0107763	http://purl.obolibrary.org/obo/ZFA_0000434
ZP:0107764	http://purl.obolibrary.org/obo/ZFA_0001397
ZP:0107765	http://purl.obolibrary.org/obo/ZFA_0000442
ZP:0107766	http://purl.obolibrary.org/obo/ZFA_0000215
ZP:0107767	http://purl.obolibrary.org/obo/ZFA_0005075
ZP:0107768	http://purl.obolibrary.org/obo/ZFA_0001097
ZP:0107769	http://purl.obolibrary.org/obo/ZFA_0007070
ZP:0107770	http://purl.obolibrary.org/obo/ZFA_0001230
ZP:0107771	http://purl.obolibrary.org/obo/ZFA_0001574
ZP:0107772	http://purl.obolibrary.org/obo/ZFA_0009053
ZP:0107773	http://purl.obolibrary.org/obo/ZFA_0009238
ZP:0107774	http://purl.obolibrary.org/obo/ZFA_0000082
ZP:0107775	http://purl.obolibrary.org/obo/ZFA_0000123
ZP:0107776	http://purl.obolibrary.org/obo/ZFA_0000467
ZP:0107777	http://purl.obolibrary.org/obo/ZFA_0005229
ZP:0107778	http://purl.obolibrary.org/obo/ZFA_0000125
ZP:0107779	http://purl.obolibrary.org/obo/ZFA_0001645
ZP:0107780	http://purl.obolibrary.org/obo/ZFA_0005163
ZP:0107781	http://purl.obolibrary.org/obo/ZFA_0001315
ZP:0107782	http://purl.obolibrary.org/obo/ZFA_0005073
ZP:0107783	http://purl.obolibrary.org/obo/ZFA_0001435
ZP:0107784	http://purl.obolibrary.org/obo/ZFA_0005519
ZP:0107785	http://purl.obolibrary.org/obo/ZFA_0001421
ZP:0107786	http://purl.obolibrary.org/obo/ZFA_0001371
ZP:0107787	http://purl.obolibrary.org/obo/ZFA_0005662
ZP:0107788	http://purl.obolibrary.org/obo/ZFA_0007002
ZP:0107789	http://purl.obolibrary.org/obo/ZFA_0005466
ZP:0107790	http://purl.obolibrary.org/obo/ZFA_0000826
ZP:0107791	http://purl.obolibrary.org/obo/ZFA_0001665
ZP:0107792	http://purl.obolibrary.org/obo/ZFA_0000683
ZP:0107793	http://purl.obolibrary.org/obo/ZFA_0000277
ZP:0107794	http://purl.obolibrary.org/obo/ZFA_0001013
ZP:0107795	http://purl.obolibrary.org/obo/ZFA_0000317
ZP:0107796	http://purl.obolibrary.org/obo/ZFA_0001135
ZP:0107797	http://purl.obolibrary.org/obo/ZFA_0009027
ZP:0107798	http://purl.obolibrary.org/obo/ZFA_0000083
ZP:0107799	http://purl.obolibrary.org/obo/ZFA_0000616
ZP:0107800	http://purl.obolibrary.org/obo/ZFA_0005262
ZP:0107801	http://purl.obolibrary.org/obo/ZFA_0001584
ZP:0107802	http://purl.obolibrary.org/obo/ZFA_0000975
ZP:0107803	http://purl.obolibrary.org/obo/ZFA_0009236
ZP:0107804	http://purl.obolibrary.org/obo/ZFA_0001050
ZP:0107805	http://purl.obolibrary.org/obo/ZFA_0007085
ZP:0107806	http://purl.obolibrary.org/obo/ZFA_0009388
ZP:0107807	http://purl.obolibrary.org/obo/ZFA_0009374
ZP:0107808	http://purl.obolibrary.org/obo/ZFA_0009389
ZP:0107809	http://purl.obolibrary.org/obo/ZFA_0000887
ZP:0107810	http://purl.obolibrary.org/obo/ZFA_0000051
ZP:0107811	http://purl.obolibrary.org/obo/ZFA_0001389
ZP:0107812	http://purl.obolibrary.org/obo/ZFA_0000495
ZP:0107813	http://purl.obolibrary.org/obo/ZFA_0000376
ZP:0107814	http://purl.obolibrary.org/obo/ZFA_0005153
ZP:0107815	http://purl.obolibrary.org/obo/ZFA_0005077
ZP:0107816	http://purl.obolibrary.org/obo/ZFA_0000096
ZP:0107817	http://purl.obolibrary.org/obo/ZFA_0005295
ZP:0107818	http://purl.obolibrary.org/obo/ZFA_0001009
ZP:0107819	http://purl.obolibrary.org/obo/ZFA_0001324
ZP:0107820	http://purl.obolibrary.org/obo/ZFA_0000466
ZP:0107821	http://purl.obolibrary.org/obo/ZFA_0005270
ZP:0107822	http://purl.obolibrary.org/obo/ZFA_0001025
ZP:0107823	http://purl.obolibrary.org/obo/ZFA_0000252
ZP:0107824	http://purl.obolibrary.org/obo/ZFA_0000338
ZP:0107825	http://purl.obolibrary.org/obo/ZFA_0000274
ZP:0107826	http://purl.obolibrary.org/obo/ZFA_0001559
ZP:0107827	http://purl.obolibrary.org/obo/ZFA_0005664
ZP:0107828	http://purl.obolibrary.org/obo/ZFA_0000150
ZP:0107829	http://purl.obolibrary.org/obo/ZFA_0000810
ZP:0107830	http://purl.obolibrary.org/obo/ZFA_0001450
ZP:0107831	http://purl.obolibrary.org/obo/ZFA_0001702
ZP:0107832	http://purl.obolibrary.org/obo/ZFA_0009150
ZP:0107833	http://purl.obolibrary.org/obo/ZFA_0001286
ZP:0107834	http://purl.obolibrary.org/obo/ZFA_0005418
ZP:0107835	http://purl.obolibrary.org/obo/ZFA_0009199
ZP:0107836	http://purl.obolibrary.org/obo/ZFA_0001620
ZP:0107837	http://purl.obolibrary.org/obo/ZFA_0005096
ZP:0107838	http://purl.obolibrary.org/obo/ZFA_0005095
ZP:0107839	http://purl.obolibrary.org/obo/ZFA_0001511
ZP:0107840	http://purl.obolibrary.org/obo/ZFA_0009336
ZP:0107841	http://purl.obolibrary.org/obo/ZFA_0009046
ZP:0107842	http://purl.obolibrary.org/obo/ZFA_0009337
ZP:0107843	http://purl.obolibrary.org/obo/ZFA_0000640
ZP:0107844	http://purl.obolibrary.org/obo/ZFA_0005871
ZP:0107845	http://purl.obolibrary.org/obo/ZFA_0000535
ZP:0107846	http://purl.obolibrary.org/obo/ZFA_0000045
ZP:0107847	http://purl.obolibrary.org/obo/ZFA_0005214
ZP:0107848	http://purl.obolibrary.org/obo/ZFA_0005210
ZP:0107849	http://purl.obolibrary.org/obo/ZFA_0000481
ZP:0107850	http://purl.obolibrary.org/obo/ZFA_0001662
ZP:0107851	http://purl.obolibrary.org/obo/ZFA_0009190
ZP:0107852	http://purl.obolibrary.org/obo/ZFA_0009193
ZP:0107853	http://purl.obolibrary.org/obo/ZFA_0000472
ZP:0107854	http://purl.obolibrary.org/obo/ZFA_0000341
ZP:0107855	http://purl.obolibrary.org/obo/ZFA_0005271
ZP:0107856	http://purl.obolibrary.org/obo/ZFA_0000951
ZP:0107857	http://purl.obolibrary.org/obo/ZFA_0001031
ZP:0107858	http://purl.obolibrary.org/obo/ZFA_0009281
ZP:0107859	http://purl.obolibrary.org/obo/ZFA_0009036
ZP:0107860	http://purl.obolibrary.org/obo/ZFA_0005276
ZP:0107861	http://purl.obolibrary.org/obo/ZFA_0000648
ZP:0107862	http://purl.obolibrary.org/obo/ZFA_0001295
ZP:0107863	http://purl.obolibrary.org/obo/ZFA_0005748
ZP:0107864	http://purl.obolibrary.org/obo/ZFA_0005162
ZP:0107865	http://purl.obolibrary.org/obo/ZFA_0001300
ZP:0107866	http://purl.obolibrary.org/obo/ZFA_0001647
ZP:0107867	http://purl.obolibrary.org/obo/ZFA_0000271
ZP:0107868	http://purl.obolibrary.org/obo/ZFA_0005151
ZP:0107869	http://purl.obolibrary.org/obo/ZFA_0007117
ZP:0107870	http://purl.obolibrary.org/obo/ZFA_0001048
ZP:0107871	http://purl.obolibrary.org/obo/ZFA_0009315
ZP:0107872	http://purl.obolibrary.org/obo/ZFA_0000491
ZP:0107873	http://purl.obolibrary.org/obo/ZFA_0001571
ZP:0107874	http://purl.obolibrary.org/obo/ZFA_0005395
ZP:0107875	http://purl.obolibrary.org/obo/ZFA_0005443
ZP:0107876	http://purl.obolibrary.org/obo/ZFA_0001361
ZP:0107877	http://purl.obolibrary.org/obo/ZFA_0001457
ZP:0107878	http://purl.obolibrary.org/obo/ZFA_0005336
ZP:0107879	http://purl.obolibrary.org/obo/ZFA_0001116
ZP:0107880	http://purl.obolibrary.org/obo/ZFA_0000937
ZP:0107881	http://purl.obolibrary.org/obo/ZFA_0001607
ZP:0107882	http://purl.obolibrary.org/obo/ZFA_0009100
ZP:0107883	http://purl.obolibrary.org/obo/ZFA_0001232
ZP:0107884	http://purl.obolibrary.org/obo/ZFA_0000099
ZP:0107885	http://purl.obolibrary.org/obo/ZFA_0001267
ZP:0107886	http://purl.obolibrary.org/obo/ZFA_0001443
ZP:0107887	http://purl.obolibrary.org/obo/ZFA_0001159
ZP:0107888	http://purl.obolibrary.org/obo/ZFA_0001210
ZP:0107889	http://purl.obolibrary.org/obo/ZFA_0001328
ZP:0107890	http://purl.obolibrary.org/obo/ZFA_0001185
ZP:0107891	http://purl.obolibrary.org/obo/ZFA_0009398
ZP:0107892	http://purl.obolibrary.org/obo/ZFA_0009020
ZP:0107893	http://purl.obolibrary.org/obo/ZFA_0001655
ZP:0107894	http://purl.obolibrary.org/obo/ZFA_0001589
ZP:0107895	http://purl.obolibrary.org/obo/ZFA_0001588
ZP:0107896	http://purl.obolibrary.org/obo/ZFA_0005297
ZP:0107897	http://purl.obolibrary.org/obo/ZFA_0001470
ZP:0107898	http://purl.obolibrary.org/obo/ZFA_0001386
ZP:0107899	http://purl.obolibrary.org/obo/ZFA_0001106
ZP:0107900	http://purl.obolibrary.org/obo/ZFA_0000032
ZP:0107901	http://purl.obolibrary.org/obo/ZFA_0000947
ZP:0107902	http://purl.obolibrary.org/obo/ZFA_0005367
ZP:0107903	http://purl.obolibrary.org/obo/ZFA_0005661
ZP:0107904	http://purl.obolibrary.org/obo/ZFA_0005683
ZP:0107905	http://purl.obolibrary.org/obo/ZFA_0000939
ZP:0107906	http://purl.obolibrary.org/obo/ZFA_0009187
ZP:0107907	http://purl.obolibrary.org/obo/ZFA_0001482
ZP:0107908	http://purl.obolibrary.org/obo/ZFA_0005457
ZP:0107909	http://purl.obolibrary.org/obo/ZFA_0000728
ZP:0107910	http://purl.obolibrary.org/obo/ZFA_0001014
ZP:0107911	http://purl.obolibrary.org/obo/ZFA_0000725
ZP:0107912	http://purl.obolibrary.org/obo/ZFA_0001216
ZP:0107913	http://purl.obolibrary.org/obo/ZFA_0001215
ZP:0107914	http://purl.obolibrary.org/obo/ZFA_0001543
ZP:0107915	http://purl.obolibrary.org/obo/ZFA_0001297
ZP:0107916	http://purl.obolibrary.org/obo/ZFA_0009290
ZP:0107917	http://purl.obolibrary.org/obo/ZFA_0000696
ZP:0107918	http://purl.obolibrary.org/obo/ZFA_0005861
ZP:0107919	http://purl.obolibrary.org/obo/ZFA_0000818
ZP:0107920	http://purl.obolibrary.org/obo/ZFA_0000598
ZP:0107921	http://purl.obolibrary.org/obo/ZFA_0000413
ZP:0107922	http://purl.obolibrary.org/obo/ZFA_0000183
ZP:0107923	http://purl.obolibrary.org/obo/ZFA_0001293
ZP:0107924	http://purl.obolibrary.org/obo/ZFA_0005677
ZP:0107925	http://purl.obolibrary.org/obo/ZFA_0001231
ZP:0107926	http://purl.obolibrary.org/obo/ZFA_0000393
ZP:0107927	http://purl.obolibrary.org/obo/ZFA_0001173
ZP:0107928	http://purl.obolibrary.org/obo/ZFA_0000740
ZP:0107929	http://purl.obolibrary.org/obo/ZFA_0001084
ZP:0107930	http://purl.obolibrary.org/obo/ZFA_0001536
ZP:0107931	http://purl.obolibrary.org/obo/ZFA_0005299
ZP:0107932	http://purl.obolibrary.org/obo/ZFA_0000242
ZP:0107933	http://purl.obolibrary.org/obo/ZFA_0009307
ZP:0107934	http://purl.obolibrary.org/obo/ZFA_0000555
ZP:0107935	http://purl.obolibrary.org/obo/ZFA_0000488
ZP:0107936	http://purl.obolibrary.org/obo/ZFA_0001521
ZP:0107937	http://purl.obolibrary.org/obo/ZFA_0001358
ZP:0107938	http://purl.obolibrary.org/obo/ZFA_0001496
ZP:0107939	http://purl.obolibrary.org/obo/ZFA_0005123
ZP:0107940	http://purl.obolibrary.org/obo/ZFA_0000204
ZP:0107941	http://purl.obolibrary.org/obo/ZFA_0001495
ZP:0107942	http://purl.obolibrary.org/obo/ZFA_0005563
ZP:0107943	http://purl.obolibrary.org/obo/ZFA_0001137
ZP:0107944	http://purl.obolibrary.org/obo/ZFA_0001059
ZP:0107945	http://purl.obolibrary.org/obo/ZFA_0000119
ZP:0107946	http://purl.obolibrary.org/obo/ZFA_0009028
ZP:0107947	http://purl.obolibrary.org/obo/ZFA_0001694
ZP:0107948	http://purl.obolibrary.org/obo/ZFA_0009070
ZP:0107949	http://purl.obolibrary.org/obo/ZFA_0000620
ZP:0107950	http://purl.obolibrary.org/obo/ZFA_0005242
ZP:0107951	http://purl.obolibrary.org/obo/ZFA_0009035
ZP:0107952	http://purl.obolibrary.org/obo/ZFA_0000789
ZP:0107953	http://purl.obolibrary.org/obo/ZFA_0005255
ZP:0107954	http://purl.obolibrary.org/obo/ZFA_0005281
ZP:0107955	http://purl.obolibrary.org/obo/ZFA_0005305
ZP:0107956	http://purl.obolibrary.org/obo/ZFA_0000267
ZP:0107957	http://purl.obolibrary.org/obo/ZFA_0005831
ZP:0107958	http://purl.obolibrary.org/obo/ZFA_0000076
ZP:0107959	http://purl.obolibrary.org/obo/ZFA_0001374
ZP:0107960	http://purl.obolibrary.org/obo/ZFA_0001506
ZP:0107961	http://purl.obolibrary.org/obo/ZFA_0009247
ZP:0107962	http://purl.obolibrary.org/obo/ZFA_0009052
ZP:0107963	http://purl.obolibrary.org/obo/ZFA_0009246
ZP:0107964	http://purl.obolibrary.org/obo/ZFA_0000854
ZP:0107965	http://purl.obolibrary.org/obo/ZFA_0009132
ZP:0107966	http://purl.obolibrary.org/obo/ZFA_0001260
ZP:0107967	http://purl.obolibrary.org/obo/ZFA_0001489
ZP:0107968	http://purl.obolibrary.org/obo/ZFA_0009353
ZP:0107969	http://purl.obolibrary.org/obo/ZFA_0009352
ZP:0107970	http://purl.obolibrary.org/obo/ZFA_0009356
ZP:0107971	http://purl.obolibrary.org/obo/ZFA_0000633
ZP:0107972	http://purl.obolibrary.org/obo/ZFA_0009348
ZP:0107973	http://purl.obolibrary.org/obo/ZFA_0001473
ZP:0107974	http://purl.obolibrary.org/obo/ZFA_0000245
ZP:0107975	http://purl.obolibrary.org/obo/ZFA_0005567
ZP:0107976	http://purl.obolibrary.org/obo/ZFA_0001336
ZP:0107977	http://purl.obolibrary.org/obo/ZFA_0005865
ZP:0107978	http://purl.obolibrary.org/obo/ZFA_0000069
ZP:0107979	http://purl.obolibrary.org/obo/ZFA_0000681
ZP:0107980	http://purl.obolibrary.org/obo/ZFA_0001679
ZP:0107981	http://purl.obolibrary.org/obo/ZFA_0000258
ZP:0107982	http://purl.obolibrary.org/obo/ZFA_0001186
ZP:0107983	http://purl.obolibrary.org/obo/ZFA_0001218
ZP:0107984	http://purl.obolibrary.org/obo/ZFA_0000922
ZP:0107985	http://purl.obolibrary.org/obo/ZFA_0005650
ZP:0107986	http://purl.obolibrary.org/obo/ZFA_0000563
ZP:0107987	http://purl.obolibrary.org/obo/ZFA_0000228
ZP:0107988	http://purl.obolibrary.org/obo/ZFA_0005602
ZP:0107989	http://purl.obolibrary.org/obo/ZFA_0005679
ZP:0107990	http://purl.obolibrary.org/obo/ZFA_0000801
ZP:0107991	http://purl.obolibrary.org/obo/ZFA_0000360
ZP:0107992	http://purl.obolibrary.org/obo/ZFA_0000330
ZP:0107993	http://purl.obolibrary.org/obo/ZFA_0007092
ZP:0107994	http://purl.obolibrary.org/obo/ZFA_0007083
ZP:0107995	http://purl.obolibrary.org/obo/ZFA_0001024
ZP:0107996	http://purl.obolibrary.org/obo/ZFA_0001263
ZP:0107997	http://purl.obolibrary.org/obo/ZFA_0001586
ZP:0107998	http://purl.obolibrary.org/obo/ZFA_0001463
ZP:0107999	http://purl.obolibrary.org/obo/ZFA_0009074
ZP:0108000	http://purl.obolibrary.org/obo/ZFA_0000161
ZP:0108001	http://purl.obolibrary.org/obo/ZFA_0000454
ZP:0108002	http://purl.obolibrary.org/obo/ZFA_0001623
ZP:0108003	http://purl.obolibrary.org/obo/ZFA_0001319
ZP:0108004	http://purl.obolibrary.org/obo/ZFA_0000009
ZP:0108005	http://purl.obolibrary.org/obo/ZFA_0001550
ZP:0108006	http://purl.obolibrary.org/obo/ZFA_0005176
ZP:0108007	http://purl.obolibrary.org/obo/ZFA_0000980
ZP:0108008	http://purl.obolibrary.org/obo/ZFA_0001637
ZP:0108009	http://purl.obolibrary.org/obo/ZFA_0005619
ZP:0108010	http://purl.obolibrary.org/obo/ZFA_0000255
ZP:0108011	http://purl.obolibrary.org/obo/ZFA_0000081
ZP:0108012	http://purl.obolibrary.org/obo/ZFA_0005604
ZP:0108013	http://purl.obolibrary.org/obo/ZFA_0005559
ZP:0108014	http://purl.obolibrary.org/obo/ZFA_0007015
ZP:0108015	http://purl.obolibrary.org/obo/ZFA_0000388
ZP:0108016	http://purl.obolibrary.org/obo/ZFA_0001257
ZP:0108017	http://purl.obolibrary.org/obo/ZFA_0007074
ZP:0108018	http://purl.obolibrary.org/obo/ZFA_0000808
ZP:0108019	http://purl.obolibrary.org/obo/ZFA_0001500
ZP:0108020	http://purl.obolibrary.org/obo/ZFA_0000928
ZP:0108021	http://purl.obolibrary.org/obo/ZFA_0009182
ZP:0108022	http://purl.obolibrary.org/obo/ZFA_0009002
ZP:0108023	http://purl.obolibrary.org/obo/ZFA_0000339
ZP:0108024	http://purl.obolibrary.org/obo/ZFA_0005250
ZP:0108025	http://purl.obolibrary.org/obo/ZFA_0005251
ZP:0108026	http://purl.obolibrary.org/obo/ZFA_0001288
ZP:0108027	http://purl.obolibrary.org/obo/ZFA_0000743
ZP:0108028	http://purl.obolibrary.org/obo/ZFA_0005235
ZP:0108029	http://purl.obolibrary.org/obo/ZFA_0000314
ZP:0108030	http://purl.obolibrary.org/obo/ZFA_0000029
ZP:0108031	http://purl.obolibrary.org/obo/ZFA_0000944
ZP:0108032	http://purl.obolibrary.org/obo/ZFA_0005136
ZP:0108033	http://purl.obolibrary.org/obo/ZFA_0005134
ZP:0108034	http://purl.obolibrary.org/obo/ZFA_0005576
ZP:0108035	http://purl.obolibrary.org/obo/ZFA_0005275
ZP:0108036	http://purl.obolibrary.org/obo/ZFA_0000105
ZP:0108037	http://purl.obolibrary.org/obo/ZFA_0001077
ZP:0108038	http://purl.obolibrary.org/obo/ZFA_0005138
ZP:0108039	http://purl.obolibrary.org/obo/ZFA_0009396
ZP:0108040	http://purl.obolibrary.org/obo/ZFA_0000926
ZP:0108041	http://purl.obolibrary.org/obo/ZFA_0000841
ZP:0108042	http://purl.obolibrary.org/obo/ZFA_0001104
ZP:0108043	http://purl.obolibrary.org/obo/ZFA_0001158
ZP:0108044	http://purl.obolibrary.org/obo/ZFA_0005236
ZP:0108045	http://purl.obolibrary.org/obo/ZFA_0005237
ZP:0108046	http://purl.obolibrary.org/obo/ZFA_0001541
ZP:0108047	http://purl.obolibrary.org/obo/ZFA_0001381
ZP:0108048	http://purl.obolibrary.org/obo/ZFA_0009064
ZP:0108049	http://purl.obolibrary.org/obo/ZFA_0009047
ZP:0108050	http://purl.obolibrary.org/obo/ZFA_0000268
ZP:0108051	http://purl.obolibrary.org/obo/ZFA_0001646
ZP:0108052	http://purl.obolibrary.org/obo/ZFA_0000898
ZP:0108053	http://purl.obolibrary.org/obo/ZFA_0009229
ZP:0108054	http://purl.obolibrary.org/obo/ZFA_0009271
ZP:0108055	http://purl.obolibrary.org/obo/ZFA_0000583
ZP:0108056	http://purl.obolibrary.org/obo/ZFA_0009232
ZP:0108057	http://purl.obolibrary.org/obo/ZFA_0005215
ZP:0108058	http://purl.obolibrary.org/obo/ZFA_0000844
ZP:0108059	http://purl.obolibrary.org/obo/ZFA_0000403
ZP:0108060	http://purl.obolibrary.org/obo/ZFA_0001071
ZP:0108061	http://purl.obolibrary.org/obo/ZFA_0000239
ZP:0108062	http://purl.obolibrary.org/obo/ZFA_0001344
ZP:0108063	http://purl.obolibrary.org/obo/ZFA_0009228
ZP:0108064	http://purl.obolibrary.org/obo/ZFA_0009097
ZP:0108065	http://purl.obolibrary.org/obo/ZFA_0009105
ZP:0108066	http://purl.obolibrary.org/obo/ZFA_0000542
ZP:0108067	http://purl.obolibrary.org/obo/ZFA_0000976
ZP:0108068	http://purl.obolibrary.org/obo/ZFA_0007020
ZP:0108069	http://purl.obolibrary.org/obo/ZFA_0001614
ZP:0108070	http://purl.obolibrary.org/obo/ZFA_0005218
ZP:0108071	http://purl.obolibrary.org/obo/ZFA_0009359
ZP:0108072	http://purl.obolibrary.org/obo/ZFA_0009125
ZP:0108073	http://purl.obolibrary.org/obo/ZFA_0001032
ZP:0108074	http://purl.obolibrary.org/obo/ZFA_0001529
ZP:0108075	http://purl.obolibrary.org/obo/ZFA_0000047
ZP:0108076	http://purl.obolibrary.org/obo/ZFA_0000504
ZP:0108077	http://purl.obolibrary.org/obo/ZFA_0000402
ZP:0108078	http://purl.obolibrary.org/obo/ZFA_0001538
ZP:0108079	http://purl.obolibrary.org/obo/ZFA_0001459
ZP:0108080	http://purl.obolibrary.org/obo/ZFA_0005125
ZP:0108081	http://purl.obolibrary.org/obo/ZFA_0007058
ZP:0108082	http://purl.obolibrary.org/obo/ZFA_0005911
ZP:0108083	http://purl.obolibrary.org/obo/ZFA_0007103
ZP:0108084	http://purl.obolibrary.org/obo/ZFA_0005243
ZP:0108085	http://purl.obolibrary.org/obo/ZFA_0000936
ZP:0108086	http://purl.obolibrary.org/obo/ZFA_0005120
ZP:0108087	http://purl.obolibrary.org/obo/ZFA_0005425
ZP:0108088	http://purl.obolibrary.org/obo/ZFA_0000933
ZP:0108089	http://purl.obolibrary.org/obo/ZFA_0001417
ZP:0108090	http://purl.obolibrary.org/obo/ZFA_0005042
ZP:0108091	http://purl.obolibrary.org/obo/ZFA_0000855
ZP:0108092	http://purl.obolibrary.org/obo/ZFA_0000390
ZP:0108093	http://purl.obolibrary.org/obo/ZFA_0001565
ZP:0108094	http://purl.obolibrary.org/obo/ZFA_0001095
ZP:0108095	http://purl.obolibrary.org/obo/ZFA_0009294
ZP:0108096	http://purl.obolibrary.org/obo/ZFA_0000106
ZP:0108097	http://purl.obolibrary.org/obo/ZFA_0009031
ZP:0108098	http://purl.obolibrary.org/obo/ZFA_0005734
ZP:0108099	http://purl.obolibrary.org/obo/ZFA_0000832
ZP:0108100	http://purl.obolibrary.org/obo/ZFA_0001330
ZP:0108101	http://purl.obolibrary.org/obo/ZFA_0005347
ZP:0108102	http://purl.obolibrary.org/obo/ZFA_0007023
ZP:0108103	http://purl.obolibrary.org/obo/ZFA_0000133
ZP:0108104	http://purl.obolibrary.org/obo/ZFA_0005463
ZP:0108105	http://purl.obolibrary.org/obo/ZFA_0001108
ZP:0108106	http://purl.obolibrary.org/obo/ZFA_0000597
ZP:0108107	http://purl.obolibrary.org/obo/ZFA_0001649
ZP:0108108	http://purl.obolibrary.org/obo/ZFA_0000695
ZP:0108109	http://purl.obolibrary.org/obo/ZFA_0007012
ZP:0108110	http://purl.obolibrary.org/obo/ZFA_0009306
ZP:0108111	http://purl.obolibrary.org/obo/ZFA_0001190
ZP:0108112	http://purl.obolibrary.org/obo/ZFA_0000181
ZP:0108113	http://purl.obolibrary.org/obo/ZFA_0001660
ZP:0108114	http://purl.obolibrary.org/obo/ZFA_0009261
ZP:0108115	http://purl.obolibrary.org/obo/ZFA_0000132
ZP:0108116	http://purl.obolibrary.org/obo/ZFA_0001129
ZP:0108117	http://purl.obolibrary.org/obo/ZFA_0000614
ZP:0108118	http://purl.obolibrary.org/obo/ZFA_0005269
ZP:0108119	http://purl.obolibrary.org/obo/ZFA_0001630
ZP:0108120	http://purl.obolibrary.org/obo/ZFA_0000162
ZP:0108121	http://purl.obolibrary.org/obo/ZFA_0009350
ZP:0108122	http://purl.obolibrary.org/obo/ZFA_0001362
ZP:0108123	http://purl.obolibrary.org/obo/ZFA_0001167
ZP:0108124	http://purl.obolibrary.org/obo/ZFA_0005121
ZP:0108125	http://purl.obolibrary.org/obo/ZFA_0005835
ZP:0108126	http://purl.obolibrary.org/obo/ZFA_0001491
ZP:0108127	http://purl.obolibrary.org/obo/ZFA_0007014
ZP:0108128	http://purl.obolibrary.org/obo/ZFA_0001701
