defined_class	affected_entity_1_super	affected_entity_1_sub	affected_entity_2_super	affected_entity_2_sub	pato_id
ZP:0100275	ZFA:0005242	ZFA:0000529	GO:0005929	ZFA:0005242	PATO:0001999
