defined_class	affected_entity_1_sub	affected_entity_1_super	pato_id
ZP:1008142	GO:0120029	ZFA:0000368	PATO:0000057
ZP:1008143	GO:0120029	ZFA:0000368	PATO:0002051
ZP:1008154	GO:0006914	ZFA:0000150	PATO:0000057
ZP:1008155	GO:0006914	ZFA:0000150	PATO:0002052
ZP:1008164	GO:0006915	ZFA:0000033	PATO:0000057
ZP:1008165	GO:0008283	ZFA:0000033	PATO:0002051
ZP:1008206	GO:0006915	ZFA:0000217	PATO:0002051
ZP:1008207	GO:0006915	ZFA:0001161	PATO:0002051
ZP:1008218	GO:0008283	ZFA:0005290	PATO:0000057
ZP:1008219	GO:0008283	ZFA:0005291	PATO:0000057
ZP:1008229	GO:0006915	ZFA:0001094	PATO:0000380
ZP:1008230	GO:0006915	ZFA:0001094	PATO:0000381
ZP:1008266	GO:0014866	ZFA:0005277	PATO:0002052
ZP:1008272	GO:0030593	ZFA:0000076	PATO:0002051
ZP:1008280	GO:0003351	ZFA:0000130	PATO:0000297
ZP:1008285	GO:0000423	ZFA:0005237	PATO:0000694
ZP:1008286	GO:0000423	ZFA:0005237	PATO:0002051
ZP:1008290	GO:0042541	ZFA:0009256	PATO:0000057
ZP:1008291	GO:0042541	ZFA:0009256	PATO:0002052
ZP:1008302	GO:0090075	ZFA:0000473	PATO:0000498
ZP:1008312	GO:0007585	ZFA:0001094	PATO:0001236
ZP:1008334	GO:0006954	ZFA:0009115	PATO:0002051
ZP:1008341	GO:0007219	ZFA:0000152	PATO:0002051
ZP:1008342	GO:0008283	ZFA:0001464	PATO:0000057
ZP:1008346	GO:0031099	ZFA:0009262	PATO:0002052
ZP:1008347	GO:0031099	ZFA:0009275	PATO:0002052
ZP:1008367	GO:0120029	ZFA:0000368	PATO:0002052
ZP:1008389	GO:0006915	ZFA:0000045	PATO:0002051
ZP:1008390	GO:0008283	ZFA:0000045	PATO:0002052
ZP:1008398	GO:0006915	ZFA:0000079	PATO:0002051
ZP:1008399	GO:0006915	ZFA:0000101	PATO:0002051
ZP:1008405	GO:0008283	ZFA:0001558	PATO:0002051
ZP:1008413	GO:1903008	ZFA:0001567	PATO:0002052
ZP:1008415	GO:0008090	ZFA:0009150	PATO:0002051
ZP:1008447	GO:0030010	ZFA:0009288	PATO:0002052
ZP:1008448	GO:0051453	ZFA:0009288	PATO:0001236
ZP:1008451	GO:0001946	ZFA:0009395	PATO:0002052
ZP:1008452	GO:0001946	ZFA:0005110	PATO:0002052
ZP:1008453	GO:0008219	ZFA:0000123	PATO:0002051
ZP:1008455	GO:0007411	ZFA:0000046	PATO:0001507
ZP:1008472	GO:0006897	ZFA:0009367	PATO:0002302
ZP:1008474	GO:0042073	ZFA:0009367	PATO:0002302
ZP:1008475	GO:0060271	ZFA:0009367	PATO:0002302
ZP:1008486	GO:0008283	ZFA:0001558	PATO:0002052
ZP:1008491	GO:0032475	ZFA:0000700	PATO:0000297
ZP:1008492	GO:0060114	ZFA:0000030	PATO:0000057
ZP:1008496	GO:0032475	ZFA:0000374	PATO:0000057
ZP:1008497	GO:0032475	ZFA:0000428	PATO:0000057
ZP:1008500	GO:0032475	ZFA:0000700	PATO:0000502
ZP:1008520	GO:0022010	ZFA:0000075	PATO:0000057
ZP:1008522	GO:0008283	ZFA:0000112	PATO:0002051
ZP:1008533	GO:0007409	ZFA:0009244	PATO:0001507
ZP:1008534	GO:0007409	ZFA:0009244	PATO:0015002
ZP:1008550	GO:0007411	ZFA:0000247	PATO:0001236
ZP:1008551	GO:0007411	ZFA:0001391	PATO:0001236
ZP:1008592	GO:0006915	ZFA:0009367	PATO:0001236
ZP:1008593	GO:0006915	ZFA:0009367	PATO:0002051
ZP:1008595	GO:0031099	ZFA:0001617	PATO:0001236
ZP:1008596	GO:0031099	ZFA:0009366	PATO:0001236
ZP:1008600	GO:0006915	ZFA:0001319	PATO:0002051
ZP:1008601	GO:0006915	ZFA:0009139	PATO:0001236
ZP:1008608	GO:0030282	ZFA:0000184	PATO:0002051
ZP:1008609	GO:0030282	ZFA:0001205	PATO:0002051
ZP:1008610	GO:0030282	ZFA:0001272	PATO:0002051
ZP:1008611	GO:0006954	ZFA:0009111	PATO:0002304
ZP:1008626	GO:0042246	ZFA:0001466	PATO:0002302
ZP:1008631	GO:0048675	ZFA:0009052	PATO:0001507
ZP:1008632	GO:0019226	ZFA:0000008	PATO:0002051
