defined_class	affected_entity_1_sub	affected_entity_1_super	pato_id
ZP:0014037		GO:0007389	PATO:0000001
ZP:0000347		ZFA:0000022	PATO:0000001
ZP:0000355		ZFA:0000107	PATO:0000001
ZP:0003639		GO:0007507	PATO:0000001
ZP:0017312		ZFA:0001338	PATO:0000001
ZP:0000400		ZFA:0000035	PATO:0000001
ZP:0000406		ZFA:0000282	PATO:0000001
ZP:0007873		ZFA:0000009	PATO:0000001
ZP:0000571		ZFA:0000123	PATO:0000001
ZP:0000596		ZFA:0000144	PATO:0000001
ZP:0000945		ZFA:0009090	PATO:0000001
ZP:0000640		ZFA:0001135	PATO:0000001
ZP:0007634		GO:0007631	PATO:0000001
ZP:0002047		ZFA:0001260	PATO:0000001
ZP:0000895		ZFA:0000547	PATO:0000001
ZP:0000910		ZFA:0001216	PATO:0000001
ZP:0000965		GO:0031290	PATO:0000001
ZP:0000598		ZFA:0001114	PATO:0000001
ZP:0000570		ZFA:0000112	PATO:0000001
ZP:0000489		ZFA:0000108	PATO:0000001
ZP:0002365		ZFA:0009199	PATO:0000001
ZP:0007016		ZFA:0009116	PATO:0000001
ZP:0000207		GO:0050885	PATO:0000001
ZP:0000206		GO:0050881	PATO:0000001
ZP:0000147		ZFA:0000135	PATO:0000001
ZP:0000139		GO:0001702	PATO:0000001
ZP:0000115		ZFA:0000396	PATO:0000001
ZP:0005629		ZFA:0000140	PATO:0000001
ZP:0014043		ZFA:0009154	PATO:0000001
ZP:0000094		ZFA:0000007	PATO:0000001
ZP:0000055		ZFA:0001161	PATO:0000001
ZP:0000049		ZFA:0000292	PATO:0000001
ZP:0000044		ZFA:0000114	PATO:0000001
ZP:0000041		ZFA:0000095	PATO:0000001
ZP:0000040		ZFA:0000084	PATO:0000001
ZP:0000036		ZFA:0000045	PATO:0000001
ZP:0000034		ZFA:0000029	PATO:0000001
ZP:0000032		ZFA:0000008	PATO:0000001
ZP:0000018		ZFA:0001117	PATO:0000001
ZP:0000011		ZFA:0000155	PATO:0000001
ZP:0000001		ZFA:0100000	PATO:0000001
ZP:0010254		ZFA:0000060	PATO:0000001
ZP:0010240		ZFA:0000046	PATO:0000001
ZP:0002733		ZFA:0001079	PATO:0000001
ZP:0005568		ZFA:0000692	PATO:0000001
ZP:0005465		GO:0009416	PATO:0000001
ZP:0002826		ZFA:0000434	PATO:0000001
ZP:0002917		ZFA:0000548	PATO:0000001
ZP:0003903		ZFA:0000445	PATO:0000001
ZP:0003901		ZFA:0000051	PATO:0000001
ZP:0005010		ZFA:0009366	PATO:0000001
ZP:0015121		GO:0043473	PATO:0000001
ZP:0015100		GO:0009612	PATO:0000001
ZP:0013948		ZFA:0009159	PATO:0000001
ZP:0013938		ZFA:0000200	PATO:0000001
ZP:0013930		GO:0005575	PATO:0000001
ZP:0013929		GO:0003674	PATO:0000001
ZP:0013928		GO:0008150	PATO:0000001
ZP:0015094		ZFA:0000598	PATO:0000001
ZP:0015093		GO:0008406	PATO:0000001
ZP:0015088		GO:0006954	PATO:0000001
ZP:0015022		GO:0048477	PATO:0000001
ZP:0003502		ZFA:0001249	PATO:0000001
ZP:0010546		ZFA:0001271	PATO:0000001
ZP:0000358		ZFA:0000109	PATO:0000001
ZP:0006529		ZFA:0000208	PATO:0000001
ZP:0003289		ZFA:0001089	PATO:0000001
ZP:0003233		ZFA:0000042	PATO:0000001
ZP:0000428		ZFA:0000128	PATO:0000001
ZP:0003067		ZFA:0005277	PATO:0000001
ZP:0003032		ZFA:0000106	PATO:0000001
ZP:0001772		ZFA:0000152	PATO:0000001
ZP:0001771		ZFA:0000151	PATO:0000001
ZP:0001669		GO:0007610	PATO:0000001
ZP:0008343		GO:0001501	PATO:0000001
ZP:0008320		ZFA:0001400	PATO:0000001
ZP:0008319		ZFA:0001399	PATO:0000001
ZP:0008314		ZFA:0000431	PATO:0000001
ZP:0001575		ZFA:0009288	PATO:0000001
ZP:0001225		GO:0008015	PATO:0000001
ZP:0001495		ZFA:0000473	PATO:0000001
ZP:0002889		ZFA:0001270	PATO:0000001
ZP:0001272		ZFA:0000143	PATO:0000001
ZP:0001201		GO:0042417	PATO:0000001
ZP:0001198		GO:0009605	PATO:0000001
ZP:0001196		ZFA:0009052	PATO:0000001
ZP:0001193		ZFA:0000217	PATO:0000001
ZP:0001181		ZFA:0009198	PATO:0000001
ZP:0001179		ZFA:0009091	PATO:0000001
ZP:0001629		GO:0030903	PATO:0000001
ZP:0006611		ZFA:0000118	PATO:0000001
ZP:0001696		ZFA:0000076	PATO:0000001
ZP:0001054		ZFA:0001272	PATO:0000001
ZP:0001840		GO:0007601	PATO:0000001
ZP:0001841		GO:0007632	PATO:0000001
ZP:0001897		ZFA:0000243	PATO:0000001
ZP:0011051		ZFA:0009262	PATO:0000001
ZP:0006391		ZFA:0000737	PATO:0000001
ZP:0001910		ZFA:0000940	PATO:0000001
ZP:0001919		ZFA:0001469	PATO:0000001
ZP:0001920		ZFA:0001617	PATO:0000001
ZP:0004952		ZFA:0001276	PATO:0000001
ZP:0004819		ZFA:0001273	PATO:0000001
ZP:0004806		ZFA:0000938	PATO:0000001
ZP:0004768		GO:0030334	PATO:0000001
ZP:0004719		ZFA:0000368	PATO:0000001
ZP:0004718		ZFA:0000105	PATO:0000001
ZP:0014997		GO:0042752	PATO:0000001
ZP:0014982		GO:0048143	PATO:0000001
ZP:0014980		GO:0042692	PATO:0000001
ZP:0014977		GO:0030070	PATO:0000001
ZP:0014975		GO:0040007	PATO:0000001
ZP:0014972		GO:0007420	PATO:0000001
ZP:0014969		GO:0016477	PATO:0000001
ZP:0014963		GO:0006955	PATO:0000001
ZP:0014960		GO:0042060	PATO:0000001
ZP:0014959		GO:0042493	PATO:0000001
ZP:0014956		GO:0030097	PATO:0000001
ZP:0014927		ZFA:0001227	PATO:0000001
ZP:0014925		ZFA:0001149	PATO:0000001
ZP:0015023		GO:0046718	PATO:0000001
ZP:0015090		GO:0009913	PATO:0000001
ZP:0014896		ZFA:0009111	PATO:0000001
ZP:0014892		ZFA:0009117	PATO:0000001
ZP:0014878		ZFA:0000024	PATO:0000001
ZP:0014853		ZFA:0001069	PATO:0000001
ZP:0003896		GO:0008283	PATO:0000001
ZP:0003916		ZFA:0001283	PATO:0000001
ZP:0004307		ZFA:0000026	PATO:0000001
ZP:0009812		ZFA:0000708	PATO:0000001
ZP:0004258		ZFA:0009063	PATO:0000001
ZP:0004039		ZFA:0001317	PATO:0000001
ZP:1008147		ZFA:0001094	PATO:0000001
ZP:1008148		ZFA:0001439	PATO:0000001
