defined_class	affected_entity_1_sub	affected_entity_1_super	pato_id	affected_entity_2_super
http://purl.obolibrary.org/obo/ZP_0124919	BSPO:0000079	ZFA:0005024	PATO:0001555	ZFA:0009065
http://purl.obolibrary.org/obo/ZP_0124920	BSPO:0000688	ZFA:0000250	PATO:0002001	ZFA:0005621
http://purl.obolibrary.org/obo/ZP_0124921	BSPO:0000688	ZFA:0000250	PATO:0002001	ZFA:0009031
http://purl.obolibrary.org/obo/ZP_0124922	BSPO:0000079	ZFA:0005024	PATO:0002002	ZFA:0005314
http://purl.obolibrary.org/obo/ZP_0124923	ZFA:0005559	ZFA:0001285	PATO:0002168	ZFA:0001135
http://purl.obolibrary.org/obo/ZP_0124924	BSPO:0000079	ZFA:0005024	PATO:0002002	ZFA:0005559
http://purl.obolibrary.org/obo/ZP_0124925	BSPO:0000035	ZFA:0005037	PATO:0002270	ZFA:0009256
http://purl.obolibrary.org/obo/ZP_0124926	GO:0043005	ZFA:0009310	PATO:0002168	ZFA:0000445
http://purl.obolibrary.org/obo/ZP_0124927	GO:0030425	ZFA:0009310	PATO:0002168	ZFA:0001330
http://purl.obolibrary.org/obo/ZP_0124928	GO:0030425	ZFA:0009310	PATO:0002168	ZFA:0001329
http://purl.obolibrary.org/obo/ZP_0124929	GO:0030425	ZFA:0009310	PATO:0002168	ZFA:0000119
http://purl.obolibrary.org/obo/ZP_0124930	ZFA:0009043	ZFA:0001094	PATO:0001999	ZFA:0009044
http://purl.obolibrary.org/obo/ZP_0124931	BSPO:0000075	ZFA:0000152	PATO:0002000	ZFA:0009262
http://purl.obolibrary.org/obo/ZP_0124932	BSPO:0000075	ZFA:0000152	PATO:0002001	ZFA:0009154
http://purl.obolibrary.org/obo/ZP_0124933	BSPO:0000075	ZFA:0000152	PATO:0002000	ZFA:0009154
http://purl.obolibrary.org/obo/ZP_0124934	ZFA:0001083	ZFA:0000505	PATO:0002002	ZFA:0009292
http://purl.obolibrary.org/obo/ZP_0124935	GO:0016324	ZFA:0009285	PATO:0001645	ZFA:0005312
http://purl.obolibrary.org/obo/ZP_0124936	BSPO:0000092	ZFA:0000114	PATO:0001453	ZFA:0000114
http://purl.obolibrary.org/obo/ZP_0124937	BSPO:0000078	ZFA:0000112	PATO:0002000	ZFA:0005775
http://purl.obolibrary.org/obo/ZP_0124938	ZFA:0001682	ZFA:0000075	PATO:0002001	ZFA:0009076
http://purl.obolibrary.org/obo/ZP_0124939	ZFA:0001681	ZFA:0000075	PATO:0002002	ZFA:0009076
http://purl.obolibrary.org/obo/ZP_0124940	BSPO:0000084	ZFA:0000075	PATO:0002002	ZFA:0009076
http://purl.obolibrary.org/obo/ZP_0124941	BSPO:0000079	ZFA:0000075	PATO:0002001	ZFA:0009076
http://purl.obolibrary.org/obo/ZP_0124942	ZFA:0001083	ZFA:0000505	PATO:0002002	ZFA:0009248
http://purl.obolibrary.org/obo/ZP_0124943	GO:0005912	ZFA:0001071	PATO:0001453	ZFA:0000064
http://purl.obolibrary.org/obo/ZP_0124944	GO:0030424	ZFA:0005181	PATO:0001645	ZFA:0000671
http://purl.obolibrary.org/obo/ZP_0124945	GO:0030424	ZFA:0009310	PATO:0002168	ZFA:0000107
http://purl.obolibrary.org/obo/ZP_0124946	BSPO:0000037	ZFA:0001157	PATO:0002001	ZFA:0009000
http://purl.obolibrary.org/obo/ZP_0124947	BSPO:0000071	ZFA:0000279	PATO:0002000	ZFA:0000003
http://purl.obolibrary.org/obo/ZP_0124948	ZFA:0009127	ZFA:0001464	PATO:0002168	ZFA:0001289
http://purl.obolibrary.org/obo/ZP_0124949	ZFA:0001285	ZFA:0000014	PATO:0001505	ZFA:0005025
http://purl.obolibrary.org/obo/ZP_0124950	GO:0032421	ZFA:0009367	PATO:0000133	ZFA:0000243
http://purl.obolibrary.org/obo/ZP_0124951	ZFA:0009114	ZFA:0000155	PATO:0001453	ZFA:0000155
http://purl.obolibrary.org/obo/ZP_0124952	BSPO:0000083	ZFA:0000059	PATO:0002001	ZFA:0009147
http://purl.obolibrary.org/obo/ZP_0124953	BSPO:0000072	ZFA:0000140	PATO:0002002	ZFA:0009096
http://purl.obolibrary.org/obo/ZP_0124954	BSPO:0000072	ZFA:0000140	PATO:0001905	ZFA:0009096
http://purl.obolibrary.org/obo/ZP_0124955	BSPO:0000072	ZFA:0001094	PATO:0002001	ZFA:0005145
http://purl.obolibrary.org/obo/ZP_0124956	GO:0043005	ZFA:0009052	PATO:0002434	ZFA:0000075
http://purl.obolibrary.org/obo/ZP_0124957	ZFA:0001596	ZFA:0001550	PATO:0001852	ZFA:0001550
http://purl.obolibrary.org/obo/ZP_0124958	BSPO:0000084	ZFA:0000101	PATO:0002001	ZFA:0009301
http://purl.obolibrary.org/obo/ZP_0124959	ZFA:0000007	ZFA:0005314	PATO:0001999	ZFA:0009256
http://purl.obolibrary.org/obo/ZP_0124960	ZFA:0005222	ZFA:0001117	PATO:0002002	ZFA:0009199
http://purl.obolibrary.org/obo/ZP_0124961	GO:0030424	ZFA:0009310	PATO:0002168	ZFA:0000101
http://purl.obolibrary.org/obo/ZP_0124962	BSPO:0000079	ZFA:0000029	PATO:0002001	ZFA:0009248
http://purl.obolibrary.org/obo/ZP_0124963	GO:0030424	ZFA:0000175	PATO:0002001	ZFA:0009135
http://purl.obolibrary.org/obo/ZP_0124964	BSPO:0000079	ZFA:0000076	PATO:0002000	ZFA:0009091
http://purl.obolibrary.org/obo/ZP_0124965	BSPO:0000085	ZFA:0001117	PATO:0002270	ZFA:0009199
http://purl.obolibrary.org/obo/ZP_0124966	BSPO:0000075	ZFA:0001115	PATO:0002001	ZFA:0001513
http://purl.obolibrary.org/obo/ZP_0124967	ZFA:0001486	ZFA:0000076	PATO:0005016	ZFA:0009026
http://purl.obolibrary.org/obo/ZP_0124968	ZFA:0009034	ZFA:0000076	PATO:0002002	ZFA:0009327
http://purl.obolibrary.org/obo/ZP_0124969	GO:0005623	ZFA:0005124	PATO:0001453	ZFA:0005124
http://purl.obolibrary.org/obo/ZP_0124970	ZFA:0009303	ZFA:0001285	PATO:0001453	ZFA:0000014
http://purl.obolibrary.org/obo/ZP_0124971	GO:0042470	ZFA:0000144	PATO:0002168	ZFA:0005229
http://purl.obolibrary.org/obo/ZP_0124972	GO:0042470	ZFA:0000144	PATO:0002168	ZFA:0000152
http://purl.obolibrary.org/obo/ZP_0124973	GO:0042470	ZFA:0000144	PATO:0002168	ZFA:0000144
http://purl.obolibrary.org/obo/ZP_0124974	GO:0005859	ZFA:0005784	PATO:0002269	ZFA:0001089
http://purl.obolibrary.org/obo/ZP_0124975	GO:0005884	ZFA:0005277	PATO:0002269	ZFA:0005277
http://purl.obolibrary.org/obo/ZP_0124976	BSPO:0000056	ZFA:0005023	PATO:0002001	ZFA:0009354
http://purl.obolibrary.org/obo/ZP_0124977	BSPO:0000075	ZFA:0000152	PATO:0001999	ZFA:0009127
http://purl.obolibrary.org/obo/ZP_0124978	BSPO:0000075	ZFA:0000152	PATO:0001999	ZFA:0009262
http://purl.obolibrary.org/obo/ZP_0124979	BSPO:0000075	ZFA:0000152	PATO:0001999	ZFA:0009275
http://purl.obolibrary.org/obo/ZP_0124980	ZFA:0009241	ZFA:0000144	PATO:0002168	ZFA:0001464
http://purl.obolibrary.org/obo/ZP_0124981	GO:0030424	ZFA:0009310	PATO:0002035	ZFA:0000107
http://purl.obolibrary.org/obo/ZP_0124982	BSPO:0000071	ZFA:0000075	PATO:0002001	ZFA:0000778
http://purl.obolibrary.org/obo/ZP_0124983	BSPO:0000071	ZFA:0000075	PATO:0002001	ZFA:0009052
http://purl.obolibrary.org/obo/ZP_0124984	BSPO:0000072	ZFA:0001094	PATO:0002000	ZFA:0000041
http://purl.obolibrary.org/obo/ZP_0124985	GO:0005927	ZFA:0005277	PATO:0001453	ZFA:0009115
http://purl.obolibrary.org/obo/ZP_0124986	GO:0030424	ZFA:0009125	PATO:0001667	ZFA:0005718
http://purl.obolibrary.org/obo/ZP_0124987	GO:0030424	ZFA:0009125	PATO:0001667	ZFA:0005671
http://purl.obolibrary.org/obo/ZP_0124988	GO:0030424	ZFA:0009125	PATO:0001667	ZFA:0001108
http://purl.obolibrary.org/obo/ZP_0124989	BSPO:0000079	ZFA:0000075	PATO:0001555	ZFA:0009248
http://purl.obolibrary.org/obo/ZP_0124990	BSPO:0000083	ZFA:0001194	PATO:0002001	ZFA:0009003
http://purl.obolibrary.org/obo/ZP_0124991	BSPO:0000027	ZFA:0001194	PATO:0002000	ZFA:0009003
http://purl.obolibrary.org/obo/ZP_0124992	BSPO:0000056	ZFA:0000032	PATO:0002002	ZFA:0009301
http://purl.obolibrary.org/obo/ZP_0124993	GO:0005764	ZFA:0009141	PATO:0002269	ZFA:0009141
http://purl.obolibrary.org/obo/ZP_0124994	ZFA:0000098	ZFA:0000449	PATO:0002001	ZFA:0009000
http://purl.obolibrary.org/obo/ZP_0124995	ZFA:0000098	ZFA:0000516	PATO:0002001	ZFA:0009000
http://purl.obolibrary.org/obo/ZP_0124996	GO:0030016	ZFA:0001056	PATO:0001667	ZFA:0001089
http://purl.obolibrary.org/obo/ZP_0124997	BSPO:0000083	ZFA:0000155	PATO:0001999	ZFA:0009116
http://purl.obolibrary.org/obo/ZP_0124998	ZFA:0009076	ZFA:0000075	PATO:0002233	ZFA:0005266
http://purl.obolibrary.org/obo/ZP_0124999	ZFA:0009076	ZFA:0000075	PATO:0001233	ZFA:0005266
http://purl.obolibrary.org/obo/ZP_0125000	ZFA:0009000	ZFA:0000086	PATO:0001453	ZFA:0000086
http://purl.obolibrary.org/obo/ZP_0125001	ZFA:0005147	ZFA:0000075	PATO:0002001	ZFA:0009248
http://purl.obolibrary.org/obo/ZP_0125002	GO:0005902	ZFA:0001288	PATO:0001645	ZFA:0005283
http://purl.obolibrary.org/obo/ZP_0125003	GO:0030016	ZFA:0000155	PATO:0001453	ZFA:0000155
http://purl.obolibrary.org/obo/ZP_0125004	ZFA:0001119	ZFA:0001115	PATO:0002000	ZFA:0009199
http://purl.obolibrary.org/obo/ZP_0125005	GO:0005776	ZFA:0005147	PATO:0002270	ZFA:0000383
http://purl.obolibrary.org/obo/ZP_0125006	ZFA:0001058	ZFA:0001269	PATO:0001905	ZFA:0000082
http://purl.obolibrary.org/obo/ZP_0125007	ZFA:0001058	ZFA:0001269	PATO:0001999	ZFA:0000005
http://purl.obolibrary.org/obo/ZP_0125008	ZFA:0009000	ZFA:0005064	PATO:0002168	ZFA:0000009
http://purl.obolibrary.org/obo/ZP_0125009	GO:0030141	ZFA:0001109	PATO:0002269	ZFA:0001109
http://purl.obolibrary.org/obo/ZP_0125010	GO:0005819	ZFA:0001289	PATO:0000133	ZFA:0000144
http://purl.obolibrary.org/obo/ZP_0125011	BSPO:0000070	ZFA:0000066	PATO:0000651	ZFA:0000330
http://purl.obolibrary.org/obo/ZP_0125012	BSPO:0000071	ZFA:0000155	PATO:0001999	ZFA:0009116
http://purl.obolibrary.org/obo/ZP_0125013	ZFA:0009000	ZFA:0005124	PATO:0001453	ZFA:0001338
http://purl.obolibrary.org/obo/ZP_0125014	ZFA:0000243	ZFA:0005147	PATO:0002001	ZFA:0009363
http://purl.obolibrary.org/obo/ZP_0125015	ZFA:0005147	ZFA:0000075	PATO:0001905	ZFA:0009248
http://purl.obolibrary.org/obo/ZP_0125016	ZFA:0009000	ZFA:0000135	PATO:0000133	ZFA:0000135
http://purl.obolibrary.org/obo/ZP_0125017	ZFA:0009000	ZFA:0000016	PATO:0000133	ZFA:0000016
http://purl.obolibrary.org/obo/ZP_0125018	ZFA:0000126	ZFA:0001189	PATO:0000642	ZFA:0000126
http://purl.obolibrary.org/obo/ZP_0125019	BSPO:0000082	ZFA:0000014	PATO:0001961	ZFA:0000186
http://purl.obolibrary.org/obo/ZP_0125020	BSPO:0000082	ZFA:0000014	PATO:0001961	ZFA:0005026
http://purl.obolibrary.org/obo/ZP_0125021	ZFA:0001119	ZFA:0001115	PATO:0002000	ZFA:0009198
http://purl.obolibrary.org/obo/ZP_0125022	ZFA:0001119	ZFA:0001115	PATO:0002001	ZFA:0009091
http://purl.obolibrary.org/obo/ZP_0125023	BSPO:0000085	ZFA:0001115	PATO:0002001	ZFA:0009198
http://purl.obolibrary.org/obo/ZP_0125024	ZFA:0009303	ZFA:0005604	PATO:0001453	ZFA:0005604
http://purl.obolibrary.org/obo/ZP_0125025	ZFA:0009248	ZFA:0000119	PATO:0002168	ZFA:0000143
http://purl.obolibrary.org/obo/ZP_0125026	GO:0030424	ZFA:0005181	PATO:0001645	ZFA:0001086
http://purl.obolibrary.org/obo/ZP_0125027	GO:0030424	ZFA:0009125	PATO:0001633	ZFA:0000402
http://purl.obolibrary.org/obo/ZP_0125028	GO:0030424	ZFA:0009125	PATO:0001667	ZFA:0005674
http://purl.obolibrary.org/obo/ZP_0125029	GO:0030424	ZFA:0009125	PATO:0001667	ZFA:0005675
http://purl.obolibrary.org/obo/ZP_0125030	GO:0030424	ZFA:0009125	PATO:0001453	ZFA:0005717
http://purl.obolibrary.org/obo/ZP_0125031	GO:0030424	ZFA:0009125	PATO:0001667	ZFA:0005717
http://purl.obolibrary.org/obo/ZP_0125032	GO:0030016	ZFA:0005145	PATO:0001453	ZFA:0001089
http://purl.obolibrary.org/obo/ZP_0125033	GO:0030424	ZFA:0009052	PATO:0002002	ZFA:0009135
http://purl.obolibrary.org/obo/ZP_0125034	ZFA:0005746	ZFA:0000135	PATO:0001505	ZFA:0005746
http://purl.obolibrary.org/obo/ZP_0125035	BSPO:0000072	ZFA:0001115	PATO:0002000	ZFA:0009244
http://purl.obolibrary.org/obo/ZP_0125036	BSPO:0000071	ZFA:0000075	PATO:0002001	ZFA:0009244
http://purl.obolibrary.org/obo/ZP_0125037	BSPO:0000079	ZFA:0001115	PATO:0002001	ZFA:0009199
http://purl.obolibrary.org/obo/ZP_0125038	BSPO:0000079	ZFA:0001114	PATO:0002001	ZFA:0009091
http://purl.obolibrary.org/obo/ZP_0125039	ZFA:0001463	ZFA:0001115	PATO:0001905	ZFA:0009091
http://purl.obolibrary.org/obo/ZP_0125040	BSPO:0000082	ZFA:0000032	PATO:0002001	ZFA:0009100
http://purl.obolibrary.org/obo/ZP_0125041	BSPO:0000085	ZFA:0001115	PATO:0002270	ZFA:0009091
http://purl.obolibrary.org/obo/ZP_0125042	BSPO:0000085	ZFA:0001115	PATO:0002270	ZFA:0009199
http://purl.obolibrary.org/obo/ZP_0125043	BSPO:0000085	ZFA:0001117	PATO:0002270	ZFA:0009091
http://purl.obolibrary.org/obo/ZP_0125044	GO:0030425	ZFA:0009319	PATO:0002261	ZFA:0001464
http://purl.obolibrary.org/obo/ZP_0125045	GO:0030424	ZFA:0009319	PATO:0002261	ZFA:0000024
http://purl.obolibrary.org/obo/ZP_0125046	BSPO:0000071	ZFA:0001115	PATO:0002001	ZFA:0009091
http://purl.obolibrary.org/obo/ZP_0125047	BSPO:0001001	ZFA:0001094	PATO:0002002	ZFA:0009150
http://purl.obolibrary.org/obo/ZP_0125048	BSPO:0000013	ZFA:0001094	PATO:0002002	ZFA:0009244
http://purl.obolibrary.org/obo/ZP_0125049	BSPO:0000013	ZFA:0001094	PATO:0002002	ZFA:0009150
http://purl.obolibrary.org/obo/ZP_0125050	BSPO:0000079	ZFA:0005222	PATO:0002000	ZFA:0009091
http://purl.obolibrary.org/obo/ZP_0125051	ZFA:0009000	ZFA:0001069	PATO:0001852	ZFA:0000066
http://purl.obolibrary.org/obo/ZP_0125052	BSPO:0000075	ZFA:0000152	PATO:0002000	ZFA:0009127
http://purl.obolibrary.org/obo/ZP_0125053	ZFA:0009076	ZFA:0000075	PATO:0002259	ZFA:0005266
http://purl.obolibrary.org/obo/ZP_0125054	BSPO:0000063	ZFA:0000075	PATO:0002001	ZFA:0009076
http://purl.obolibrary.org/obo/ZP_0125055	ZFA:0005147	ZFA:0000277	PATO:0000642	ZFA:0000277
http://purl.obolibrary.org/obo/ZP_0125056	BSPO:0000083	ZFA:0001108	PATO:0001905	ZFA:0009147
http://purl.obolibrary.org/obo/ZP_0125057	BSPO:0000082	ZFA:0000032	PATO:0001905	ZFA:0009100
http://purl.obolibrary.org/obo/ZP_0125058	GO:0042995	ZFA:0001673	PATO:0000624	ZFA:0005312
http://purl.obolibrary.org/obo/ZP_0125059	BSPO:0000079	ZFA:0005024	PATO:0002002	ZFA:0009065
http://purl.obolibrary.org/obo/ZP_0125060	BSPO:0000071	ZFA:0000279	PATO:0002001	ZFA:0000003
http://purl.obolibrary.org/obo/ZP_0125061	BSPO:0000075	ZFA:0000152	PATO:0002001	ZFA:0009262
http://purl.obolibrary.org/obo/ZP_0125062	GO:0030424	ZFA:0009125	PATO:0001667	ZFA:0005677
http://purl.obolibrary.org/obo/ZP_0125063	GO:0030424	ZFA:0009125	PATO:0001667	ZFA:0005683
http://purl.obolibrary.org/obo/ZP_0125064	ZFA:0005249	ZFA:0000118	PATO:0002001	ZFA:0009036
http://purl.obolibrary.org/obo/ZP_0125065	ZFA:0009114	ZFA:0000155	PATO:0001435	ZFA:0001089
http://purl.obolibrary.org/obo/ZP_0125066	ZFA:0005844	ZFA:0000128	PATO:0002000	ZFA:0009065
http://purl.obolibrary.org/obo/ZP_0125067	BSPO:0000077	ZFA:0001558	PATO:0002001	ZFA:0009000
http://purl.obolibrary.org/obo/ZP_0125068	BSPO:0000077	ZFA:0001558	PATO:0002002	ZFA:0009000
http://purl.obolibrary.org/obo/ZP_0125069	BSPO:0000077	ZFA:0001558	PATO:0001555	ZFA:0009000
http://purl.obolibrary.org/obo/ZP_0125070	ZFA:0009052	ZFA:0000206	PATO:0002168	ZFA:0001032
http://purl.obolibrary.org/obo/ZP_0125071	ZFA:0009052	ZFA:0000206	PATO:0002168	ZFA:0000823
http://purl.obolibrary.org/obo/ZP_0125072	BSPO:0000070	ZFA:0001338	PATO:0002002	ZFA:0009327
http://purl.obolibrary.org/obo/ZP_0125073	BSPO:0000070	ZFA:0000114	PATO:0002002	ZFA:0005145
http://purl.obolibrary.org/obo/ZP_0125074	ZFA:0000123	ZFA:0000242	PATO:0002002	ZFA:0009082
http://purl.obolibrary.org/obo/ZP_0125075	BSPO:0000072	ZFA:0005023	PATO:0002002	ZFA:0009354
http://purl.obolibrary.org/obo/ZP_0125076	BSPO:0000070	ZFA:0000150	PATO:0001555	ZFA:0009309
http://purl.obolibrary.org/obo/ZP_0125077	BSPO:0000070	ZFA:0000150	PATO:0002002	ZFA:0009309
http://purl.obolibrary.org/obo/ZP_0125078	ZFA:0001058	ZFA:0001269	PATO:0001905	ZFA:0009036
http://purl.obolibrary.org/obo/ZP_0125079	BSPO:0000070	ZFA:0001076	PATO:0002000	ZFA:0009165
http://purl.obolibrary.org/obo/ZP_0125080	BSPO:0000070	ZFA:0000112	PATO:0002001	ZFA:0009165
http://purl.obolibrary.org/obo/ZP_0125081	BSPO:0000070	ZFA:0000075	PATO:0002001	ZFA:0005604
http://purl.obolibrary.org/obo/ZP_0125082	ZFA:0005844	ZFA:0000128	PATO:0002001	ZFA:0009065
http://purl.obolibrary.org/obo/ZP_0125083	BSPO:0000030	ZFA:0000075	PATO:0002001	ZFA:0009076
http://purl.obolibrary.org/obo/ZP_0125084	BSPO:0000035	ZFA:0000075	PATO:0002001	ZFA:0009076
http://purl.obolibrary.org/obo/ZP_0125085	BSPO:0000072	ZFA:0000075	PATO:0002001	ZFA:0009076
http://purl.obolibrary.org/obo/ZP_0125086	BSPO:0000078	ZFA:0001338	PATO:0002000	ZFA:0005775
http://purl.obolibrary.org/obo/ZP_0125087	BSPO:0000078	ZFA:0001338	PATO:0001905	ZFA:0005775
http://purl.obolibrary.org/obo/ZP_0125088	MPATH:218	ZFA:0001094	PATO:0002000	ZFA:0005604
http://purl.obolibrary.org/obo/ZP_0125089	MPATH:218	ZFA:0001094	PATO:0001999	ZFA:0005314
http://purl.obolibrary.org/obo/ZP_0125090	MPATH:218	ZFA:0001094	PATO:0002001	ZFA:0005314
http://purl.obolibrary.org/obo/ZP_0125091	ZFA:0009043	ZFA:0000014	PATO:0002002	ZFA:0009327
http://purl.obolibrary.org/obo/ZP_0125092	BSPO:0000071	ZFA:0001094	PATO:0002002	ZFA:0009354
http://purl.obolibrary.org/obo/ZP_0125093	BSPO:0000072	ZFA:0001094	PATO:0002001	ZFA:0009354
http://purl.obolibrary.org/obo/ZP_0125094	BSPO:0000072	ZFA:0005023	PATO:0001555	ZFA:0009354
http://purl.obolibrary.org/obo/ZP_0125095	BSPO:0000070	ZFA:0005025	PATO:0002001	ZFA:0009141
http://purl.obolibrary.org/obo/ZP_0125096	BSPO:0000070	ZFA:0005028	PATO:0002002	ZFA:0009141
http://purl.obolibrary.org/obo/ZP_0125097	ZFA:0005604	ZFA:0005025	PATO:0001738	ZFA:0009141
http://purl.obolibrary.org/obo/ZP_0125098	ZFA:0009036	ZFA:0000008	PATO:0001505	ZFA:0009036
http://purl.obolibrary.org/obo/ZP_0125099	ZFA:0005604	ZFA:0005053	PATO:0001505	ZFA:0005030
http://purl.obolibrary.org/obo/ZP_0125100	BSPO:0000127	ZFA:0000152	PATO:0002000	ZFA:0009262
http://purl.obolibrary.org/obo/ZP_0125101	BSPO:0000127	ZFA:0000152	PATO:0002000	ZFA:0009275
http://purl.obolibrary.org/obo/ZP_0125102	BSPO:0000079	ZFA:0001094	PATO:0001555	ZFA:0009091
