defined_class	affected_entity_1_sub	affected_entity_1_super	pato_id
ZP:0001681	GO:0030016	ZFA:0000473	PATO:0000574
ZP:0001682	GO:0030016	ZFA:0000473	PATO:0000937
ZP:0001684	ZFA:0009150	ZFA:0001135	PATO:0000638
ZP:0001685	GO:0030424	ZFA:0009052	PATO:0000587
ZP:0001686	GO:0030424	ZFA:0009052	PATO:0000592
ZP:0001687	GO:0005892	ZFA:0009114	PATO:0000587
ZP:0001688	GO:0005892	ZFA:0009114	PATO:0001997
ZP:0001689	GO:0032982	ZFA:0009116	PATO:0001997
ZP:0001690	GO:0030425	ZFA:0009150	PATO:0000574
ZP:0001691	GO:0030425	ZFA:0009150	PATO:0001997
ZP:0001699	BSPO:0000077	ZFA:0000150	PATO:0000574
ZP:0001700	BSPO:0000078	ZFA:0000150	PATO:0000573
ZP:0001703	GO:0030016	ZFA:0000301	PATO:0000937
ZP:0001706	BSPO:0000013	ZFA:0001114	PATO:0000574
ZP:0001711	BSPO:0000071	ZFA:0001559	PATO:0000574
ZP:0001737	GO:0043005	ZFA:0007001	PATO:0001919
ZP:0001738	GO:0043005	ZFA:0007001	PATO:0002118
ZP:0001739	GO:0030424	ZFA:0009125	PATO:0000140
ZP:0001748	GO:0030425	ZFA:0009239	PATO:0000628
ZP:0001749	GO:0030425	ZFA:0009239	PATO:0001997
ZP:0001776	ZFA:0009306	ZFA:0000152	PATO:0001769
ZP:0001779	BSPO:0000005	ZFA:0000640	PATO:0000141
ZP:0001782	GO:0030057	ZFA:0001683	PATO:0001997
ZP:0001785	GO:0005634	ZFA:0009011	PATO:0000140
ZP:0001787	GO:0048770	ZFA:0009241	PATO:0000628
ZP:0001790	GO:0005911	ZFA:0009306	PATO:0001444
ZP:0001799	ZFA:0001377	ZFA:0000038	PATO:0002099
ZP:0001801	ZFA:0009000	ZFA:0001317	PATO:0001997
ZP:0001820	ZFA:0009000	ZFA:0000135	PATO:0000937
ZP:0001826	BSPO:0000013	ZFA:0001094	PATO:0000969
ZP:0001827	BSPO:0001001	ZFA:0001094	PATO:0000573
ZP:0001829	ZFA:0000135	ZFA:0001117	PATO:0001910
ZP:0001831	ZFA:0009084	ZFA:0001205	PATO:0000937
ZP:0001832	ZFA:0009084	ZFA:0001400	PATO:0000937
ZP:0001834	GO:0031012	ZFA:0001458	PATO:0000025
ZP:0001845	ZFA:0009052	ZFA:0000075	PATO:0000628
ZP:0001846	ZFA:0009276	ZFA:0000075	PATO:0000470
ZP:0001847	ZFA:0009276	ZFA:0000075	PATO:0000628
ZP:0001848	GO:0005929	ZFA:0000151	PATO:0000470
ZP:0001849	ZFA:0005242	ZFA:0000151	PATO:0000470
ZP:0001850	GO:0043292	ZFA:0000563	PATO:0000646
ZP:0001851	GO:0005884	ZFA:0001161	PATO:0000628
ZP:0001854	BSPO:0000013	ZFA:0000051	PATO:0000574
ZP:0001857	ZFA:0009366	ZFA:0000566	PATO:0000462
ZP:0001858	ZFA:0009366	ZFA:0000619	PATO:0000462
ZP:0001880	ZFA:0009034	ZFA:0000051	PATO:0000638
ZP:0001881	ZFA:0009366	ZFA:0000051	PATO:0000470
ZP:0001885	GO:0030424	ZFA:0000175	PATO:0001997
ZP:0001886	GO:0034706	ZFA:0000175	PATO:0000616
ZP:0001887	GO:0034706	ZFA:0000175	PATO:0001154
ZP:0001888	GO:0034706	ZFA:0000175	PATO:0001567
ZP:0001889	GO:0034706	ZFA:0000175	PATO:0001997
ZP:0001890	GO:0043209	ZFA:0000175	PATO:0000462
ZP:0001891	ZFA:0009135	ZFA:0000175	PATO:0000462
ZP:0001901	ZFA:0009366	ZFA:0000386	PATO:0000628
ZP:0001907	ZFA:0009366	ZFA:0000566	PATO:0000470
ZP:0001908	ZFA:0009248	ZFA:0000588	PATO:0000638
ZP:0001909	ZFA:0009366	ZFA:0000619	PATO:0000470
ZP:0001911	ZFA:0009073	ZFA:0000944	PATO:0000462
ZP:0001913	ZFA:0009090	ZFA:0001114	PATO:0000462
ZP:0001914	ZFA:0009090	ZFA:0001115	PATO:0000462
ZP:0001915	ZFA:0009249	ZFA:0001117	PATO:0001997
ZP:0001916	ZFA:0009073	ZFA:0001155	PATO:0001997
ZP:0001917	ZFA:0009248	ZFA:0001155	PATO:0000462
ZP:0001922	GO:0030424	ZFA:0009052	PATO:0000141
ZP:0001923	GO:0030424	ZFA:0009052	PATO:0001959
ZP:0001925	GO:0030175	ZFA:0009073	PATO:0000303
ZP:0001926	GO:0030175	ZFA:0009073	PATO:0000573
ZP:0001936	GO:0030141	ZFA:0009151	PATO:0000587
ZP:0001937	GO:0030141	ZFA:0009151	PATO:0001997
ZP:0001951	ZFA:0009248	ZFA:0000142	PATO:0001566
ZP:0001954	ZFA:0009248	ZFA:0000200	PATO:0001997
ZP:0001956	ZFA:0009061	ZFA:0000539	PATO:0000462
ZP:0001957	ZFA:0009061	ZFA:0000545	PATO:0000462
ZP:0002011	ZFA:0009102	ZFA:0000140	PATO:0001630
ZP:0002012	ZFA:0005604	ZFA:0001052	PATO:0000628
ZP:0002013	ZFA:0005604	ZFA:0001052	PATO:0001997
ZP:0002023	GO:0030175	ZFA:0009139	PATO:0001997
ZP:0002061	GO:0005623	ZFA:0000152	PATO:0001997
ZP:0002064	GO:0030424	ZFA:0009150	PATO:0002396
ZP:0002065	GO:0030424	ZFA:0009150	PATO:0002438
ZP:0002073	ZFA:0009019	ZFA:0000152	PATO:0002100
ZP:0002076	BSPO:0000013	ZFA:0000029	PATO:0000574
ZP:0002077	BSPO:0000071	ZFA:0000029	PATO:0000587
ZP:0002092	ZFA:0009141	ZFA:0000094	PATO:0001997
ZP:0002094	ZFA:0001681	ZFA:0000445	PATO:0001562
ZP:0002107	ZFA:0009248	ZFA:0001064	PATO:0002264
ZP:0002138	ZFA:0009138	ZFA:0000117	PATO:0000060
ZP:0002139	ZFA:0009138	ZFA:0000117	PATO:0000303
ZP:0002140	ZFA:0009138	ZFA:0000117	PATO:0001488
ZP:0002150	ZFA:0000017	ZFA:0001058	PATO:0001928
ZP:0002162	ZFA:0009367	ZFA:0001470	PATO:0001997
ZP:0002168	GO:0030027	ZFA:0009138	PATO:0000573
ZP:0002175	ZFA:0009316	ZFA:0000009	PATO:0001691
ZP:0002177	ZFA:0009084	ZFA:0001205	PATO:0000587
ZP:0002189	GO:0030424	ZFA:0000206	PATO:0000574
ZP:0002191	GO:0030424	ZFA:0001365	PATO:0000574
ZP:0002192	GO:0005856	ZFA:0009052	PATO:0000937
ZP:0002193	GO:0030424	ZFA:0009052	PATO:0002286
ZP:0002194	GO:0005874	ZFA:0009149	PATO:0001997
ZP:0002195	GO:0015630	ZFA:0009149	PATO:0001790
ZP:0002211	ZFA:0005227	ZFA:0001157	PATO:0000051
ZP:0002216	ZFA:0000003	ZFA:0000155	PATO:0001997
ZP:0002226	GO:0030424	ZFA:0005179	PATO:0000330
ZP:0002227	GO:0030424	ZFA:0005179	PATO:0000574
ZP:0002228	GO:0030424	ZFA:0009243	PATO:0000330
ZP:0002229	GO:0030424	ZFA:0009243	PATO:0000470
ZP:0002230	GO:0030424	ZFA:0009243	PATO:0000574
ZP:0002236	ZFA:0001486	ZFA:0000161	PATO:0000051
ZP:0002237	ZFA:0009038	ZFA:0000161	PATO:0000411
ZP:0002243	ZFA:0009248	ZFA:0000197	PATO:0000060
ZP:0002247	BSPO:0000013	ZFA:0001094	PATO:0001468
ZP:0002249	GO:0031012	ZFA:0001227	PATO:0001609
ZP:0002250	ZFA:0009084	ZFA:0001227	PATO:0001396
ZP:0002252	GO:0005911	ZFA:0009038	PATO:0001997
ZP:0002253	GO:0005783	ZFA:0009084	PATO:0000596
ZP:0002254	GO:0031941	ZFA:0009306	PATO:0001997
ZP:0002262	GO:0005773	ZFA:0000135	PATO:0001444
ZP:0002267	ZFA:0009091	ZFA:0005220	PATO:0001354
ZP:0002271	GO:0001750	ZFA:0009154	PATO:0000587
ZP:0002274	GO:0005694	ZFA:0000142	PATO:0000070
ZP:0002288	ZFA:0007009	ZFA:0000142	PATO:0002011
ZP:0002301	ZFA:0009034	ZFA:0001078	PATO:0001997
ZP:0002324	GO:0005581	ZFA:0001458	PATO:0000051
ZP:0002325	GO:0005584	ZFA:0001458	PATO:0001997
ZP:0002326	GO:0005585	ZFA:0001458	PATO:0001997
ZP:0002327	GO:0005589	ZFA:0001458	PATO:0000462
ZP:0002331	ZFA:0009084	ZFA:0001460	PATO:0000411
ZP:0002332	ZFA:0009084	ZFA:0001460	PATO:0000937
ZP:0002337	ZFA:0001463	ZFA:0000084	PATO:0000462
ZP:0002339	ZFA:0009000	ZFA:0000112	PATO:0000470
ZP:0002340	BSPO:0000071	ZFA:0000135	PATO:0000600
ZP:0002343	ZFA:0009000	ZFA:0000152	PATO:0000638
ZP:0002345	ZFA:0009248	ZFA:0000588	PATO:0001997
ZP:0002346	ZFA:0009023	ZFA:0001077	PATO:0000462
ZP:0002349	ZFA:0009165	ZFA:0001117	PATO:0000467
ZP:0002353	ZFA:0009091	ZFA:0001463	PATO:0001997
ZP:0002354	ZFA:0009014	ZFA:0005028	PATO:0000462
ZP:0002362	GO:0005773	ZFA:0000135	PATO:0000937
ZP:0002366	GO:0000922	ZFA:0000098	PATO:0000470
ZP:0002372	GO:0005583	ZFA:0001458	PATO:0000462
ZP:0002373	GO:0005585	ZFA:0001458	PATO:0000462
ZP:0002374	GO:0031012	ZFA:0001458	PATO:0000587
ZP:0002375	GO:0044420	ZFA:0001458	PATO:0000060
ZP:0002377	ZFA:0009084	ZFA:0001460	PATO:0000619
ZP:0002384	GO:0005583	ZFA:0009084	PATO:0001997
ZP:0002385	GO:0005886	ZFA:0009084	PATO:0000701
ZP:0002386	GO:0031012	ZFA:0009084	PATO:0001485
ZP:0002387	GO:0031012	ZFA:0009084	PATO:0002058
ZP:0002388	GO:0031253	ZFA:0009084	PATO:0000462
ZP:0002409	ZFA:0009248	ZFA:0001114	PATO:0000638
ZP:0002411	GO:0000930	ZFA:0009000	PATO:0000628
