defined_class	affected_entity_1_sub	affected_entity_1_super	pato_id
http://purl.obolibrary.org/obo/ZP_0100252	GO:0005929	ZFA:0009127	PATO:0000574
http://purl.obolibrary.org/obo/ZP_0100253	ZFA:0009127	ZFA:0001464	PATO:0000639
http://purl.obolibrary.org/obo/ZP_0100254	GO:0060091	ZFA:0000243	PATO:0000937
http://purl.obolibrary.org/obo/ZP_0100255	MPATH:359	ZFA:0001114	PATO:0000317
http://purl.obolibrary.org/obo/ZP_0100256	GO:0060091	ZFA:0009366	PATO:0000937
http://purl.obolibrary.org/obo/ZP_0100257	GO:0044297	ZFA:0009127	PATO:0000628
http://purl.obolibrary.org/obo/ZP_0100258	MPATH:360	ZFA:0000368	PATO:0001908
http://purl.obolibrary.org/obo/ZP_0100259	ZFA:0009091	ZFA:0005221	PATO:0000644
http://purl.obolibrary.org/obo/ZP_0100260	ZFA:0001486	ZFA:0000135	PATO:0001617
http://purl.obolibrary.org/obo/ZP_0100261	ZFA:0001486	ZFA:0000135	PATO:0002102
http://purl.obolibrary.org/obo/ZP_0100262	ZFA:0009115	ZFA:0000671	PATO:0001715
http://purl.obolibrary.org/obo/ZP_0100263	GO:0005584	ZFA:0000135	PATO:0000937
http://purl.obolibrary.org/obo/ZP_0100264	ZFA:0005147	ZFA:0001269	PATO:0001241
http://purl.obolibrary.org/obo/ZP_0100265	ZFA:0005147	ZFA:0001269	PATO:0000587
http://purl.obolibrary.org/obo/ZP_0100266	ZFA:0001554	ZFA:0001269	PATO:0000646
http://purl.obolibrary.org/obo/ZP_0100267	GO:0001750	ZFA:0009262	PATO:0002290
http://purl.obolibrary.org/obo/ZP_0100268	GO:0030424	ZFA:0001691	PATO:0000628
http://purl.obolibrary.org/obo/ZP_0100269	GO:0000262	ZFA:0000012	PATO:0001997
http://purl.obolibrary.org/obo/ZP_0100270	GO:0030424	ZFA:0005179	PATO:0000462
http://purl.obolibrary.org/obo/ZP_0100271	BSPO:0000014	ZFA:0005126	PATO:0000574
http://purl.obolibrary.org/obo/ZP_0100272	ZFA:0009165	ZFA:0001306	PATO:0000060
http://purl.obolibrary.org/obo/ZP_0100273	GO:0044754	ZFA:0005124	PATO:0000470
http://purl.obolibrary.org/obo/ZP_0100274	ZFA:0009034	ZFA:0001338	PATO:0001872
http://purl.obolibrary.org/obo/ZP_0100275	GO:0030424	ZFA:0009243	PATO:0001997
http://purl.obolibrary.org/obo/ZP_0100276	ZFA:0009248	ZFA:0007001	PATO:0001997
http://purl.obolibrary.org/obo/ZP_0100277	GO:0030424	ZFA:0000318	PATO:0001997
http://purl.obolibrary.org/obo/ZP_0100278	ZFA:0009248	ZFA:0000295	PATO:0001997
http://purl.obolibrary.org/obo/ZP_0100279	ZFA:0009361	ZFA:0001155	PATO:0000070
http://purl.obolibrary.org/obo/ZP_0100280	ZFA:0009248	ZFA:0001155	PATO:0000070
http://purl.obolibrary.org/obo/ZP_0100281	ZFA:0009025	ZFA:0000537	PATO:0001997
http://purl.obolibrary.org/obo/ZP_0100282	ZFA:0009025	ZFA:0000498	PATO:0001997
http://purl.obolibrary.org/obo/ZP_0100283	ZFA:0009025	ZFA:0000465	PATO:0001997
http://purl.obolibrary.org/obo/ZP_0100284	ZFA:0009393	ZFA:0000671	PATO:0000070
http://purl.obolibrary.org/obo/ZP_0100285	BSPO:0000084	ZFA:0000152	PATO:0000051
http://purl.obolibrary.org/obo/ZP_0100286	BSPO:0000010	ZFA:0001094	PATO:0002364
http://purl.obolibrary.org/obo/ZP_0100287	BSPO:0000092	ZFA:0000255	PATO:0001566
http://purl.obolibrary.org/obo/ZP_0100288	BSPO:0000092	ZFA:0000255	PATO:0000937
http://purl.obolibrary.org/obo/ZP_0100289	GO:0005604	ZFA:0005574	PATO:0000592
http://purl.obolibrary.org/obo/ZP_0100290	ZFA:0009065	ZFA:0005000	PATO:0001997
http://purl.obolibrary.org/obo/ZP_0100291	GO:0005634	ZFA:0001326	PATO:0000628
http://purl.obolibrary.org/obo/ZP_0100292	ZFA:0009036	ZFA:0005000	PATO:0000470
http://purl.obolibrary.org/obo/ZP_0100293	GO:0031941	ZFA:0000309	PATO:0000937
http://purl.obolibrary.org/obo/ZP_0100294	GO:0005874	ZFA:0000309	PATO:0000141
http://purl.obolibrary.org/obo/ZP_0100295	GO:0005902	ZFA:0000309	PATO:0001790
http://purl.obolibrary.org/obo/ZP_0100296	GO:0030016	ZFA:0009316	PATO:0000462
http://purl.obolibrary.org/obo/ZP_0100297	ZFA:0009000	ZFA:0001135	PATO:0001997
http://purl.obolibrary.org/obo/ZP_0100298	GO:0030424	ZFA:0001108	PATO:0002264
http://purl.obolibrary.org/obo/ZP_0100299	ZFA:0009248	ZFA:0001064	PATO:0001997
http://purl.obolibrary.org/obo/ZP_0100300	GO:0030424	ZFA:0009076	PATO:0001786
http://purl.obolibrary.org/obo/ZP_0100301	GO:0014704	ZFA:0001319	PATO:0000937
http://purl.obolibrary.org/obo/ZP_0100302	GO:0072686	ZFA:0000132	PATO:0001624
http://purl.obolibrary.org/obo/ZP_0100303	BSPO:0000077	ZFA:0001558	PATO:0001571
http://purl.obolibrary.org/obo/ZP_0100304	GO:0042470	ZFA:0000368	PATO:0000587
http://purl.obolibrary.org/obo/ZP_0100305	GO:0030990	ZFA:0009127	PATO:0000060
http://purl.obolibrary.org/obo/ZP_0100306	ZFA:0001364	ZFA:0000326	PATO:0001997
http://purl.obolibrary.org/obo/ZP_0100307	GO:0036157	ZFA:0009032	PATO:0001997
http://purl.obolibrary.org/obo/ZP_0100308	GO:0005929	ZFA:0000678	PATO:0000462
http://purl.obolibrary.org/obo/ZP_0100309	GO:0036156	ZFA:0009032	PATO:0001997
http://purl.obolibrary.org/obo/ZP_0100310	GO:0005929	ZFA:0000075	PATO:0002283
http://purl.obolibrary.org/obo/ZP_0100311	GO:0005929	ZFA:0000048	PATO:0000300
http://purl.obolibrary.org/obo/ZP_0100312	GO:0005929	ZFA:0000048	PATO:0000141
http://purl.obolibrary.org/obo/ZP_0100313	GO:0045179	ZFA:0009035	PATO:0000025
http://purl.obolibrary.org/obo/ZP_0100314	GO:0031941	ZFA:0009035	PATO:0001562
http://purl.obolibrary.org/obo/ZP_0100315	GO:0031514	ZFA:0000150	PATO:0000039
http://purl.obolibrary.org/obo/ZP_0100316	ZFA:0009035	ZFA:0000001	PATO:0001241
http://purl.obolibrary.org/obo/ZP_0100317	BSPO:0000055	ZFA:0001114	PATO:0001478
http://purl.obolibrary.org/obo/ZP_0100318	GO:0005833	ZFA:0009015	PATO:0001997
http://purl.obolibrary.org/obo/ZP_0100319	GO:0032982	ZFA:0001056	PATO:0000462
http://purl.obolibrary.org/obo/ZP_0100320	GO:0030018	ZFA:0001056	PATO:0000141
http://purl.obolibrary.org/obo/ZP_0100321	GO:0030017	ZFA:0001056	PATO:0000937
http://purl.obolibrary.org/obo/ZP_0100322	GO:0005884	ZFA:0001056	PATO:0000462
http://purl.obolibrary.org/obo/ZP_0100323	GO:0001917	ZFA:0009275	PATO:0000628
http://purl.obolibrary.org/obo/ZP_0100324	GO:0005929	ZFA:0007037	PATO:0002050
http://purl.obolibrary.org/obo/ZP_0100325	ZFA:0009000	ZFA:0000086	PATO:0000586
http://purl.obolibrary.org/obo/ZP_0100326	ZFA:0001596	ZFA:0001611	PATO:0001241
http://purl.obolibrary.org/obo/ZP_0100327	GO:0031672	ZFA:0009115	PATO:0000141
http://purl.obolibrary.org/obo/ZP_0100328	GO:0030424	ZFA:0000944	PATO:0000051
http://purl.obolibrary.org/obo/ZP_0100329	GO:0030424	ZFA:0000019	PATO:0000051
http://purl.obolibrary.org/obo/ZP_0100330	GO:0031594	ZFA:0005277	PATO:0000060
http://purl.obolibrary.org/obo/ZP_0100331	ZFA:0009115	ZFA:0001117	PATO:0000140
http://purl.obolibrary.org/obo/ZP_0100332	GO:0043005	ZFA:0009150	PATO:0001509
http://purl.obolibrary.org/obo/ZP_0100333	ZFA:0009032	ZFA:0000150	PATO:0001488
http://purl.obolibrary.org/obo/ZP_0100334	ZFA:0005242	ZFA:0000150	PATO:0002099
http://purl.obolibrary.org/obo/ZP_0100335	ZFA:0009032	ZFA:0000001	PATO:0001488
http://purl.obolibrary.org/obo/ZP_0100336	ZFA:0009032	ZFA:0000001	PATO:0000122
http://purl.obolibrary.org/obo/ZP_0100337	ZFA:0009032	ZFA:0000001	PATO:0000051
http://purl.obolibrary.org/obo/ZP_0100338	ZFA:0009366	ZFA:0000030	PATO:0000070
http://purl.obolibrary.org/obo/ZP_0100339	GO:0042995	ZFA:0000243	PATO:0002266
http://purl.obolibrary.org/obo/ZP_0100340	ZFA:0009316	ZFA:0000471	PATO:0001579
