defined_class	affected_entity_1_sub	affected_entity_1_super	pato_id	affected_entity_2_sub	affected_entity_2_super
ZP:0020627	ZFA:0009077	ZFA:0000445	PATO:0002002	GO:0032010	ZFA:0009077
ZP:0021134	GO:0048788	ZFA:0009366	PATO:0002001	GO:0008021	ZFA:0009366
ZP:0021143	ZFA:0009366	ZFA:0007000	PATO:0002001	GO:0008021	ZFA:0009366
ZP:0021146	ZFA:0009366	ZFA:0000166	PATO:0002001	GO:0097470	ZFA:0009366
ZP:0021148	GO:0097470	ZFA:0009366	PATO:0002001	GO:0008021	ZFA:0009366
ZP:0021640	ZFA:0001083	ZFA:0000505	PATO:0002002	ZFA:0009019	ZFA:0000505
ZP:0022201	ZFA:0009031	ZFA:0001269	PATO:0002269	BSPO:0000078	ZFA:0001514
ZP:0022329	GO:0048788	ZFA:0009366	PATO:0000040	GO:0048787	ZFA:0009366
ZP:0022440	GO:0097189	ZFA:0009141	PATO:0002269	GO:0005764	ZFA:0009141
ZP:0022509	GO:0043679	ZFA:0009310	PATO:0001905	GO:0098793	ZFA:0009310
ZP:0022861	GO:0001917	ZFA:0009154	PATO:0002002	GO:0031982	ZFA:0009154
ZP:0100078	GO:0005737	ZFA:0001620	PATO:0002002	GO:0031982	ZFA:0001620
ZP:0100079	GO:0005737	ZFA:0001621	PATO:0001905	GO:0031982	ZFA:0001621
ZP:0100131	ZFA:0009115	ZFA:0001056	PATO:0002001	GO:0098723	ZFA:0009115
ZP:0100152	GO:0005764	ZFA:0005237	PATO:0002002	GO:0005739	ZFA:0005237
ZP:0100181	GO:0030016	ZFA:0005277	PATO:0001453	GO:0005927	ZFA:0005277
ZP:0100266	ZFA:0009000	ZFA:0001558	PATO:0000374	ZFA:0009000	ZFA:0001558
ZP:0100298	GO:0097544	ZFA:0000166	PATO:0002002	GO:0030990	ZFA:0000166
ZP:0100402	BSPO:0000035	ZFA:0000075	PATO:0001999	GO:0030424	ZFA:0005865
ZP:0100403	BSPO:0000072	ZFA:0000075	PATO:0001999	GO:0030424	ZFA:0005865
ZP:0100404	BSPO:0000084	ZFA:0000075	PATO:0001999	GO:0030424	ZFA:0005865
ZP:0100505	BSPO:0000074	ZFA:0009041	PATO:0002001	GO:0031941	ZFA:0009041
ZP:0100725	GO:0044233	ZFA:0000075	PATO:0000040	GO:0005740	ZFA:0000075
ZP:0100740	ZFA:0000206	ZFA:0000823	PATO:0002002	GO:0043005	ZFA:0009052
ZP:0100741	ZFA:0000206	ZFA:0001032	PATO:0002002	GO:0043005	ZFA:0009052
ZP:0100834	GO:0030424	ZFA:0009248	PATO:0002001	GO:0005739	ZFA:0009248
ZP:0100986	GO:0030018	ZFA:0005277	PATO:0001652	GO:0030018	ZFA:0005277
ZP:0101105	BSPO:0000070	ZFA:0000072	PATO:0002001	ZFA:0009000	ZFA:0000135
ZP:0101106	BSPO:0000070	ZFA:0000728	PATO:0002001	ZFA:0009000	ZFA:0000135
ZP:0101236	ZFA:0009366	ZFA:0000051	PATO:0000374	ZFA:0009366	ZFA:0000051
ZP:0101600	ZFA:0009000	ZFA:0005057	PATO:0002270	BSPO:0000070	ZFA:0005811
ZP:0101625	BSPO:0000082	ZFA:0000072	PATO:0002001	ZFA:0009000	ZFA:0000135
ZP:0101626	BSPO:0000082	ZFA:0000728	PATO:0002001	ZFA:0009000	ZFA:0000135
ZP:0101782	GO:0043679	ZFA:0000175	PATO:0002002	GO:0005739	ZFA:0000175
ZP:0101783	GO:0043679	ZFA:0000940	PATO:0002002	GO:0005739	ZFA:0000940
ZP:0101801	BSPO:0000072	ZFA:0009149	PATO:0002001	GO:0043209	ZFA:0009149
ZP:0102005	GO:0001750	ZFA:0009154	PATO:0001453	GO:0001917	ZFA:0009154
ZP:0102147	GO:0005886	ZFA:0005746	PATO:0002001	GO:0005901	ZFA:0005746
ZP:0102415	GO:0036379	ZFA:0009316	PATO:0001654	GO:0036379	ZFA:0009316
ZP:0102416	GO:0036379	ZFA:0009316	PATO:0001505	GO:0036379	ZFA:0009316
ZP:0102417	GO:0005886	ZFA:0009316	PATO:0002002	GO:0042995	ZFA:0009316
ZP:0102459	ZFA:0000036	ZFA:0005147	PATO:0002002	ZFA:0009034	ZFA:0000036
ZP:0102523	GO:0005813	ZFA:0000029	PATO:0002259	GO:0005813	ZFA:0000029
ZP:0102688	GO:0016020	ZFA:0009163	PATO:0002002	GO:0042995	ZFA:0009163
ZP:0102950	GO:0005634	ZFA:0001326	PATO:0000133	BSPO:0000005	ZFA:0000035
ZP:0103176	ZFA:0009303	ZFA:0001285	PATO:0002001	GO:0030175	ZFA:0009303
ZP:0103235	GO:0031514	ZFA:0001558	PATO:0002001	GO:0036156	ZFA:0001558
ZP:0103236	GO:0031514	ZFA:0001558	PATO:0002001	GO:0036157	ZFA:0001558
ZP:0103241	BSPO:0000069	ZFA:0000032	PATO:0001999	ZFA:0009062	ZFA:0000032
ZP:0103343	GO:0030424	ZFA:0009310	PATO:0002173	BSPO:0000065	ZFA:0000445
ZP:0103415	GO:0005737	ZFA:0009135	PATO:0001772	GO:0043209	ZFA:0000175
ZP:0103416	GO:0043209	ZFA:0000175	PATO:0001772	GO:0030424	ZFA:0000175
ZP:0103455	GO:0005634	ZFA:0000086	PATO:0000642	GO:0005634	ZFA:0000086
ZP:0103491	ZFA:0009115	ZFA:0001056	PATO:0001905	GO:0098723	ZFA:0009115
ZP:0103602	BSPO:0000072	ZFA:0000445	PATO:0001905	GO:0005776	ZFA:0000445
ZP:0103603	BSPO:0000072	ZFA:0000445	PATO:0002002	GO:0005764	ZFA:0000445
ZP:0103628	BSPO:0000072	ZFA:0000445	PATO:0001905	GO:0005764	ZFA:0000445
ZP:0104269	ZFA:0005255	ZFA:0001057	PATO:0001470	ZFA:0000082	ZFA:0001057
ZP:0104304	ZFA:0007087	ZFA:0000822	PATO:0000642	ZFA:0007087	ZFA:0001032
ZP:0104480	GO:1990904	ZFA:0000093	PATO:0002168	BSPO:0000127	ZFA:0001175
ZP:0104639	ZFA:0009115	ZFA:0001056	PATO:0002002	GO:0031982	ZFA:0009115
ZP:0104657	BSPO:0000071	ZFA:0000001	PATO:0001905	GO:0005773	ZFA:0000001
ZP:0104658	BSPO:0000072	ZFA:0000001	PATO:0002002	GO:0005773	ZFA:0000001
ZP:0104726	ZFA:0009065	ZFA:0001320	PATO:0002269	ZFA:0001643	ZFA:0000114
ZP:0104753	GO:0032154	ZFA:0000093	PATO:0002001	GO:1990904	ZFA:0001175
ZP:0104786	GO:0032809	ZFA:0005175	PATO:0001905	GO:0098978	ZFA:0005175
ZP:0104787	GO:0032809	ZFA:0009243	PATO:0001905	GO:0060077	ZFA:0009243
ZP:0104788	GO:0032809	ZFA:0009243	PATO:0002001	GO:0098978	ZFA:0009243
ZP:0104798	GO:0032809	ZFA:0009243	PATO:0001905	GO:0098978	ZFA:0009243
ZP:0105740	GO:0043209	ZFA:0009076	PATO:0002435	GO:0044297	ZFA:0009248
ZP:0105762	ZFA:0009033	ZFA:0000075	PATO:0002001	GO:0031514	ZFA:0009033
ZP:0105791	GO:0031982	ZFA:0009127	PATO:0002269	BSPO:0000073	ZFA:0009127
ZP:0105822	GO:0035770	ZFA:0000093	PATO:0002271	GO:0032154	ZFA:0000093
ZP:0105914	GO:0016324	ZFA:0005239	PATO:0001961	GO:0005886	ZFA:0001566
ZP:0106108	BSPO:0000084	ZFA:0000075	PATO:0002001	GO:0043209	ZFA:0009076
ZP:0106174	BSPO:0000079	ZFA:0000075	PATO:0002002	GO:0043209	ZFA:0009076
ZP:0106175	BSPO:0000084	ZFA:0000075	PATO:0001905	GO:0043209	ZFA:0009076
ZP:0106196	ZFA:0009033	ZFA:0000075	PATO:0001905	GO:0031514	ZFA:0009033
ZP:0106290	ZFA:0000519	ZFA:0000263	PATO:0000642	ZFA:0000519	ZFA:0000263
ZP:0106291	ZFA:0001066	ZFA:0000326	PATO:0000642	ZFA:0001066	ZFA:0000326
ZP:0106292	ZFA:0001066	ZFA:0001190	PATO:0000642	ZFA:0000126	ZFA:0001190
ZP:0106428	GO:0005739	ZFA:0000093	PATO:0002271	GO:0032154	ZFA:0000093
ZP:0106429	GO:0005764	ZFA:0000093	PATO:0002271	GO:0032154	ZFA:0000093
ZP:0106430	GO:0005783	ZFA:0000093	PATO:0002271	GO:0032154	ZFA:0000093
ZP:0106569	ZFA:0000105	ZFA:0001115	PATO:0002000	GO:0030424	ZFA:0009053
ZP:0106570	ZFA:0000105	ZFA:0001115	PATO:0002001	GO:0030424	ZFA:0009053
ZP:0106866	BSPO:0000084	ZFA:0000101	PATO:0002001	ZFA:0009301	ZFA:0000101
ZP:0106872	BSPO:0000084	ZFA:0000101	PATO:0001905	ZFA:0009301	ZFA:0000101
ZP:0106902	GO:0005739	ZFA:0005277	PATO:0002002	GO:0016234	ZFA:0005277
ZP:0106951	BSPO:0000074	ZFA:0009316	PATO:0002002	GO:0042995	ZFA:0009316
ZP:0107026	BSPO:0000071	ZFA:0000075	PATO:0002002	GO:0030424	ZFA:0009149
ZP:0107027	GO:0043209	ZFA:0009076	PATO:0002435	GO:0030424	ZFA:0009248
ZP:0107041	BSPO:0000071	ZFA:0000075	PATO:0002001	GO:0030424	ZFA:0005865
ZP:0107042	BSPO:0000072	ZFA:0000075	PATO:0002001	GO:0030424	ZFA:0005865
ZP:0107050	GO:0043209	ZFA:0009076	PATO:0001505	GO:0044297	ZFA:0009248
ZP:0107095	GO:0030424	ZFA:0009150	PATO:0002000	GO:0043209	ZFA:0009076
ZP:0130988	ZFA:0009077	ZFA:0000445	PATO:0002002	GO:0005773	ZFA:0009077
ZP:0130991	ZFA:0009248	ZFA:0000445	PATO:0001505	ZFA:0009077	ZFA:0000445
ZP:0131042	ZFA:0005242	ZFA:0000151	PATO:0002000	GO:0005929	ZFA:0005242
ZP:0131093	ZFA:0009000	ZFA:0001616	PATO:0002001	GO:0042995	ZFA:0009000
ZP:0137513	BSPO:0000074	ZFA:0005912	PATO:0001999	GO:0042995	ZFA:0005912
ZP:0137525	ZFA:0005242	ZFA:0000150	PATO:0001905	GO:0036064	ZFA:0005242
ZP:0137526	ZFA:0005242	ZFA:0000150	PATO:0002001	GO:0005929	ZFA:0005242
ZP:0137677	GO:0044297	ZFA:0005731	PATO:0000133	GO:0030424	ZFA:0005731
ZP:0137794	ZFA:0009114	ZFA:0001056	PATO:0001453	GO:0005604	ZFA:0001056
ZP:0137885	GO:0097386	ZFA:0009280	PATO:0001590	GO:0097386	ZFA:0009280
ZP:0137927	GO:0000793	ZFA:0001114	PATO:0001654	GO:1990498	ZFA:0001114
ZP:0138477	ZFA:0009306	ZFA:0000050	PATO:0002168	ZFA:0001643	ZFA:0005567
ZP:0138498	BSPO:0000057	ZFA:0000110	PATO:0001999	GO:0005929	ZFA:0000110
ZP:0138500	BSPO:0000057	ZFA:0001261	PATO:0001999	GO:0000930	ZFA:0001261
ZP:0138501	BSPO:0000057	ZFA:0001261	PATO:0002001	GO:0005815	ZFA:0001261
ZP:0138502	BSPO:0000057	ZFA:0001261	PATO:0002001	GO:0005874	ZFA:0001261
ZP:0138510	BSPO:0000057	ZFA:0000112	PATO:0001999	GO:0000930	ZFA:0000112
ZP:0138512	BSPO:0000057	ZFA:0000112	PATO:0002001	GO:0005874	ZFA:0000112
ZP:0138591	GO:0030424	ZFA:0000075	PATO:0002001	GO:0043209	ZFA:0000075
ZP:0138594	GO:0043209	ZFA:0000075	PATO:0001772	GO:0043025	ZFA:0000075
ZP:0138596	ZFA:0009076	ZFA:0000075	PATO:0001905	GO:0043209	ZFA:0009076
ZP:0138598	GO:0043209	ZFA:0000075	PATO:0001772	GO:0030424	ZFA:0000075
ZP:0138658	GO:0098681	ZFA:0009154	PATO:0001505	GO:0098684	ZFA:0009154
ZP:0139796	GO:0043292	ZFA:0005277	PATO:0001453	GO:0005927	ZFA:0005277
ZP:0139938	GO:0000785	ZFA:0009316	PATO:0002261	GO:0031965	ZFA:0009316
ZP:0139965	GO:0042383	ZFA:0005277	PATO:0000374	GO:0098723	ZFA:0005277
